Date,Product_ID,Supplier_ID,Warehouse_ID,Purchase_Qty,Unit_Cost
2019-10-06,1277,46,9,66,10.4
2019-09-14,355,20,9,149,71.68
2023-05-04,143,13,8,87,276.71
2021-08-05,1566,2,8,345,228.52
2021-10-04,1587,13,8,131,169.14
2019-06-09,546,3,3,221,294.26
2020-08-03,1770,1,5,293,257.35
2021-11-04,621,41,8,753,210.19
2023-03-26,912,19,10,661,64.69
2019-02-02,931,23,1,889,150.46
2022-04-06,1818,42,9,520,227.44
2023-04-08,196,1,6,756,140.91
2022-04-28,1081,44,6,734,160.65
2019-08-18,67,30,2,850,310.64
2021-11-19,29,31,6,476,268.03
2023-03-27,1471,1,8,644,266.04
2021-06-11,1836,43,4,927,352.66
2022-08-21,1571,6,1,288,188.15
2019-01-20,1817,11,1,623,329.19
2021-09-24,1810,5,1,705,99.42
2021-04-15,1335,20,7,371,325.93
2022-06-11,1525,25,5,129,34.21
2019-11-15,57,24,10,264,295.38
2022-03-12,1744,36,5,320,251.01
2020-10-18,474,42,10,378,381.0
2021-02-26,777,43,5,565,88.53
2020-04-30,48,26,8,310,331.07
2021-01-31,958,16,5,778,125.66
2021-10-27,595,46,1,585,354.81
2023-10-04,58,22,3,956,192.17
2021-02-01,1962,10,8,806,48.17
2023-04-24,1964,12,7,217,35.17
2020-12-07,1865,44,1,727,91.32
2020-09-21,1871,29,2,583,155.58
2023-09-07,549,30,4,818,280.3
2023-02-09,130,49,1,996,143.7
2020-09-05,634,50,9,916,117.18
2020-04-16,1951,12,3,951,392.29
2021-03-31,337,25,9,729,139.07
2023-06-05,1340,14,10,395,326.18
2019-05-11,267,24,7,153,69.0
2019-09-22,261,40,10,98,155.83
2019-06-03,615,46,2,65,25.59
2021-03-25,938,4,2,730,331.16
2019-02-19,1784,41,3,376,161.59
2020-12-11,1746,48,10,952,147.04
2019-11-29,116,15,6,179,396.32
2023-02-03,693,36,4,394,217.6
2021-08-21,1145,46,6,103,64.41
2019-02-06,162,11,2,609,209.46
2022-08-01,1105,5,10,248,37.67
2022-03-30,932,7,9,122,292.38
2021-02-27,247,44,9,841,13.52
2022-02-09,696,13,4,548,302.5
2019-11-02,378,27,10,670,60.15
2020-04-11,531,18,3,587,366.8
2021-08-22,423,29,6,945,381.67
2019-06-23,1330,39,3,121,153.33
2022-04-06,1256,49,4,96,296.09
2020-11-09,1126,42,5,483,395.93
2020-05-04,902,48,3,76,349.76
2019-06-01,1723,39,5,358,376.06
2019-02-19,1688,40,8,709,382.24
2021-05-26,825,15,9,752,343.42
2019-05-04,1896,2,9,941,184.21
2022-02-10,999,17,6,306,248.05
2022-06-24,953,10,8,421,200.86
2023-05-02,499,40,2,754,303.16
2020-09-07,1505,10,1,757,213.65
2019-06-24,829,45,1,766,309.57
2021-09-20,270,3,1,311,127.64
2020-02-08,1022,25,9,743,25.51
2022-12-28,1642,30,8,581,343.98
2020-05-20,1348,10,2,187,342.72
2022-03-14,1653,12,3,341,304.81
2022-07-16,725,20,5,388,235.19
2023-06-18,910,25,10,570,253.54
2022-07-04,508,16,7,863,124.06
2023-03-24,1233,40,9,399,191.35
2019-05-26,1073,12,6,328,348.27
2022-11-09,1700,40,5,396,353.26
2020-02-08,1014,11,1,526,238.0
2022-10-12,1485,46,6,487,148.78
2020-04-29,1542,47,4,502,381.27
2020-06-21,1269,36,2,267,96.41
2019-08-22,751,30,6,354,294.12
2019-03-02,226,20,3,572,347.82
2019-12-08,1168,1,8,697,383.72
2019-09-06,690,50,3,588,19.09
2023-09-21,296,49,4,319,250.4
2020-12-30,1193,9,9,439,102.4
2022-03-03,778,12,3,359,51.64
2021-12-31,1123,25,2,842,71.78
2020-11-18,627,3,7,806,20.61
2023-02-19,189,19,5,219,165.0
2019-09-13,957,12,6,655,155.96
2019-04-25,787,19,9,709,160.08
2020-12-13,1301,22,1,917,263.15
2022-07-10,1961,3,8,622,62.2
2021-11-15,622,19,3,170,210.22
2021-11-07,219,34,9,348,119.87
2023-07-19,1640,20,1,311,151.88
2022-01-26,1703,29,9,112,248.02
2019-01-24,743,25,7,696,274.36
2021-06-15,1948,35,7,410,213.58
2023-02-23,1623,43,2,975,355.08
2023-03-21,1353,12,5,401,146.84
2020-06-28,859,3,8,506,323.98
2020-11-26,1349,41,1,997,30.7
2022-06-23,1000,30,1,700,390.46
2020-01-11,160,5,10,737,188.1
2020-03-08,1373,41,6,60,330.45
2021-04-27,1829,2,7,640,165.48
2019-02-02,1597,30,6,249,132.41
2023-07-21,636,10,4,460,48.7
2019-08-05,1666,30,4,586,279.01
2019-05-31,1264,33,1,504,104.42
2021-06-20,433,37,1,773,109.7
2023-05-22,916,8,7,129,8.83
2020-03-17,1336,5,7,552,111.37
2019-01-19,829,32,1,987,314.86
2020-06-25,344,47,4,743,71.84
2020-11-10,183,26,7,903,129.68
2022-05-24,1310,9,1,406,143.96
2021-07-30,582,17,10,999,340.93
2019-10-25,1987,28,7,761,52.75
2021-09-15,1117,40,6,209,29.41
2022-07-20,616,10,3,834,40.17
2020-02-26,291,26,5,291,146.25
2021-09-27,385,23,1,728,52.18
2022-12-24,1450,45,10,642,299.75
2021-05-27,413,14,7,559,105.31
2022-12-22,1272,3,9,337,175.21
2020-07-30,838,30,7,678,170.68
2020-10-17,1529,40,1,684,43.84
2022-01-04,316,22,4,342,335.92
2022-09-16,1757,3,5,396,377.18
2020-12-14,982,44,6,90,213.65
2019-09-01,292,19,2,465,47.72
2021-06-17,1144,34,5,697,390.33
2019-04-03,1120,13,5,806,5.43
2021-09-20,544,46,9,755,376.58
2021-12-27,1921,3,3,319,223.04
2023-12-29,1716,8,9,422,208.59
2020-05-25,1190,36,9,581,342.98
2020-01-22,1668,47,7,809,391.01
2022-12-23,1355,7,9,870,190.13
2019-06-27,723,7,3,963,267.35
2019-10-01,511,4,9,611,110.78
2020-11-08,1606,4,10,156,399.78
2020-09-25,304,41,7,623,275.63
2022-01-14,575,48,2,888,183.24
2020-01-03,347,18,8,673,187.66
2020-09-13,1048,43,7,159,358.51
2020-07-28,255,36,7,963,339.61
2020-03-28,847,4,10,585,67.0
2023-02-24,685,23,1,714,135.6
2020-08-19,358,31,2,419,118.03
2023-01-16,193,32,2,83,134.87
2021-08-09,947,28,10,932,105.8
2021-01-29,1976,32,3,709,12.92
2020-04-18,78,37,4,668,384.37
2019-08-02,257,4,2,537,391.89
2023-07-31,72,16,8,91,227.29
2019-10-05,279,9,8,866,145.72
2019-09-06,863,22,5,550,101.99
2022-06-14,22,26,8,189,206.29
2020-04-04,1713,2,2,591,362.71
2022-02-03,793,41,2,102,386.35
2019-11-14,121,11,5,896,330.25
2021-06-05,603,15,6,355,81.68
2020-08-11,836,37,7,348,104.97
2023-11-02,833,28,8,896,168.29
2021-10-13,181,20,8,716,214.03
2022-11-13,1637,3,6,508,85.58
2020-10-04,1941,5,3,350,19.34
2020-09-20,1066,25,10,281,191.54
2022-03-17,1300,37,2,822,262.22
2022-01-07,528,4,10,405,391.99
2022-05-28,1856,12,5,996,242.63
2019-01-05,1073,28,9,284,109.24
2019-04-30,1217,5,8,956,290.56
2020-07-16,1875,39,2,200,47.2
2021-01-03,1191,44,1,686,275.03
2020-04-06,1975,22,9,233,179.35
2020-12-05,406,15,7,664,386.15
2023-01-06,1228,20,8,275,290.3
2022-08-15,148,10,4,862,186.06
2021-04-18,1173,48,10,534,276.03
2022-05-29,920,36,4,348,53.8
2021-01-24,512,48,8,555,379.44
2019-03-13,1489,22,2,717,270.88
2019-01-21,764,7,8,929,70.83
2021-01-11,1696,37,1,831,139.19
2020-06-30,1668,40,4,410,218.48
2022-04-08,509,6,9,178,78.34
2022-06-21,646,24,6,142,368.06
2022-10-02,1384,34,3,562,133.67
2021-08-03,1239,21,4,54,346.14
2023-10-06,1982,37,1,867,279.15
2021-08-07,1630,34,7,158,300.47
2019-05-28,1585,42,5,383,69.41
2022-08-11,390,2,6,210,371.33
2022-05-21,575,13,3,729,13.64
2022-04-12,1693,22,2,855,46.99
2023-12-16,1661,47,7,950,95.28
2019-07-24,1997,44,4,266,308.5
2021-02-09,1709,46,9,500,379.47
2022-08-20,1041,45,4,141,250.73
2019-08-14,283,32,1,476,201.51
2019-08-07,1910,40,10,55,261.25
2023-09-16,597,35,5,216,15.16
2021-09-04,529,10,2,299,13.34
2021-10-23,688,18,6,741,256.39
2021-03-15,1440,22,3,310,361.02
2020-03-26,241,37,10,745,183.24
2022-12-31,1124,28,8,354,232.34
2021-03-16,1884,12,5,375,54.7
2020-09-03,662,16,5,478,7.14
2019-01-17,1547,38,9,593,182.92
2022-06-12,1334,31,3,107,72.39
2023-02-06,1242,40,1,370,75.93
2022-10-22,752,38,6,336,330.84
2023-09-21,1792,11,10,769,345.75
2021-11-07,121,4,3,866,333.47
2021-03-03,235,7,6,281,254.93
2022-10-21,96,41,10,983,326.23
2021-01-09,1044,7,6,413,232.17
2020-06-28,1624,24,9,882,39.21
2022-03-28,1462,13,9,373,106.55
2021-02-14,795,17,10,777,264.0
2021-09-20,985,34,8,904,213.58
2023-02-20,478,21,2,728,48.17
2023-01-01,119,41,7,333,396.4
2020-05-24,256,34,5,623,268.97
2021-02-26,731,9,1,123,246.73
2020-03-03,1860,20,10,118,395.39
2022-12-21,1598,18,9,694,14.0
2020-07-24,604,10,8,355,231.52
2020-06-21,1159,23,3,476,155.07
2020-09-15,1805,30,5,862,37.5
2019-12-11,152,3,5,548,376.17
2019-10-12,979,46,7,718,147.14
2023-09-20,434,38,1,696,228.49
2023-08-02,442,17,10,863,93.03
2023-03-22,1224,19,7,494,221.17
2020-11-19,292,44,6,210,335.8
2019-01-24,1839,21,9,844,43.32
2023-07-08,1899,22,7,700,210.78
2022-04-21,798,18,10,984,159.18
2019-04-13,257,15,3,184,378.42
2023-08-01,618,4,3,351,132.5
2020-01-01,1458,31,1,805,222.45
2019-01-29,1117,5,10,438,314.98
2022-07-02,586,45,2,653,356.93
2023-01-16,775,26,10,150,40.14
2023-09-11,654,41,1,336,298.5
2019-04-20,1589,24,9,206,309.86
2019-04-10,1879,10,5,277,293.0
2019-11-29,947,33,10,272,88.37
2021-05-06,1888,7,10,250,64.35
2023-08-02,1023,44,5,939,130.12
2021-04-15,1572,30,4,51,388.92
2021-05-14,172,2,7,660,106.31
2023-08-07,795,47,2,685,266.96
2021-01-23,1680,28,5,386,308.2
2023-04-24,1312,24,2,545,250.17
2019-04-15,15,47,7,286,204.82
2019-08-27,892,28,3,946,378.52
2022-01-08,976,27,9,613,348.66
2021-03-30,1550,31,3,122,112.23
2021-11-03,812,14,2,535,390.02
2021-02-21,1027,30,4,581,164.75
2021-08-10,1768,32,4,341,316.77
2020-07-08,1505,49,7,636,126.07
2022-01-28,666,34,10,409,364.95
2021-09-22,741,10,2,355,368.91
2022-10-15,340,47,6,515,28.53
2021-06-09,251,46,9,751,50.03
2020-04-24,809,35,4,303,248.92
2019-05-30,289,39,1,69,377.13
2021-03-29,1690,37,8,429,69.91
2019-08-27,1519,29,8,381,31.46
2019-09-05,883,10,6,797,214.75
2023-07-11,1726,16,6,582,339.71
2021-02-08,1996,11,9,685,104.85
2020-06-04,1101,32,4,196,141.09
2019-08-24,576,49,6,981,241.21
2021-11-17,1335,42,7,353,339.54
2022-12-24,830,33,5,217,96.15
2021-12-02,1799,42,2,752,366.15
2021-04-20,691,49,10,523,355.8
2022-08-12,838,47,9,513,311.5
2022-12-12,726,50,8,777,355.61
2021-04-12,623,42,3,636,121.88
2022-07-01,1285,11,5,630,65.04
2020-05-23,963,36,3,673,237.73
2019-06-20,936,50,1,338,60.23
2019-01-27,858,1,7,371,327.55
2019-04-19,1482,9,5,171,231.64
2022-04-19,1244,1,10,192,286.53
2022-11-04,445,36,4,82,311.14
2020-10-18,1759,27,6,981,304.11
2020-08-01,488,9,5,541,380.9
2022-04-30,92,26,8,780,30.93
2019-03-01,1363,28,5,280,345.74
2022-01-10,433,38,1,453,121.58
2022-05-26,1587,9,3,596,297.97
2019-01-16,844,14,6,658,340.15
2022-01-10,858,45,5,306,21.12
2021-05-29,116,29,6,538,57.05
2023-01-20,738,5,2,797,249.58
2020-08-11,1611,5,2,455,162.49
2022-05-12,1913,26,9,588,147.12
2023-05-19,1756,13,3,230,380.21
2021-03-08,1124,48,1,839,94.8
2022-04-22,863,31,7,471,168.44
2021-07-16,551,34,10,826,244.53
2019-07-16,1351,34,10,603,201.21
2020-09-01,1292,19,2,521,213.41
2022-03-09,807,23,7,520,125.45
2023-08-15,431,40,2,809,208.35
2021-11-22,7,23,1,686,106.9
2023-06-30,534,2,9,855,320.68
2019-11-18,1966,36,3,358,392.76
2023-11-12,502,44,7,614,218.91
2020-11-06,1840,3,6,94,80.86
2021-05-31,1804,41,5,851,15.79
2021-03-31,986,19,4,102,279.71
2021-06-20,1043,30,7,936,152.0
2020-02-29,424,41,4,131,53.01
2023-06-20,1784,40,1,129,156.26
2023-08-25,1431,39,5,212,253.27
2022-10-08,442,9,8,995,32.83
2023-12-11,945,40,2,96,146.36
2019-01-15,783,32,4,704,348.56
2021-04-28,521,43,4,944,134.93
2019-05-03,1131,40,3,589,40.33
2019-04-02,297,18,7,485,175.26
2020-07-23,1353,38,10,288,96.21
2023-11-04,668,24,10,656,324.03
2023-10-22,1969,18,5,738,64.2
2020-10-20,1504,43,8,315,277.27
2022-07-22,588,4,2,948,126.43
2023-11-24,1861,47,3,832,167.17
2023-12-01,372,6,8,582,242.04
2019-04-20,1165,36,7,229,398.25
2023-11-10,96,50,5,984,268.73
2023-03-23,279,26,10,180,72.36
2022-11-21,6,9,8,910,395.96
2020-04-04,1548,38,2,530,63.58
2022-01-02,1326,1,9,151,191.06
2020-05-11,585,23,5,915,82.09
2019-03-20,1771,9,5,141,397.54
2020-02-27,801,28,10,782,146.82
2022-03-27,740,14,3,225,92.85
2021-05-22,1502,22,9,942,221.51
2019-10-16,960,5,4,815,337.71
2020-04-13,1268,15,4,665,9.1
2023-09-22,98,15,8,889,134.69
2022-04-21,925,35,7,410,197.33
2021-01-07,1896,31,10,81,379.0
2020-07-31,1573,25,1,106,134.02
2022-03-16,1026,10,5,633,66.17
2021-12-01,1307,38,9,799,98.8
2020-12-02,1182,35,2,665,281.05
2019-01-27,1177,35,7,873,7.14
2023-03-23,1159,6,6,610,336.57
2020-07-05,1907,46,6,848,207.07
2020-03-24,53,47,2,341,247.13
2022-09-09,986,17,5,990,224.06
2022-11-24,923,8,4,644,25.34
2020-10-28,605,37,10,904,306.31
2020-08-05,41,31,4,525,272.2
2019-02-18,170,7,4,941,82.4
2023-12-15,501,34,2,498,147.33
2019-11-17,1216,17,1,567,339.71
2021-08-10,921,37,8,832,97.85
2022-02-25,206,6,10,656,86.8
2019-07-12,1123,13,7,406,325.76
2022-08-16,1726,14,9,64,72.55
2021-10-31,1100,22,5,219,357.04
2021-08-23,475,26,4,314,90.71
2020-10-24,1736,8,6,796,48.9
2021-04-06,231,37,10,115,13.31
2021-08-09,340,46,3,891,73.5
2021-02-13,1819,12,3,928,203.98
2021-07-27,65,11,4,494,224.68
2021-04-09,866,50,10,622,397.12
2023-08-27,1068,9,8,598,333.02
2019-02-28,987,33,8,332,283.6
2022-04-14,1227,19,7,672,165.35
2022-02-11,1719,10,1,846,89.54
2023-10-05,1894,38,1,881,310.0
2020-07-18,1331,3,1,403,390.36
2021-12-08,1034,34,6,675,246.3
2021-07-28,958,46,1,445,178.56
2021-10-03,67,32,9,913,241.01
2021-06-15,1181,46,10,739,82.36
2023-11-05,319,44,9,779,347.82
2021-03-30,1212,31,4,608,47.07
2019-05-30,1376,46,7,59,224.14
2019-04-05,843,43,5,573,271.83
2021-04-25,710,25,2,873,332.6
2021-08-27,1540,31,5,600,234.89
2019-06-22,326,27,6,882,42.91
2020-09-22,1711,33,5,441,43.66
2023-02-16,1567,15,1,296,206.82
2021-01-24,460,36,10,994,228.53
2021-07-17,1722,42,3,214,322.26
2021-10-13,460,39,8,382,203.1
2021-08-19,67,21,2,957,182.26
2021-11-04,1779,34,9,320,117.49
2022-09-17,1855,19,4,207,234.59
2020-06-03,905,8,3,52,136.35
2021-05-19,455,18,8,880,168.23
2019-03-23,1068,12,1,914,6.71
2022-07-16,1002,22,9,233,282.49
2019-05-11,1387,13,10,484,303.13
2022-04-10,1348,12,6,773,223.13
2021-05-11,1563,3,5,185,200.51
2023-02-05,318,22,1,363,209.9
2023-10-31,467,38,4,976,87.59
2022-12-05,896,14,7,622,166.83
2023-03-31,682,36,4,903,236.09
2020-11-22,359,49,9,575,255.84
2020-01-16,1560,48,7,616,265.72
2023-02-18,985,45,9,775,99.75
2022-02-11,118,9,9,409,132.44
2019-02-25,535,4,10,216,226.29
2022-06-01,373,1,2,784,320.22
2022-03-04,1450,4,10,353,395.19
2020-08-15,122,16,2,687,234.52
2022-05-09,1427,27,9,492,290.58
2019-12-25,1361,44,6,955,230.7
2022-08-02,409,22,6,735,17.13
2023-11-13,1725,44,5,990,94.77
2021-07-18,1905,2,3,742,310.63
2020-09-25,300,25,5,180,141.11
2019-10-26,197,16,5,789,396.48
2019-02-15,1421,34,10,789,236.3
2023-07-05,637,28,10,356,23.58
2021-01-02,1215,22,1,822,94.93
2021-02-10,1098,10,10,238,93.51
2022-02-19,822,4,4,938,19.51
2023-06-12,870,12,2,469,168.87
2020-11-16,368,36,2,188,263.72
2022-03-26,1327,49,1,757,72.96
2022-11-26,1229,22,1,921,52.51
2022-12-23,1105,26,3,534,69.0
2019-12-23,1716,19,9,660,388.62
2019-06-16,361,50,9,683,360.0
2020-10-18,614,31,6,965,359.45
2019-10-22,58,41,6,168,347.64
2019-11-05,1719,17,3,150,140.34
2020-12-19,1141,35,5,110,333.26
2023-01-21,1745,35,5,292,375.8
2020-01-05,1405,45,10,980,356.86
2019-06-03,74,38,10,443,26.1
2023-02-20,900,13,9,807,330.7
2022-01-07,1432,48,7,622,214.65
2022-04-02,1466,32,2,761,225.17
2023-12-09,961,2,6,942,93.02
2023-08-19,2,18,7,702,221.45
2019-12-04,993,42,9,414,323.98
2023-03-10,883,32,6,736,380.84
2020-05-14,326,1,7,85,191.36
2021-06-17,737,31,5,591,222.94
2020-02-14,1806,47,9,850,252.84
2021-07-11,1125,36,3,747,371.2
2023-07-07,1728,18,2,614,360.11
2023-09-23,63,34,5,970,385.06
2019-05-24,987,44,3,424,309.91
2022-08-29,436,34,4,577,358.58
2023-09-06,389,1,6,693,217.54
2019-03-25,1857,48,2,661,164.85
2022-03-16,171,36,9,512,227.85
2021-02-02,880,33,6,292,112.26
2021-10-24,1557,49,2,788,220.43
2021-11-28,1036,11,8,117,197.96
2019-08-22,1986,32,1,975,91.67
2020-07-14,967,21,2,950,150.58
2019-04-25,880,37,9,201,223.54
2019-07-06,504,19,2,698,300.15
2021-01-10,97,45,3,184,139.99
2023-11-21,483,23,8,576,154.56
2020-06-28,970,45,5,300,127.19
2020-03-24,1106,16,7,268,264.84
2020-07-26,675,30,10,722,143.0
2020-07-31,551,31,8,240,381.48
2022-12-25,955,2,7,101,52.6
2019-07-04,447,18,6,301,8.8
2023-11-07,1136,45,7,483,94.58
2020-11-02,1959,9,3,338,135.57
2020-11-28,1668,14,7,337,179.66
2023-09-06,1363,7,9,431,319.39
2021-05-06,178,25,3,758,190.37
2021-10-08,1641,10,3,188,292.68
2022-01-07,447,4,8,929,22.82
2020-09-05,322,35,5,209,17.59
2021-06-11,754,29,7,56,116.95
2021-05-15,1447,13,1,136,186.15
2020-11-21,1482,15,6,594,97.03
2021-04-25,1466,14,4,198,293.36
2021-01-18,401,22,8,235,200.4
2021-12-01,1896,9,2,240,399.07
2023-08-30,296,44,2,381,190.38
2023-03-14,593,25,4,581,309.72
2023-07-31,567,3,2,205,64.98
2020-04-30,629,41,2,759,21.78
2020-11-17,333,9,5,377,219.44
2023-04-16,237,42,1,551,10.93
2022-06-24,1370,27,2,180,152.11
2021-06-30,223,18,4,424,273.82
2022-06-10,1310,19,5,778,215.48
2020-07-23,1630,50,9,909,221.95
2019-04-08,1256,3,2,896,121.07
2021-05-04,1295,29,10,936,64.49
2020-09-20,1059,15,2,88,264.65
2020-06-13,1054,36,5,364,284.16
2023-03-26,463,39,10,58,34.22
2023-07-20,1623,37,3,723,63.07
2019-11-01,970,4,6,599,146.44
2021-02-27,1793,46,7,672,370.12
2019-01-19,1579,6,5,145,327.14
2023-10-05,1984,37,1,575,12.73
2020-10-08,519,9,2,922,97.35
2022-02-25,1786,17,1,983,328.84
2022-03-01,715,42,8,385,41.0
2022-01-10,1167,31,9,59,382.55
2023-05-01,546,20,8,241,367.53
2019-01-17,769,50,9,579,144.63
2021-03-07,1862,28,7,369,72.5
2021-11-17,118,3,5,491,367.93
2023-10-29,1491,50,3,716,235.53
2020-06-23,132,45,6,561,249.46
2020-10-05,575,21,1,416,295.27
2022-01-22,1547,5,8,146,176.19
2021-01-25,1946,5,3,795,218.64
2019-01-04,1204,23,4,342,161.33
2023-02-17,630,12,10,453,279.35
2021-05-28,801,26,1,948,242.37
2021-06-25,914,20,10,774,118.54
2020-12-05,1209,2,9,509,16.55
2023-03-10,89,19,1,354,95.12
2021-03-27,1251,5,7,185,177.48
2021-07-20,1710,18,10,662,245.48
2022-10-18,1614,21,9,761,253.84
2020-07-23,1652,6,2,669,239.18
2019-03-28,1630,50,2,448,307.07
2020-08-24,997,49,5,52,238.23
2022-01-07,1601,13,10,648,220.64
2021-08-16,324,28,3,357,368.18
2023-03-19,1924,8,3,252,60.22
2023-08-22,1261,27,1,623,68.93
2020-09-11,645,50,5,903,195.43
2019-06-27,714,13,8,487,214.32
2019-11-07,377,28,6,547,179.04
2022-06-02,591,42,9,543,178.63
2020-12-03,1190,29,6,824,372.96
2023-05-14,62,1,2,245,324.52
2021-03-05,1445,14,7,195,91.79
2019-01-25,1341,10,3,353,141.02
2023-06-04,582,21,9,361,291.27
2020-10-07,1783,45,2,734,292.98
2023-08-01,598,42,5,781,194.4
2023-11-26,339,27,1,273,42.52
2020-06-21,1400,39,1,959,340.43
2021-02-12,1481,21,5,438,190.13
2022-11-29,1559,17,3,542,260.11
2021-06-14,1114,28,6,157,103.86
2021-09-28,1111,46,3,729,176.89
2021-11-11,144,30,6,195,367.05
2022-12-18,1372,27,9,462,181.58
2020-07-12,1505,20,10,672,112.88
2022-05-19,776,36,7,305,70.34
2019-10-11,741,39,5,966,83.99
2022-05-13,921,32,8,531,33.01
2022-08-24,1123,43,2,198,163.02
2023-02-03,173,5,6,805,236.47
2019-08-09,828,48,6,602,86.65
2019-01-12,610,41,3,915,119.2
2021-07-08,891,35,9,231,91.06
2019-01-24,1859,49,7,432,264.26
2019-05-17,1019,39,3,504,352.69
2020-01-01,802,22,9,67,76.64
2019-12-19,1045,9,1,835,82.93
2022-12-13,931,42,6,614,197.94
2023-12-16,808,12,5,367,14.52
2023-02-08,1635,16,10,684,289.28
2022-04-23,746,9,9,894,188.76
2022-02-26,1177,18,3,280,322.63
2020-03-08,119,50,9,526,172.2
2023-07-01,770,30,10,856,297.04
2020-11-28,1734,3,4,586,21.56
2022-12-18,494,33,6,611,16.2
2019-08-18,1927,28,4,195,292.99
2021-09-14,567,16,1,281,331.52
2022-11-05,1636,28,4,570,110.62
2019-11-14,1260,25,7,765,320.03
2022-05-11,54,39,5,124,141.06
2021-07-05,1959,41,10,938,151.63
2022-09-25,774,30,1,518,228.15
2022-11-09,1084,35,5,696,47.96
2019-09-01,1011,26,1,576,66.16
2019-08-29,1576,42,9,353,366.6
2019-10-04,410,44,9,133,156.72
2019-01-07,1084,5,1,848,321.36
2022-07-19,955,35,3,839,53.07
2023-05-09,1301,29,4,327,293.3
2023-05-18,1490,13,1,890,229.93
2021-03-30,242,46,3,429,319.88
2023-10-16,1617,26,6,223,92.89
2020-10-15,416,9,10,783,395.78
2022-10-13,1599,34,4,459,131.13
2021-10-22,448,20,6,174,186.3
2022-03-17,181,24,4,644,92.67
2023-05-23,432,46,9,515,130.9
2019-12-24,1326,50,3,135,387.97
2023-09-02,1716,50,10,190,176.19
2022-07-31,709,33,4,955,28.98
2019-05-29,1558,38,5,378,198.82
2022-11-05,900,47,2,629,346.85
2022-10-08,363,18,6,267,257.99
2023-11-30,1914,10,9,962,197.89
2022-11-03,1181,32,9,767,369.54
2020-09-02,1398,33,9,136,201.17
2021-07-03,1723,36,8,710,22.13
2022-02-26,1587,42,6,407,160.74
2019-04-07,1339,17,1,245,364.5
2023-02-20,389,14,7,858,48.02
2021-09-16,558,40,7,397,248.73
2023-03-17,1029,21,8,220,198.2
2021-10-24,879,3,6,650,283.64
2021-02-05,205,23,4,889,77.48
2022-06-13,960,28,7,139,386.95
2019-01-04,1117,42,3,468,286.61
2019-11-27,1759,9,1,678,155.37
2021-02-01,1421,37,3,924,80.15
2019-01-04,1346,43,1,557,34.91
2019-04-17,1159,47,10,254,17.38
2022-01-09,1313,21,3,825,33.83
2021-05-13,661,46,10,573,353.95
2021-07-25,1834,5,6,178,308.15
2023-04-19,863,44,1,882,54.23
2020-05-02,276,11,1,728,343.82
2023-11-28,1172,38,4,524,184.38
2023-05-19,1698,34,7,782,351.52
2022-03-17,386,38,7,966,214.21
2019-10-06,1286,41,8,537,141.92
2021-08-25,908,10,4,62,61.81
2021-02-20,668,11,5,155,173.39
2019-10-22,821,9,6,414,49.46
2022-08-19,550,42,8,960,231.13
2023-01-20,1991,2,10,237,330.14
2020-04-02,471,21,10,826,152.53
2022-02-11,1777,39,3,393,109.58
2021-11-29,1513,11,6,815,100.81
2023-10-15,1192,7,7,299,31.14
2019-06-18,1280,10,2,471,266.5
2023-12-13,891,33,8,796,83.41
2021-06-13,1480,34,1,893,325.36
2019-10-18,660,45,7,646,294.92
2023-05-15,1233,14,6,104,292.52
2022-01-11,118,16,6,976,302.05
2022-05-31,1527,15,8,517,51.99
2022-03-14,825,7,7,328,273.96
2022-03-23,173,27,4,994,13.87
2020-09-20,253,11,7,323,62.07
2021-07-01,831,34,5,353,124.73
2021-08-13,1714,39,2,837,215.59
2023-10-05,110,23,2,669,185.2
2023-10-07,853,4,6,964,365.99
2023-09-27,1636,21,8,120,300.06
2021-11-07,1104,35,1,263,16.65
2021-08-06,1701,37,3,406,180.07
2022-04-26,586,24,5,450,117.04
2022-12-24,1237,44,2,872,345.61
2020-03-13,1599,16,3,508,290.93
2021-05-18,1140,11,9,668,228.37
2019-08-09,478,32,9,867,188.78
2022-05-28,751,1,5,669,117.04
2021-04-10,1039,20,9,314,59.23
2023-08-17,565,39,8,723,121.0
2023-09-16,1053,29,2,193,125.01
2023-03-08,1107,9,8,473,104.19
2020-04-18,733,35,1,462,183.58
2023-08-26,1350,38,6,137,150.32
2023-02-09,859,6,3,367,231.27
2019-05-13,780,13,1,447,257.72
2019-12-15,1098,11,5,219,35.06
2020-08-23,218,27,9,900,352.01
2022-12-10,25,49,8,143,239.56
2020-04-11,448,6,8,745,120.76
2023-07-11,283,43,6,357,38.0
2023-04-23,622,27,7,362,199.02
2021-03-03,1943,11,10,862,70.48
2019-04-05,888,50,4,174,219.21
2023-07-22,177,15,10,907,117.5
2021-03-03,86,26,7,89,192.98
2020-08-08,187,24,7,401,152.87
2021-01-10,1831,26,1,361,178.17
2019-12-07,1967,44,4,688,40.1
2019-05-01,1468,3,10,373,261.42
2023-01-19,1909,45,6,325,109.16
2023-04-25,383,47,10,780,335.63
2023-01-17,1483,28,4,92,102.73
2023-04-15,1123,21,5,126,118.38
2020-05-07,1601,26,8,550,34.65
2019-02-20,154,32,7,642,278.84
2019-04-18,754,27,8,893,46.26
2022-03-21,1642,20,10,523,396.81
2019-01-08,12,30,7,211,341.55
2023-03-24,1135,50,3,687,199.82
2023-09-20,1263,49,6,642,99.75
2022-12-09,1787,25,2,477,37.82
