Date,Product_ID,Warehouse_ID,Stock_On_Hand,Safety_Stock
2023-07-15,1499,4,22,98
2023-07-19,746,7,238,33
2020-11-12,31,3,264,62
2020-08-06,1851,9,24,46
2019-06-01,1256,8,227,86
2020-12-20,1874,10,287,21
2021-12-08,998,9,134,95
2022-03-23,497,2,352,82
2021-05-08,1590,4,186,70
2022-08-09,964,1,442,68
2023-05-23,1199,8,478,92
2019-02-19,298,4,317,34
2020-10-25,1815,4,400,20
2020-06-14,1389,7,162,56
2023-06-24,1110,6,341,29
2021-12-19,577,3,313,40
2022-04-05,1113,8,28,54
2022-05-10,54,2,446,69
2021-05-06,1654,1,311,53
2019-05-26,1385,2,372,94
2021-07-03,1500,9,114,67
2023-08-27,229,5,318,73
2021-09-19,779,5,209,87
2023-01-02,1855,6,46,93
2019-08-30,1558,3,329,29
2020-08-03,1974,1,270,50
2020-11-17,1783,8,119,30
2023-05-04,985,7,312,23
2020-04-27,373,8,134,94
2022-02-05,469,9,101,24
2022-06-03,420,2,205,41
2020-11-03,1850,5,217,58
2020-09-22,532,2,273,60
2020-10-22,1424,8,337,30
2020-10-23,988,4,261,77
2022-12-26,1208,4,492,30
2021-03-15,1885,10,298,67
2023-08-06,562,8,472,91
2020-02-23,90,7,184,72
2021-09-14,1640,1,40,76
2023-01-18,1730,7,75,59
2022-03-29,1407,10,50,68
2023-03-27,369,3,60,81
2020-10-11,1098,5,93,80
2021-08-26,1293,8,18,71
2020-08-12,15,6,376,47
2022-01-05,1353,8,20,85
2020-05-23,1819,5,79,96
2020-03-16,1416,10,418,61
2022-07-01,1734,9,70,97
2021-07-09,1458,6,53,88
2021-02-08,344,9,361,54
2022-09-05,1219,4,338,28
2019-09-20,1946,2,485,26
2023-06-09,1060,8,25,76
2023-08-09,917,5,168,55
2023-04-27,205,2,465,54
2022-10-29,1844,6,395,33
2020-09-28,1675,3,4,93
2022-04-05,776,1,25,93
2023-11-12,1081,6,388,51
2020-04-03,1134,8,165,43
2021-09-25,686,1,81,58
2022-07-27,1520,3,261,53
2020-11-30,718,6,256,58
2019-10-29,225,10,74,59
2023-04-04,1410,3,125,34
2023-05-23,64,7,79,68
2022-05-26,1788,6,345,79
2022-01-30,948,9,422,33
2020-07-07,961,6,48,34
2019-10-15,1803,7,81,31
2022-04-05,1926,2,483,37
2020-09-12,1376,10,36,34
2021-10-02,1487,4,345,25
2019-02-05,1868,5,224,80
2021-01-13,320,2,256,27
2023-10-31,357,10,218,69
2019-12-19,93,10,292,37
2023-08-27,695,10,213,86
2019-03-14,1324,7,274,43
2020-10-09,1750,4,460,59
2022-10-08,1518,9,164,43
2021-12-29,1678,8,113,75
2020-02-29,1619,10,55,64
2021-09-25,1413,9,322,31
2020-12-08,1635,8,218,58
2023-12-10,1817,5,290,48
2020-07-14,434,9,456,20
2021-04-07,1126,5,83,20
2023-07-24,841,8,281,56
2021-08-13,1402,4,173,31
2020-05-31,1607,5,162,87
2020-03-03,1909,4,468,90
2023-04-12,1362,2,479,67
2019-06-09,1024,4,21,59
2019-05-29,898,5,141,34
2021-02-14,884,6,412,45
2022-06-07,778,4,185,74
2023-10-02,492,10,158,44
2023-05-05,1666,4,272,61
2019-03-08,1084,6,150,44
2021-10-10,813,7,58,44
2020-01-16,1533,7,419,44
2019-02-27,392,4,88,36
2022-07-06,1978,5,465,94
2019-12-08,1143,3,314,40
2022-02-27,1799,5,335,77
2020-12-27,1495,10,129,35
2022-04-10,1352,5,89,26
2021-02-08,21,4,481,94
2020-09-05,1121,6,377,24
2022-05-17,1839,5,267,98
2019-12-20,513,8,239,44
2023-02-03,908,2,265,27
2023-12-27,715,6,220,20
2019-04-26,944,2,119,81
2022-07-11,1664,6,257,52
2020-10-23,350,4,15,97
2023-01-05,1156,1,163,66
2023-04-21,546,6,361,79
2020-03-28,599,3,122,62
2023-02-09,32,7,176,24
2019-10-14,259,3,291,41
2022-08-19,476,10,213,82
2021-10-13,1860,4,389,21
2019-11-07,825,9,482,22
2019-07-27,1906,7,104,20
2020-09-09,972,4,100,30
2020-03-21,920,2,94,88
2020-10-31,33,5,104,36
2020-09-24,899,8,236,20
2019-02-24,388,2,129,52
2021-06-30,1822,9,226,65
2021-11-01,1862,5,155,49
2020-10-18,1585,6,134,96
2022-11-24,798,7,276,71
2023-07-30,456,9,445,28
2021-09-06,1618,7,107,91
2020-05-29,1168,4,216,94
2023-08-07,1973,5,465,22
2023-04-15,1926,3,424,67
2019-08-25,1816,1,236,45
2022-07-26,1907,3,298,72
2019-12-14,1628,1,76,31
2020-09-18,224,5,391,85
2022-02-01,217,7,372,84
2020-09-21,156,9,494,42
2023-03-21,789,4,141,25
2022-06-25,1544,10,464,62
2019-12-30,36,10,76,78
2019-11-17,636,1,10,80
2023-07-15,9,7,9,61
2019-10-13,1064,3,464,84
2019-05-29,1493,1,412,43
2022-01-12,179,4,491,54
2020-02-10,1665,9,310,44
2021-09-04,959,6,1,34
2020-03-31,501,6,0,46
2023-11-02,373,7,46,34
2021-03-10,1092,1,90,35
2022-03-30,970,5,82,81
2021-10-09,1690,4,273,75
2021-02-22,1448,4,290,41
2020-04-04,515,7,376,84
2023-04-23,364,2,200,36
2023-03-04,1914,5,61,78
2021-01-07,777,7,24,30
2020-05-23,1952,3,213,21
2023-08-05,1475,2,460,77
2020-04-25,1540,1,106,89
2023-08-14,774,5,156,31
2019-04-24,329,5,370,74
2021-01-18,794,4,469,22
2023-05-21,1922,8,79,96
2019-12-27,962,2,146,85
2019-12-07,370,4,199,85
2021-02-08,597,5,203,20
2021-01-30,1878,9,372,99
2021-08-26,1411,3,193,84
2020-03-24,1571,1,324,50
2021-04-14,1138,4,205,37
2022-04-18,571,10,207,65
2023-09-22,1062,6,242,45
2022-12-01,1569,7,97,43
2023-08-17,377,4,233,60
2022-05-04,1423,4,9,49
2023-01-29,1227,6,199,27
2019-11-07,1226,1,107,87
2019-09-19,100,5,280,65
2022-12-13,1422,3,114,79
2020-02-10,1474,8,26,65
2019-05-23,1837,5,444,93
2019-12-08,816,7,9,20
2022-09-01,1964,8,419,81
2022-01-29,118,8,38,65
2019-09-01,421,2,390,38
2020-05-04,1267,2,270,22
2019-01-12,541,10,369,77
2022-06-16,1251,5,140,98
2020-07-14,1525,3,32,82
2019-02-11,1876,10,354,96
2020-11-08,1237,1,449,29
2020-08-16,930,8,103,73
2022-12-23,699,6,10,37
2022-03-27,113,3,404,88
2022-05-24,373,8,461,78
2023-08-21,299,1,216,63
2023-01-25,1697,3,150,68
2019-05-14,1043,9,43,75
2021-12-26,776,6,448,39
2021-10-27,671,1,69,43
2021-08-05,11,9,419,98
2023-03-30,8,7,377,59
2019-03-14,1177,1,445,77
2020-02-03,1649,1,240,42
2022-11-29,1684,5,209,60
2023-08-26,1574,4,240,78
2020-07-31,1159,8,169,33
2021-05-08,1397,2,356,62
2019-05-10,461,6,452,30
2021-07-19,1959,8,435,50
2023-01-29,1259,1,384,36
2022-05-14,255,3,413,72
2023-12-17,586,1,128,65
2023-11-27,1352,7,431,97
2019-09-23,362,1,397,44
2023-04-10,1398,9,219,44
2021-03-03,1003,8,414,74
2019-09-10,788,3,189,41
2021-04-01,209,4,86,61
2022-08-05,267,9,233,31
2019-06-13,656,10,414,74
2019-04-05,997,6,376,62
2023-12-11,554,5,134,57
2021-04-12,736,5,403,24
2022-02-07,1882,1,83,73
2019-12-02,1530,1,414,36
2021-04-01,1588,3,264,36
2019-08-26,421,2,266,51
2020-01-16,308,10,5,81
2022-12-30,137,1,426,53
2021-06-17,1443,5,58,78
2020-04-27,195,3,109,88
2021-06-20,1119,7,17,23
2021-11-14,1514,8,382,91
2023-08-04,1927,10,284,89
2022-02-14,1282,6,384,23
2020-04-26,1049,5,373,33
2022-11-16,1256,10,43,79
2021-07-05,1356,5,160,98
2021-09-20,606,1,322,70
2021-08-21,1014,6,37,32
2020-06-20,862,6,236,93
2022-01-07,221,3,100,49
2023-05-23,297,4,168,86
2022-04-11,1227,4,271,37
2021-11-01,1011,6,293,40
2023-12-29,1972,8,62,63
2019-05-08,343,9,226,76
2023-06-20,593,9,345,75
2019-04-02,1229,5,227,66
2023-08-04,1985,8,340,26
2020-06-26,892,8,483,88
2021-04-25,77,10,466,92
2023-04-05,1574,4,264,84
2023-08-09,707,4,410,38
2021-09-15,2000,3,414,60
2020-03-22,1066,5,142,85
2020-01-25,1479,8,223,36
2020-11-02,1206,8,412,77
2019-02-12,757,9,264,87
2019-09-11,1219,1,299,66
2022-02-27,590,4,100,84
2021-12-19,1856,6,208,33
2020-10-24,2000,5,240,96
2020-04-11,388,4,443,35
2019-10-14,927,3,333,52
2021-10-07,637,2,38,24
2023-03-21,141,9,178,75
2023-01-30,1051,10,39,56
2021-02-16,1339,3,245,31
2019-12-11,1345,4,62,92
2020-10-03,448,1,133,84
2020-01-17,1817,1,37,56
2023-12-08,293,10,415,84
2020-11-20,1778,9,261,66
2022-06-30,1260,4,114,26
2021-12-15,715,10,309,42
2023-01-26,457,4,50,36
2020-04-01,892,6,116,61
2021-09-09,839,2,223,81
2019-03-24,654,6,496,73
2022-01-27,1630,7,97,63
2019-05-29,664,1,161,68
2022-09-14,765,8,331,50
2022-03-25,1091,6,392,62
2019-07-09,176,9,388,29
2023-02-26,510,4,336,68
2021-06-01,1639,2,219,31
2019-09-20,1115,9,369,56
2022-01-08,705,8,60,52
2020-02-04,1190,2,213,63
2021-02-02,602,8,389,52
2020-08-31,838,8,177,64
2022-07-07,1851,5,31,66
2023-12-01,1002,7,402,91
2023-06-27,1804,7,371,95
2023-04-25,1462,4,57,72
2021-02-23,51,6,47,46
2019-04-11,1702,10,108,78
2022-10-14,686,6,272,94
2022-11-04,1763,6,315,69
2021-03-30,266,9,137,93
2022-05-29,1545,2,206,39
2021-03-30,1111,10,49,75
2020-02-24,606,8,358,37
2019-05-04,1076,8,37,99
2020-02-26,1203,1,111,84
2022-06-08,1302,2,468,98
2023-09-10,1263,4,167,73
2021-12-22,585,5,130,24
2023-02-17,339,5,221,34
2023-07-10,1096,6,334,81
2023-09-23,374,7,346,57
2023-05-17,580,1,30,64
2021-02-06,517,7,271,80
2020-04-27,1875,6,27,71
2020-06-02,1262,5,428,79
2019-06-04,1490,6,359,43
2019-04-02,121,8,164,82
2021-09-08,1437,6,426,79
2023-03-30,1747,5,328,29
2020-03-30,1798,6,72,65
2023-10-31,837,9,459,87
2020-08-20,570,1,411,25
2023-07-27,43,3,326,92
2020-05-24,1528,3,315,63
2022-04-21,1221,9,319,97
2020-01-21,72,3,315,50
2023-05-17,91,6,98,54
2023-10-21,1573,9,35,54
2020-02-09,491,10,430,38
2019-09-03,1850,5,165,52
2021-01-11,749,10,192,78
2023-06-03,998,9,33,66
2020-10-22,383,9,149,90
2020-10-11,805,6,93,87
2023-02-03,1490,8,467,21
2022-12-17,1178,9,178,44
2021-06-19,170,9,199,53
2019-03-06,1296,8,300,72
2021-11-02,918,4,326,44
2019-08-01,1134,8,257,41
2019-08-30,151,2,441,56
2020-05-07,431,3,93,20
2022-05-21,451,9,395,51
2023-09-13,643,10,355,98
2019-12-04,780,4,489,67
2019-06-22,23,2,357,97
2020-11-02,367,3,282,26
2019-06-13,651,7,97,86
2020-04-09,820,9,421,85
2021-09-21,239,7,330,76
2020-05-11,434,8,403,55
2020-11-30,1977,3,477,93
2020-01-30,704,7,426,32
2020-12-03,1151,1,287,63
2019-11-04,942,6,217,81
2023-11-27,541,3,150,87
2019-07-02,633,2,40,66
2020-09-20,198,4,87,49
2023-12-23,1710,9,1,92
2020-05-24,1680,6,61,54
2023-09-28,482,9,232,70
2020-06-29,1203,8,223,72
2023-05-07,869,5,119,29
2020-09-15,523,8,52,62
2023-11-23,651,2,56,20
2020-08-16,959,8,47,21
2021-01-13,437,1,206,24
2022-06-04,1789,3,133,51
2023-11-04,857,7,399,58
2023-10-23,314,4,394,47
2022-12-30,19,7,108,90
2022-12-16,1184,1,301,70
2020-07-07,818,7,72,21
2019-01-21,122,3,56,94
2020-07-07,72,2,450,67
2020-02-01,1079,9,262,46
2020-09-16,460,2,307,67
2019-04-15,169,3,435,83
2019-07-11,1635,3,29,89
2019-01-17,582,4,54,68
2022-02-17,1173,7,149,28
2020-01-28,629,7,259,52
2020-02-29,26,9,4,42
2019-05-09,1272,10,405,89
2022-02-27,1921,8,323,79
2020-07-25,721,6,359,36
2023-05-03,1251,6,131,21
2019-01-29,1947,5,170,58
2022-01-25,1970,2,364,33
2021-10-30,1650,6,14,99
2019-08-30,1730,6,379,56
2019-08-20,1508,5,399,87
2021-02-27,1857,6,233,48
2022-07-31,1034,5,83,38
2020-12-15,1119,4,185,37
2021-01-28,121,3,457,50
2021-03-12,126,1,288,31
2021-02-14,549,4,94,51
2020-12-26,1093,9,229,87
2019-07-19,297,7,235,42
2021-08-02,686,7,255,77
2019-03-20,1525,7,448,32
2021-08-13,973,4,280,36
2021-05-05,1069,7,292,41
2022-04-11,635,2,17,92
2020-04-11,382,8,280,25
2020-08-03,1051,10,375,92
2022-12-10,705,8,398,85
2021-07-28,497,9,451,78
2020-03-24,852,5,34,81
2019-03-28,1160,10,323,27
2019-04-11,707,8,425,67
2021-10-28,1073,2,124,28
2021-04-24,1632,10,255,40
2022-05-08,1531,10,339,57
2023-03-09,121,8,11,95
2019-03-28,1785,10,93,60
2019-02-12,1241,9,360,22
2022-11-09,626,6,149,43
2023-07-03,526,6,419,47
2022-12-29,1598,4,417,80
2020-02-12,1067,8,474,74
2023-02-15,1947,7,408,61
2020-10-25,752,9,422,92
2021-11-06,96,1,459,23
2023-07-27,27,10,58,22
2019-05-28,836,8,459,94
2019-10-04,1919,8,212,92
2019-08-20,1266,9,433,81
2020-01-01,487,7,60,66
2022-06-05,1995,9,160,54
2023-08-02,240,10,390,81
2020-03-11,1328,8,146,80
2020-02-03,67,9,471,34
2022-05-19,1305,9,492,94
2022-11-15,1216,1,147,71
2020-05-13,1143,3,132,83
2020-06-23,1176,6,221,75
2020-07-16,1801,7,114,50
2023-02-23,1416,4,262,21
2020-03-17,231,10,403,90
2022-07-08,351,2,174,80
2021-02-11,761,4,208,76
2019-12-16,1595,6,244,28
2022-10-07,1553,4,97,71
2020-06-03,1195,10,134,29
2022-09-05,863,2,458,50
2019-05-18,1988,9,209,34
2023-04-23,1156,1,477,36
2023-07-05,357,10,339,46
2021-09-18,1672,7,63,73
2020-01-03,1066,9,321,80
2022-05-28,1329,3,262,33
2022-09-22,1030,6,90,91
2022-05-31,329,9,270,69
2023-07-30,1194,9,338,49
2023-11-27,1992,4,33,60
2019-12-26,1824,8,321,31
2021-07-09,911,8,411,73
2019-11-25,338,7,193,65
2021-08-19,1751,6,266,88
2020-04-07,1093,3,197,95
2021-08-03,882,4,439,89
2021-08-20,539,9,406,24
2023-05-04,737,10,493,37
2022-11-06,1858,7,9,44
2021-04-15,1531,8,480,77
2023-06-02,1770,6,210,75
2023-06-29,1510,1,202,47
2019-06-18,443,9,407,68
2019-08-05,924,3,443,84
2020-01-13,920,3,375,97
2019-04-29,51,9,91,57
2019-07-09,149,4,108,89
2021-02-05,1951,8,11,53
2020-01-05,1611,4,120,42
2023-12-07,1842,2,219,33
2019-05-29,1116,5,374,57
2023-08-27,368,3,4,97
2020-10-13,1960,4,274,64
2023-02-20,580,3,327,80
2021-02-08,1771,1,235,28
2020-01-09,1898,4,36,94
2021-02-19,656,9,27,95
2023-09-13,76,7,299,21
2019-06-09,1110,6,170,28
2019-12-17,227,10,196,69
2022-08-04,1387,9,327,64
2022-08-04,959,4,239,54
2021-06-10,1592,6,215,81
2022-06-03,592,3,119,97
2020-06-06,24,3,275,76
2020-06-05,1763,10,354,65
2021-02-21,28,10,133,88
2019-09-30,121,8,324,94
2021-07-24,1514,5,457,49
2022-11-26,1629,8,372,69
2019-07-02,853,9,219,34
2023-08-16,624,2,127,55
2020-05-02,890,7,267,58
2021-04-25,1369,2,116,79
2019-05-04,31,7,398,46
2021-09-11,1679,3,450,73
2023-07-08,1903,8,86,21
2021-02-28,1834,4,62,89
2020-02-18,1251,9,372,23
2023-10-15,870,4,499,66
2022-04-10,1274,2,419,67
2022-08-04,50,4,6,76
2022-12-29,726,5,256,84
2020-11-16,1916,8,327,77
2019-04-23,389,3,218,70
2021-06-06,944,9,432,66
2019-05-02,1805,9,149,96
2023-04-17,1312,10,307,89
2022-05-30,1731,3,350,53
2023-07-13,1790,8,42,56
2019-02-08,1615,6,294,99
2020-05-11,1015,6,202,74
2021-02-18,475,2,170,63
2022-06-10,756,8,437,98
2021-07-31,603,7,148,87
2023-04-03,926,2,116,62
2019-05-29,1030,4,14,95
2022-11-21,793,5,347,29
2021-10-18,412,9,165,85
2020-10-22,1982,10,378,35
2023-07-20,662,2,278,54
2019-10-29,1348,7,90,59
2022-10-15,1423,5,210,91
2019-08-26,1306,2,236,81
2020-10-08,191,10,335,53
2020-10-24,786,3,203,61
2019-08-24,585,5,306,23
2023-10-26,959,10,278,82
2019-07-22,1854,1,178,42
2019-09-13,500,7,454,30
2020-08-20,580,1,369,42
2020-10-23,816,6,247,80
2019-08-23,1458,6,45,88
2022-09-30,1087,1,248,71
2020-06-17,1477,7,237,80
2021-05-09,1517,8,245,24
2023-12-26,1670,3,93,36
2023-12-10,1466,10,316,53
2023-01-29,1331,1,399,35
2021-02-08,780,2,369,23
2020-06-24,1759,1,59,71
2019-08-01,943,9,415,39
2020-04-07,1150,4,168,67
2020-03-11,265,7,443,70
2019-10-10,7,5,404,64
2023-05-05,1437,9,253,99
2023-06-19,1230,9,451,68
2023-01-26,1203,6,6,75
2022-12-01,1492,5,474,22
2019-03-29,1520,10,234,61
2021-12-03,695,1,325,90
2020-04-05,992,4,275,61
2019-10-05,1467,5,171,48
2023-09-03,1976,9,299,36
2020-02-25,918,2,139,47
2023-09-21,1252,2,58,79
2022-10-08,748,3,461,66
2020-11-26,146,3,233,30
2020-05-29,1594,7,161,84
2020-12-03,1320,1,243,79
2023-07-12,241,2,299,80
2019-01-19,857,1,80,96
2019-01-23,287,9,295,62
2020-02-17,952,10,467,58
2021-11-19,1699,9,129,20
2019-04-18,26,3,188,28
2022-10-22,452,3,20,93
2022-07-28,106,1,139,28
2022-02-25,240,5,251,22
2022-06-06,1876,3,460,48
2022-02-08,1442,2,448,61
2019-05-16,332,3,465,62
2019-12-28,912,8,77,43
2022-04-24,1915,8,222,22
2023-08-07,1066,1,87,27
2023-05-27,645,2,139,64
2019-05-09,1853,1,307,45
2022-07-08,1580,8,216,70
2020-05-29,35,1,227,74
2020-03-24,876,6,13,52
2022-02-01,1371,10,401,54
2023-02-15,384,8,151,99
2022-06-01,1537,8,153,30
2021-05-23,1762,7,477,68
2023-02-23,811,8,444,98
2020-04-17,1312,8,195,44
2021-10-30,748,10,63,97
2022-11-29,1895,3,167,92
2019-10-29,959,2,156,29
2019-08-19,1057,4,145,64
2023-10-21,95,5,195,25
2021-07-11,1020,2,314,47
2021-12-25,205,8,122,32
2021-07-25,1645,8,96,96
2019-04-22,834,4,439,83
2021-11-02,30,5,485,49
2022-11-17,266,5,364,24
2020-05-14,23,5,65,90
2021-07-20,609,9,370,74
2020-08-20,39,9,267,71
2019-08-22,173,4,277,47
2020-08-24,760,1,445,43
2019-11-10,1915,8,409,96
2020-07-19,1437,1,141,68
2021-11-01,414,7,264,96
2019-07-28,1698,4,201,67
2021-11-03,692,1,262,50
2023-07-15,615,4,360,43
2022-12-12,209,7,430,90
2022-12-31,22,8,185,39
2022-11-01,5,2,275,21
2021-11-09,651,9,78,95
2020-08-09,214,5,439,77
2023-11-14,1696,8,426,73
2023-10-25,920,2,369,58
2021-10-11,907,2,353,38
2021-12-29,1163,4,443,89
2022-05-19,1681,4,179,92
2022-01-29,672,3,114,23
2020-11-28,1619,5,215,39
2019-05-12,667,2,193,22
2023-07-05,800,1,19,92
2022-11-05,317,4,396,81
2022-03-01,793,6,280,88
2021-11-09,576,6,120,87
2020-06-19,1728,2,35,38
2021-10-10,1180,6,2,35
2019-08-15,1448,4,46,41
2022-03-23,1524,10,139,99
2023-11-01,91,1,187,40
2023-02-01,1678,1,224,75
2021-04-01,1066,2,283,79
2021-05-20,761,4,74,53
2020-02-09,1319,8,80,88
2019-07-21,770,3,231,99
2019-02-07,1361,5,397,85
2021-07-30,1,3,30,32
2023-12-01,109,8,248,97
2019-07-07,928,4,196,40
2021-12-16,1149,8,110,79
2021-07-29,1088,8,193,87
2021-11-09,206,9,315,93
2019-09-30,1439,2,358,65
2022-02-16,1978,10,76,35
2020-08-05,850,7,19,74
2020-05-30,1268,10,10,30
2022-05-29,590,1,461,52
2020-06-09,623,4,361,69
2023-03-19,1678,4,131,71
2023-10-18,1240,4,179,94
2023-10-31,965,7,46,81
2019-12-02,1552,5,121,60
2020-11-28,965,5,450,30
2021-12-14,1590,3,138,26
2020-05-14,653,10,371,98
2021-06-18,1404,5,49,35
2021-02-04,1872,5,216,48
2020-06-19,79,8,406,24
2019-06-11,415,2,208,83
2023-08-21,1477,8,445,34
2020-08-16,1173,4,52,25
2019-06-08,639,9,350,68
2022-04-26,1694,8,141,70
2019-03-01,791,5,302,61
2021-07-03,1062,5,17,84
2022-09-04,1181,9,322,24
2019-07-30,333,5,108,92
2020-02-10,288,9,226,98
2020-10-25,1136,6,252,43
2022-02-06,1726,1,102,56
2022-01-04,1642,8,466,72
2020-06-25,1115,1,406,25
2022-08-30,1890,2,94,58
2021-09-24,1837,6,443,94
2022-02-14,1073,5,186,81
2021-07-15,161,2,343,79
2021-05-17,1540,6,49,60
2023-09-24,1426,7,188,97
2019-01-19,1734,3,144,29
2020-03-07,320,8,123,89
2023-09-05,924,4,53,26
2021-01-09,364,10,346,24
2022-10-05,1913,9,264,46
2019-07-02,1466,7,159,54
2019-04-23,475,3,461,74
2022-04-21,1023,5,277,36
2020-04-25,766,9,295,26
2022-03-15,602,9,333,80
2021-04-10,312,8,356,84
2023-07-10,1556,8,247,34
2022-02-10,589,9,307,77
2021-02-01,1244,5,461,68
2020-04-20,1698,9,155,94
2021-02-01,1521,6,427,71
2022-08-19,343,6,437,45
2021-08-28,906,10,359,62
2021-10-16,1651,6,224,72
2022-02-15,1118,7,303,75
2019-06-10,1942,9,21,97
2020-02-05,1157,3,359,96
2019-07-17,1525,6,228,87
2022-07-07,172,10,162,52
2020-10-21,626,5,300,33
2023-11-11,1033,4,283,96
2021-12-06,1835,8,484,36
2020-02-03,1796,3,66,58
2023-09-30,682,2,85,67
2023-05-02,1345,4,493,25
2019-03-19,1122,3,37,41
2019-05-04,1193,7,180,56
2019-03-16,1984,4,102,62
2019-05-17,311,10,86,64
2020-08-24,1754,9,5,84
2022-11-24,914,5,141,23
2021-04-16,1936,3,469,87
2023-03-09,1367,2,35,76
2020-05-14,430,6,467,53
2023-05-16,1956,6,306,49
2019-05-18,858,1,489,58
2019-02-19,1986,7,342,98
2023-11-30,1580,5,76,58
2021-08-30,1524,7,43,91
2023-07-01,1797,4,237,36
2023-07-07,285,5,44,31
2019-09-11,1662,7,370,25
2023-07-12,1284,6,456,48
2020-12-10,495,1,111,33
2020-07-16,355,1,424,20
2021-01-26,214,2,261,58
2022-12-20,817,3,109,25
2020-06-30,200,1,347,63
2022-08-18,1260,10,390,60
2021-07-10,853,2,210,51
2020-08-03,136,2,350,24
2022-10-04,1914,7,226,66
2019-02-18,948,6,348,36
2021-07-05,628,9,46,52
2022-01-02,1989,10,491,61
2020-12-04,917,5,416,42
2019-09-18,1691,3,362,89
2019-12-22,1446,1,21,69
2023-05-25,1925,1,66,48
2023-06-14,1365,2,240,83
2022-07-07,1853,3,204,23
2020-09-29,1928,10,103,26
2021-01-12,342,10,12,98
2022-08-11,1554,5,487,81
2021-10-06,388,7,487,78
2021-07-19,4,4,311,40
2020-10-02,677,10,76,35
2021-03-02,1663,6,11,89
2022-08-29,399,6,4,32
2020-09-03,1446,2,204,27
2021-03-19,411,6,438,80
2022-04-20,213,5,126,22
2020-11-16,560,6,331,65
2022-10-19,558,4,498,81
2019-07-07,558,1,329,42
2023-05-12,1072,9,252,27
2023-04-16,1211,3,14,39
2023-06-08,502,1,65,49
2023-08-15,1656,4,293,94
2021-09-11,644,7,207,73
2020-07-01,1995,4,224,39
2020-12-25,531,4,97,21
2021-07-14,953,9,54,36
2022-12-02,787,6,216,34
2021-05-25,475,9,438,84
2020-09-09,1768,2,302,88
2020-02-18,42,7,217,88
2022-09-27,604,7,239,91
2022-05-28,1285,8,103,87
2021-06-21,48,10,269,62
2019-06-12,1945,9,489,31
2022-05-28,1987,8,142,41
2019-09-27,1818,2,162,89
2020-09-23,1610,3,485,39
2021-06-24,728,2,158,34
2022-11-24,1470,1,417,27
2022-04-20,221,7,200,56
2023-06-30,1645,8,262,47
2023-10-19,1671,5,498,30
2019-07-24,940,10,293,89
2020-08-04,343,9,382,46
2023-04-29,1262,4,384,61
2021-04-20,155,1,214,94
2022-06-05,938,4,13,95
2023-09-16,841,5,280,27
2023-07-01,1080,8,116,78
2020-08-18,387,5,391,79
2019-09-07,894,10,423,81
2021-05-24,1933,9,261,38
2023-01-04,1734,6,334,62
2023-04-06,1339,8,498,79
2019-07-15,38,3,19,70
2020-11-20,1365,3,80,83
2023-03-23,851,9,95,85
2021-12-29,729,6,186,89
2020-09-30,231,4,133,67
2022-11-23,452,8,166,37
2020-11-02,1366,4,475,39
2023-11-19,1477,4,137,92
2022-05-11,257,7,136,86
2022-03-17,434,7,228,59
2023-02-04,209,8,161,37
2023-08-06,1225,10,204,31
2021-08-01,137,7,310,45
2019-07-18,1664,8,330,52
2022-12-20,565,8,74,25
2023-08-17,856,7,349,77
2020-05-06,1418,1,475,76
2021-06-14,1620,4,214,28
2019-05-22,721,3,188,29
2022-08-29,845,9,314,63
2019-06-14,1821,10,206,72
2019-11-10,36,8,365,46
2019-01-21,1239,9,116,71
2022-01-10,27,5,266,83
2023-05-24,1682,5,12,73
2022-02-28,18,10,317,32
2023-06-11,630,5,475,50
2023-10-20,1161,2,369,68
2021-09-10,579,7,70,94
2019-11-01,903,8,94,46
2020-01-06,1850,5,240,32
2021-05-02,975,8,362,65
2020-01-19,1054,6,21,70
2020-03-20,1097,4,37,62
2020-02-29,123,7,141,98
2019-06-10,957,8,261,38
2022-04-16,1001,9,237,48
2020-09-20,987,5,30,86
2023-09-28,1252,9,380,38
2021-06-13,338,8,50,32
2020-05-04,991,1,386,57
2021-10-13,273,8,400,54
2019-11-23,1782,8,19,52
2020-08-20,1461,7,134,64
2021-10-11,902,1,400,76
2019-10-16,39,6,313,68
2020-08-15,1945,2,489,85
2023-08-15,682,6,241,58
2023-05-16,426,2,473,66
2020-07-26,315,2,497,52
2022-10-09,614,7,116,69
2019-01-28,1830,10,154,85
2021-08-11,1533,1,12,52
2019-02-12,1951,5,487,68
2023-09-01,755,1,4,90
2020-02-27,157,9,64,29
2023-06-10,872,5,144,47
2019-06-26,777,5,164,63
2020-06-12,257,4,399,32
2023-06-22,2000,3,145,48
2021-08-23,1894,8,347,59
2023-02-26,855,7,258,28
2019-07-17,635,9,401,48
2020-09-01,456,6,424,23
2023-05-20,47,1,244,38
2021-04-21,1356,5,127,67
2021-05-02,10,5,221,86
2023-03-21,144,7,223,61
2023-03-18,1455,10,77,77
2019-01-22,1835,1,16,78
2022-02-09,1176,1,82,35
2021-12-16,487,6,316,79
2021-12-25,1160,6,174,86
2021-04-21,1611,9,327,36
2019-04-08,1897,3,67,83
2022-03-13,1050,5,407,52
2020-03-10,1031,5,348,90
2020-09-28,591,1,430,41
2023-08-30,1039,6,496,26
2022-01-14,1456,4,311,24
2020-08-10,899,6,382,32
2019-12-10,1424,8,330,29
2022-08-10,207,8,331,33
2020-07-24,1625,3,141,90
2023-08-01,1633,9,326,50
