Order_ID,Date,Product_ID,Customer_ID,Store_ID,Return_Date,Return_Quantity,Return_Reason
73990,2019-04-09,337,4062,16,2019-04-21,1,Defective
43459,2022-10-17,795,1433,86,2022-11-04,1,Defective
35942,2023-04-01,618,4547,96,2023-04-19,1,Wrong Item
11374,2022-01-15,1833,1757,57,2022-01-31,1,Changed Mind
2798,2020-07-18,557,2340,24,2020-08-16,1,Wrong Item
24114,2023-06-02,1707,307,90,2023-06-23,1,Changed Mind
69044,2020-11-17,844,4874,27,2020-11-18,1,Changed Mind
52979,2023-03-03,259,3384,52,2023-03-06,1,Changed Mind
10409,2019-11-28,620,4196,70,2019-12-19,1,Changed Mind
89556,2019-10-01,1235,2488,27,2019-10-09,1,Changed Mind
90464,2022-08-14,1668,2265,67,2022-09-08,1,Wrong Item
7317,2019-03-20,1298,4185,54,2019-04-02,1,Wrong Item
4546,2023-03-04,34,2114,3,2023-03-14,1,Wrong Item
54916,2022-01-26,1515,2550,14,2022-02-10,1,Defective
11505,2019-05-05,279,2485,69,2019-05-13,1,Defective
30850,2020-03-16,1505,1599,39,2020-04-07,1,Defective
59439,2023-10-23,848,4731,14,2023-11-05,1,Changed Mind
25522,2022-05-11,863,4795,44,2022-05-22,1,Changed Mind
19982,2022-01-29,1409,1382,14,2022-02-11,1,Wrong Item
64722,2021-06-25,1795,1366,35,2021-06-28,1,Changed Mind
78228,2023-09-19,1004,4705,91,2023-09-28,1,Wrong Item
97908,2020-04-03,489,3460,28,2020-04-14,1,Defective
47700,2020-12-25,1560,3092,78,2021-01-23,1,Defective
77636,2019-07-19,883,3006,68,2019-08-16,1,Changed Mind
24036,2021-09-26,672,2169,23,2021-09-28,1,Changed Mind
96252,2020-06-14,1736,4597,46,2020-07-08,1,Wrong Item
84914,2020-06-25,70,2527,50,2020-07-14,1,Wrong Item
33320,2021-04-21,1385,1756,90,2021-05-02,1,Changed Mind
18733,2022-08-01,1526,4855,95,2022-08-06,1,Wrong Item
72181,2022-10-24,1802,2368,96,2022-11-17,1,Wrong Item
63744,2020-11-15,1976,4649,6,2020-11-30,1,Defective
48528,2019-04-14,1042,1174,89,2019-05-04,1,Changed Mind
96309,2019-05-10,1346,2968,44,2019-06-03,1,Changed Mind
74498,2021-08-10,98,2405,40,2021-08-25,1,Defective
56599,2019-11-25,1038,932,67,2019-12-03,1,Wrong Item
96261,2022-01-23,902,2065,3,2022-02-16,1,Defective
82212,2023-08-14,592,778,2,2023-08-19,1,Defective
82020,2019-06-28,1002,214,13,2019-07-17,1,Wrong Item
30418,2021-12-25,1386,67,76,2022-01-01,1,Defective
6844,2020-04-26,943,4701,43,2020-05-14,1,Defective
9854,2023-07-27,798,3300,8,2023-08-06,1,Defective
46218,2020-12-14,92,1557,18,2020-12-16,1,Changed Mind
48404,2019-12-07,1724,1437,21,2019-12-25,1,Changed Mind
62855,2023-02-21,779,4815,89,2023-03-20,1,Changed Mind
39814,2021-01-30,816,927,17,2021-02-21,1,Wrong Item
91765,2022-07-10,257,1879,38,2022-07-28,1,Wrong Item
98805,2023-12-09,134,2810,8,2023-12-21,1,Wrong Item
23000,2021-12-23,1043,2960,36,2022-01-09,1,Changed Mind
82606,2023-04-03,1046,4950,29,2023-05-02,1,Wrong Item
84015,2022-08-02,536,3200,85,2022-08-27,1,Defective
28327,2019-01-07,1297,3368,42,2019-01-26,1,Defective
76915,2023-09-02,271,3562,79,2023-09-03,1,Defective
61653,2019-06-17,591,2390,9,2019-07-11,1,Defective
58992,2022-09-23,588,1152,76,2022-10-05,1,Wrong Item
20275,2022-11-27,930,1195,72,2022-11-29,1,Wrong Item
74018,2020-01-27,882,2966,20,2020-02-08,1,Defective
16130,2019-05-12,1524,558,7,2019-06-10,1,Changed Mind
42948,2022-09-08,270,3232,56,2022-09-22,1,Defective
56276,2020-08-08,912,2562,76,2020-08-17,1,Changed Mind
6314,2021-08-30,566,2212,30,2021-09-15,1,Defective
29392,2021-03-03,959,3316,76,2021-03-31,1,Defective
19527,2019-07-15,6,1964,16,2019-08-03,1,Defective
11862,2020-11-24,1386,4546,83,2020-12-13,1,Defective
47454,2022-04-20,1302,1711,73,2022-05-16,1,Changed Mind
29455,2022-07-13,1305,3621,31,2022-07-29,1,Defective
67927,2023-01-04,1639,2373,1,2023-02-02,1,Wrong Item
36926,2021-07-31,1112,2024,45,2021-08-20,1,Changed Mind
73826,2019-09-10,1267,3741,33,2019-09-24,1,Changed Mind
7202,2022-07-20,1582,4567,80,2022-08-04,1,Wrong Item
20173,2021-08-24,755,522,41,2021-09-09,1,Changed Mind
82039,2021-06-26,1488,1558,64,2021-07-06,1,Defective
81480,2022-09-21,155,1659,5,2022-10-06,1,Defective
42658,2023-04-27,1441,2465,12,2023-05-01,1,Defective
41456,2019-02-03,1917,86,8,2019-02-13,1,Defective
59251,2023-05-11,15,3906,33,2023-05-20,1,Changed Mind
70347,2019-05-18,1040,1612,38,2019-05-22,1,Defective
41649,2021-01-08,262,1410,15,2021-01-13,1,Wrong Item
88791,2020-02-17,80,3648,13,2020-02-20,1,Changed Mind
74053,2021-08-25,1037,1067,28,2021-08-30,1,Wrong Item
31079,2021-09-24,1027,316,72,2021-09-30,1,Changed Mind
58795,2020-02-13,556,4533,76,2020-02-26,1,Changed Mind
49036,2022-08-16,1835,1708,84,2022-09-05,1,Defective
96033,2019-10-13,431,1608,7,2019-10-20,1,Wrong Item
78823,2019-03-21,950,2885,74,2019-04-04,1,Changed Mind
90308,2022-06-12,260,220,4,2022-06-21,1,Defective
57769,2019-02-28,1288,511,14,2019-03-10,1,Changed Mind
55139,2022-10-09,79,1293,99,2022-10-22,1,Changed Mind
91691,2019-08-28,118,3384,5,2019-09-12,1,Defective
7337,2019-11-26,1540,4272,72,2019-12-05,1,Defective
25926,2022-11-26,574,2379,27,2022-12-09,1,Wrong Item
29414,2020-07-20,1409,2833,41,2020-07-22,1,Changed Mind
91855,2023-12-22,1682,613,83,2023-12-25,1,Changed Mind
52828,2019-07-12,537,2084,78,2019-07-18,1,Changed Mind
62998,2019-08-09,1790,585,34,2019-08-23,1,Changed Mind
67870,2019-01-10,1153,2064,25,2019-02-03,1,Wrong Item
34911,2023-03-13,1701,4481,68,2023-03-21,1,Defective
1550,2023-11-02,1409,3488,22,2023-11-27,1,Changed Mind
28304,2020-11-09,1005,4229,37,2020-11-26,1,Changed Mind
50012,2020-09-30,130,1026,14,2020-10-01,1,Wrong Item
19665,2019-06-08,1501,3930,33,2019-06-24,1,Changed Mind
65881,2021-03-13,1770,2805,22,2021-03-15,1,Wrong Item
66583,2020-02-19,549,4008,61,2020-02-26,1,Wrong Item
73016,2019-09-02,742,3976,3,2019-10-01,1,Defective
69026,2019-05-13,1651,3617,21,2019-06-09,1,Changed Mind
46017,2019-08-25,1916,1376,28,2019-09-08,1,Defective
789,2021-03-30,1210,4600,31,2021-04-06,1,Wrong Item
61729,2020-11-29,1557,4086,51,2020-12-08,1,Wrong Item
62976,2023-12-13,937,3285,62,2023-12-18,1,Wrong Item
38309,2021-12-10,1931,4344,5,2022-01-03,1,Defective
83564,2023-10-11,221,1458,93,2023-10-27,1,Defective
86111,2023-11-20,549,3567,32,2023-12-06,1,Changed Mind
65238,2021-06-01,1280,4023,63,2021-06-19,1,Changed Mind
9843,2023-08-06,28,2386,80,2023-08-30,1,Wrong Item
88064,2022-02-22,672,855,25,2022-03-04,1,Wrong Item
16099,2020-06-30,1632,1107,45,2020-07-06,1,Wrong Item
97293,2021-05-15,323,2952,44,2021-06-06,1,Defective
57504,2022-02-04,577,3165,61,2022-02-25,1,Defective
81968,2019-06-26,1793,1964,18,2019-07-01,1,Defective
36981,2019-04-19,1999,1552,20,2019-04-24,1,Defective
82774,2021-07-06,795,1241,98,2021-07-21,1,Wrong Item
89505,2019-04-29,1552,4855,84,2019-05-10,1,Defective
69220,2020-06-20,1110,553,16,2020-06-29,1,Changed Mind
41508,2019-11-24,1217,536,61,2019-12-16,1,Changed Mind
56406,2022-03-07,481,1743,17,2022-04-03,1,Defective
72156,2019-08-16,1801,4008,20,2019-09-06,1,Wrong Item
31410,2023-12-07,102,1620,76,2023-12-17,1,Defective
57968,2023-06-20,1154,888,36,2023-06-30,1,Defective
73338,2020-12-26,643,2387,20,2021-01-08,1,Changed Mind
46421,2022-11-26,1375,3275,65,2022-11-30,1,Wrong Item
53830,2023-04-05,404,1227,25,2023-04-27,1,Changed Mind
68923,2023-04-05,869,1255,40,2023-04-12,1,Changed Mind
2213,2019-10-15,1716,2949,69,2019-10-25,1,Changed Mind
52540,2021-02-05,346,3972,49,2021-02-12,1,Wrong Item
95696,2022-11-10,444,3924,54,2022-12-09,1,Wrong Item
4832,2022-05-28,747,578,58,2022-06-18,1,Wrong Item
93051,2021-03-14,785,168,44,2021-04-09,1,Defective
13774,2023-05-25,1826,2545,17,2023-06-13,1,Wrong Item
98296,2022-04-12,1013,2795,57,2022-04-30,1,Defective
37180,2019-10-18,411,2990,26,2019-10-24,1,Defective
96712,2020-05-21,1784,308,11,2020-06-15,1,Defective
57888,2021-06-09,498,514,16,2021-07-07,1,Wrong Item
19525,2023-04-17,325,396,49,2023-04-30,1,Defective
53278,2021-08-29,702,4144,35,2021-09-21,1,Wrong Item
62334,2021-04-10,1059,4515,27,2021-05-01,1,Defective
36961,2020-09-02,1648,2784,40,2020-09-14,1,Changed Mind
22123,2020-10-24,1839,4111,87,2020-11-15,1,Defective
75710,2020-12-07,218,2601,78,2020-12-18,1,Wrong Item
12967,2020-01-26,106,949,92,2020-02-03,1,Wrong Item
18167,2021-02-15,1119,1969,48,2021-03-10,1,Changed Mind
35481,2020-11-10,267,561,94,2020-11-23,1,Wrong Item
95853,2022-02-01,424,2085,63,2022-02-18,1,Wrong Item
43296,2022-12-27,743,4613,48,2022-12-30,1,Changed Mind
63284,2019-12-30,511,4429,77,2020-01-27,1,Changed Mind
30335,2021-05-14,1198,3790,54,2021-05-25,1,Wrong Item
71660,2020-04-26,58,431,7,2020-05-06,1,Changed Mind
65936,2023-03-30,267,4626,54,2023-04-06,1,Defective
3167,2019-10-05,552,4253,52,2019-10-07,1,Defective
68234,2020-09-22,794,3279,30,2020-10-05,1,Defective
43166,2022-11-05,1787,1225,7,2022-11-18,1,Wrong Item
68967,2022-09-14,1684,4578,30,2022-09-25,1,Defective
52294,2020-09-03,1866,2476,45,2020-09-07,1,Changed Mind
25012,2022-08-25,62,4217,14,2022-09-23,1,Wrong Item
97549,2021-03-22,1614,1234,8,2021-04-19,1,Wrong Item
46129,2020-03-18,1143,3392,58,2020-04-01,1,Wrong Item
39184,2019-09-22,61,3825,26,2019-10-19,1,Wrong Item
77745,2021-09-30,1701,480,6,2021-10-04,1,Wrong Item
75308,2019-01-03,1155,4684,34,2019-01-09,1,Defective
9846,2021-06-23,457,1121,24,2021-07-15,1,Wrong Item
39549,2020-03-07,169,4239,83,2020-03-29,1,Changed Mind
24935,2019-05-07,928,4688,88,2019-05-11,1,Defective
28602,2022-03-26,1766,4480,55,2022-04-09,1,Defective
19125,2019-09-15,1594,1244,42,2019-10-03,1,Defective
47494,2023-09-07,1316,3793,65,2023-09-14,1,Wrong Item
10982,2022-07-03,1958,4761,95,2022-07-11,1,Defective
12770,2020-12-12,1130,1446,9,2021-01-03,1,Wrong Item
89013,2021-10-14,383,2626,19,2021-10-31,1,Changed Mind
72812,2021-04-23,841,822,86,2021-05-02,1,Defective
50207,2022-06-13,18,3455,82,2022-06-14,1,Defective
80996,2020-01-20,1918,911,3,2020-02-13,1,Wrong Item
15836,2022-02-06,495,2784,64,2022-02-20,1,Changed Mind
20136,2023-10-16,1710,2993,73,2023-11-12,1,Defective
58396,2022-03-15,41,3586,15,2022-03-28,1,Defective
54926,2020-11-14,703,1770,42,2020-11-28,1,Defective
58699,2020-03-31,1933,289,4,2020-04-14,1,Changed Mind
81436,2022-09-27,721,4396,72,2022-10-21,1,Defective
69019,2020-09-09,1010,2923,2,2020-09-15,1,Defective
45758,2021-03-28,1486,2642,26,2021-04-03,1,Changed Mind
45146,2023-02-01,1834,1944,54,2023-02-21,1,Defective
98711,2021-08-12,1580,2491,75,2021-09-09,1,Defective
34861,2019-07-03,1395,3733,16,2019-07-29,1,Defective
88072,2019-02-03,14,1025,59,2019-02-22,1,Changed Mind
37476,2023-03-01,1173,3035,1,2023-03-27,1,Wrong Item
38250,2023-10-10,736,340,66,2023-10-19,1,Wrong Item
19309,2019-01-04,1226,396,63,2019-01-22,1,Changed Mind
4882,2021-03-07,779,1808,55,2021-04-01,1,Defective
65946,2019-10-07,202,760,32,2019-10-21,1,Changed Mind
93812,2022-12-18,1559,682,7,2022-12-19,1,Wrong Item
89480,2022-04-18,1853,7,24,2022-05-12,1,Changed Mind
76340,2023-11-09,956,1741,61,2023-11-22,1,Wrong Item
95984,2023-02-15,407,496,17,2023-03-08,1,Changed Mind
38092,2021-03-02,1744,2519,68,2021-03-09,1,Changed Mind
53142,2020-02-23,1070,1257,19,2020-03-05,1,Changed Mind
89727,2022-02-19,547,1357,79,2022-03-05,1,Changed Mind
45326,2023-04-21,113,1575,65,2023-05-06,1,Wrong Item
2437,2022-06-30,1002,2781,41,2022-07-15,1,Changed Mind
71941,2023-04-30,1538,3611,7,2023-05-04,1,Changed Mind
72938,2023-05-19,1180,4415,56,2023-06-09,1,Changed Mind
91839,2019-10-15,399,3883,76,2019-11-09,1,Defective
65187,2020-01-27,501,3470,95,2020-02-19,1,Wrong Item
49220,2021-05-27,491,1186,3,2021-06-06,1,Changed Mind
1575,2023-06-22,432,724,10,2023-07-10,1,Changed Mind
62393,2020-06-02,1187,3978,55,2020-06-03,1,Wrong Item
41135,2021-01-30,670,1838,26,2021-02-17,1,Changed Mind
92902,2021-06-18,1683,2173,63,2021-06-29,1,Wrong Item
8621,2022-03-19,725,2506,66,2022-04-04,1,Changed Mind
17196,2023-06-24,1168,4809,11,2023-07-05,1,Wrong Item
97372,2023-07-26,1492,2052,82,2023-08-09,1,Changed Mind
34790,2023-04-14,1596,3549,92,2023-05-04,1,Wrong Item
41444,2022-11-05,984,4716,8,2022-11-08,1,Wrong Item
67776,2022-04-27,1255,3954,34,2022-05-17,1,Changed Mind
58535,2019-04-21,440,3418,41,2019-05-19,1,Defective
46442,2022-02-24,1437,84,89,2022-02-28,1,Defective
69601,2023-12-16,1192,1799,58,2023-12-27,1,Defective
31797,2022-04-07,1485,942,51,2022-04-18,1,Defective
25024,2021-06-02,1735,915,76,2021-06-18,1,Changed Mind
60538,2022-08-04,170,3804,9,2022-08-10,1,Wrong Item
41655,2019-09-19,150,953,37,2019-10-01,1,Changed Mind
87402,2020-11-06,1007,753,50,2020-11-13,1,Defective
58914,2019-09-15,412,702,89,2019-10-07,1,Wrong Item
75271,2019-03-18,976,710,24,2019-03-20,1,Changed Mind
56620,2022-09-20,388,1457,63,2022-10-15,1,Defective
73815,2019-10-28,226,3289,69,2019-11-06,1,Changed Mind
5541,2021-01-26,1967,3018,1,2021-02-23,1,Wrong Item
30470,2020-06-15,1744,296,91,2020-06-19,1,Wrong Item
74274,2019-07-26,328,3273,72,2019-07-27,1,Defective
82500,2020-10-25,1041,913,87,2020-11-04,1,Defective
89777,2019-10-30,1577,1008,7,2019-11-13,1,Wrong Item
99506,2023-02-19,921,1504,36,2023-03-17,1,Changed Mind
74859,2021-07-13,1599,4027,72,2021-08-04,1,Wrong Item
71576,2023-07-08,107,2903,9,2023-07-22,1,Changed Mind
35742,2020-06-14,1820,1784,36,2020-07-01,1,Changed Mind
32427,2021-06-24,374,3284,98,2021-07-11,1,Changed Mind
85848,2020-04-28,1098,1844,49,2020-05-15,1,Changed Mind
63155,2019-08-25,394,4324,18,2019-09-15,1,Changed Mind
13507,2023-05-22,1877,3422,28,2023-06-02,1,Changed Mind
75618,2021-03-22,917,2066,79,2021-04-20,1,Changed Mind
93244,2023-01-04,575,1535,76,2023-01-22,1,Wrong Item
18064,2023-09-19,16,4177,1,2023-10-03,1,Defective
67725,2019-03-30,147,65,49,2019-04-21,1,Changed Mind
15866,2022-07-06,674,1134,57,2022-08-02,1,Changed Mind
6805,2021-06-06,643,3980,9,2021-06-18,1,Wrong Item
90355,2021-08-06,1449,3739,77,2021-08-26,1,Defective
51131,2019-07-31,25,4256,62,2019-08-19,1,Wrong Item
65190,2022-10-11,1796,1011,63,2022-11-08,1,Defective
70146,2023-04-02,1749,616,42,2023-04-21,1,Defective
9294,2020-06-19,1866,1820,96,2020-06-22,1,Wrong Item
86713,2020-02-03,411,1195,48,2020-02-25,1,Wrong Item
22916,2020-11-10,337,4953,4,2020-11-11,1,Changed Mind
30175,2022-07-23,1826,3747,15,2022-07-25,1,Wrong Item
87009,2021-07-07,1488,4121,30,2021-07-22,1,Defective
44419,2023-02-21,1500,2214,85,2023-03-15,1,Defective
19824,2023-07-22,1330,695,99,2023-08-01,1,Defective
25585,2020-08-02,529,3254,3,2020-08-29,1,Changed Mind
65542,2022-12-23,617,2671,19,2022-12-30,1,Changed Mind
60702,2022-07-09,1988,3186,12,2022-07-22,1,Changed Mind
40475,2021-08-04,4,921,50,2021-08-16,1,Defective
48741,2019-12-23,320,3899,20,2020-01-12,1,Wrong Item
54189,2023-10-02,1676,1291,26,2023-10-12,1,Changed Mind
87739,2023-11-22,1555,1116,56,2023-12-17,1,Changed Mind
71266,2020-02-09,300,3156,93,2020-02-27,1,Defective
78112,2021-03-01,1643,288,46,2021-03-03,1,Wrong Item
68718,2019-12-11,4,4810,48,2019-12-14,1,Defective
95066,2022-12-16,1720,3630,38,2022-12-31,1,Changed Mind
21796,2020-04-09,1391,723,13,2020-04-15,1,Changed Mind
65308,2021-06-11,1067,3216,11,2021-06-20,1,Defective
12525,2019-04-21,1159,1384,83,2019-04-24,1,Defective
21352,2023-12-03,1386,623,54,2023-12-23,1,Wrong Item
65771,2019-05-24,1771,4974,84,2019-06-22,1,Defective
22200,2022-02-13,1087,4778,1,2022-03-12,1,Defective
1748,2021-12-07,1273,146,70,2021-12-09,1,Wrong Item
77382,2023-11-29,290,2451,57,2023-12-22,1,Changed Mind
89962,2019-03-20,227,4630,43,2019-04-11,1,Changed Mind
33944,2022-10-31,319,1367,32,2022-11-01,1,Changed Mind
99926,2020-12-03,499,96,92,2020-12-24,1,Wrong Item
43769,2023-05-13,173,2155,83,2023-06-08,1,Wrong Item
22542,2023-08-18,1134,237,27,2023-09-13,1,Changed Mind
1957,2020-08-14,1922,128,82,2020-09-04,1,Wrong Item
6001,2019-02-04,105,4643,37,2019-03-03,1,Changed Mind
99269,2021-09-20,392,3159,87,2021-10-16,1,Changed Mind
42700,2020-01-24,1923,290,12,2020-02-14,1,Changed Mind
21974,2023-05-25,1595,4844,65,2023-06-13,1,Defective
54725,2019-02-15,1629,1785,52,2019-02-21,1,Defective
87127,2022-10-27,847,1062,57,2022-10-31,1,Changed Mind
78722,2023-03-20,720,4281,88,2023-04-14,1,Changed Mind
65834,2021-05-16,61,3043,42,2021-06-11,1,Changed Mind
9754,2019-12-27,1862,4007,65,2020-01-10,1,Defective
38671,2023-11-15,1798,3767,28,2023-12-14,1,Changed Mind
77677,2022-06-09,39,4528,86,2022-06-28,1,Changed Mind
68734,2020-01-10,1190,3385,57,2020-01-16,1,Defective
51074,2022-02-22,1813,4300,55,2022-03-15,1,Defective
17841,2019-07-21,1167,3735,40,2019-08-06,1,Defective
19003,2019-01-18,158,4828,20,2019-01-28,1,Defective
24495,2019-03-21,1309,4198,46,2019-04-15,1,Wrong Item
31452,2020-06-15,1635,976,56,2020-06-16,1,Changed Mind
15366,2022-01-06,283,4024,34,2022-01-22,1,Wrong Item
95343,2023-01-24,1277,1648,15,2023-01-31,1,Changed Mind
66323,2023-05-12,339,2126,21,2023-06-07,1,Defective
69946,2023-10-29,767,4798,92,2023-11-07,1,Wrong Item
88129,2023-02-22,446,1449,92,2023-02-24,1,Wrong Item
6484,2020-06-10,1279,1843,96,2020-07-06,1,Changed Mind
87672,2023-06-05,97,4099,56,2023-06-19,1,Wrong Item
47522,2019-04-09,515,630,69,2019-04-15,1,Wrong Item
57096,2020-12-27,414,50,24,2021-01-22,1,Changed Mind
3417,2021-03-16,1376,2092,66,2021-04-11,1,Changed Mind
28840,2020-06-24,1959,878,54,2020-07-20,1,Wrong Item
50248,2022-01-10,230,5,10,2022-01-28,1,Changed Mind
43854,2020-10-29,420,2273,83,2020-10-30,1,Changed Mind
29535,2022-02-22,1648,4472,99,2022-03-14,1,Changed Mind
53290,2021-02-22,1997,43,19,2021-03-10,1,Wrong Item
75663,2020-06-04,1602,4355,54,2020-07-01,1,Changed Mind
52302,2019-03-13,957,3559,10,2019-04-02,1,Defective
14645,2022-04-02,1821,3867,94,2022-04-08,1,Defective
98584,2021-04-27,1971,42,19,2021-05-05,1,Defective
46896,2020-01-26,1293,4147,95,2020-02-22,1,Changed Mind
70757,2023-04-17,1631,2173,56,2023-05-16,1,Changed Mind
68340,2023-12-28,296,156,8,2023-12-31,1,Wrong Item
75064,2019-06-16,898,2491,63,2019-07-07,1,Wrong Item
24463,2019-04-29,1065,4036,26,2019-05-15,1,Changed Mind
44702,2023-08-01,1755,753,46,2023-08-16,1,Defective
67252,2020-04-23,391,4786,37,2020-05-08,1,Changed Mind
51785,2022-04-07,1963,4842,75,2022-04-23,1,Defective
97611,2021-05-21,417,2691,67,2021-06-18,1,Changed Mind
16265,2019-09-20,825,4277,80,2019-10-08,1,Changed Mind
38194,2023-03-17,1480,3997,7,2023-03-18,1,Defective
90343,2019-08-09,88,4014,60,2019-09-06,1,Wrong Item
66054,2020-06-21,162,1022,54,2020-06-23,1,Wrong Item
17800,2021-08-17,1069,2294,14,2021-08-21,1,Wrong Item
12111,2019-08-31,1420,3979,64,2019-09-21,1,Defective
26638,2023-05-25,271,2913,40,2023-05-30,1,Defective
97891,2022-02-04,228,3747,68,2022-02-06,1,Defective
41762,2022-02-12,437,581,58,2022-02-18,1,Wrong Item
2528,2020-02-25,23,2103,94,2020-03-24,1,Changed Mind
41000,2021-04-18,1734,2680,40,2021-04-30,1,Defective
1571,2020-12-05,880,1215,60,2020-12-20,1,Changed Mind
55304,2022-03-24,1657,2346,90,2022-04-09,1,Wrong Item
29469,2021-09-27,1025,1716,4,2021-10-06,1,Defective
8778,2021-04-27,25,2587,58,2021-05-14,1,Defective
23516,2023-07-28,1436,3346,5,2023-07-31,1,Changed Mind
82480,2019-02-22,1234,3963,13,2019-03-03,1,Defective
31061,2019-09-26,369,4710,28,2019-10-19,1,Wrong Item
69985,2022-11-06,1415,538,20,2022-12-02,1,Wrong Item
51491,2021-02-14,1657,4902,38,2021-02-16,1,Changed Mind
5763,2022-07-04,328,4191,65,2022-08-02,1,Changed Mind
90990,2022-07-24,1817,3166,65,2022-08-16,1,Defective
10011,2022-12-22,1254,4833,60,2023-01-05,1,Wrong Item
20051,2019-12-26,1022,2763,35,2019-12-29,1,Changed Mind
94778,2022-11-04,1457,4588,25,2022-11-11,1,Wrong Item
74580,2023-08-18,933,4535,26,2023-09-09,1,Defective
1414,2023-05-20,1733,1799,86,2023-05-22,1,Wrong Item
88639,2023-01-22,1844,2481,82,2023-02-06,1,Defective
70701,2022-02-09,927,987,90,2022-03-07,1,Defective
60512,2023-02-03,1153,1423,72,2023-02-14,1,Defective
30765,2020-07-22,712,1652,24,2020-08-12,1,Changed Mind
58965,2019-10-13,692,1713,52,2019-11-10,1,Changed Mind
87550,2020-05-06,192,4063,4,2020-05-25,1,Wrong Item
56037,2019-06-30,1358,1328,44,2019-07-01,1,Wrong Item
72846,2022-05-12,912,1108,90,2022-05-25,1,Changed Mind
48542,2019-07-29,1775,4140,18,2019-08-13,1,Defective
14378,2021-04-25,644,668,62,2021-05-24,1,Defective
96461,2019-10-30,1558,1830,82,2019-11-10,1,Defective
28473,2021-02-23,1384,2112,71,2021-03-07,1,Defective
72121,2022-04-09,1882,2066,55,2022-04-24,1,Changed Mind
16368,2019-12-11,1240,4519,71,2020-01-08,1,Changed Mind
38349,2021-06-26,1667,2031,9,2021-07-25,1,Wrong Item
5534,2023-01-30,475,1620,29,2023-02-20,1,Defective
74545,2021-12-29,1659,3759,88,2022-01-21,1,Changed Mind
23466,2022-06-01,1266,2675,76,2022-06-26,1,Changed Mind
18094,2019-03-24,1417,4153,82,2019-04-03,1,Defective
45763,2022-06-14,841,4750,27,2022-06-23,1,Defective
65696,2019-08-12,1270,229,96,2019-09-07,1,Wrong Item
32933,2019-09-03,1996,4081,69,2019-09-11,1,Defective
47705,2021-04-30,531,3296,42,2021-05-10,1,Wrong Item
5767,2020-02-02,1884,535,9,2020-02-12,1,Changed Mind
14439,2022-10-24,411,479,29,2022-11-09,1,Defective
65242,2020-06-28,1077,3194,37,2020-07-19,1,Defective
7516,2020-07-25,1227,538,42,2020-08-10,1,Changed Mind
11778,2021-04-28,1979,4483,45,2021-05-03,1,Wrong Item
59391,2020-08-27,539,4844,61,2020-09-10,1,Changed Mind
2663,2021-07-24,301,1522,93,2021-08-11,1,Defective
70594,2023-07-27,1836,2498,70,2023-08-05,1,Changed Mind
93353,2022-11-10,1878,256,71,2022-12-04,1,Changed Mind
83045,2020-07-09,577,3497,12,2020-07-30,1,Changed Mind
21185,2019-07-31,1752,3244,96,2019-08-22,1,Changed Mind
83843,2020-08-24,1789,4951,18,2020-09-12,1,Changed Mind
30337,2019-03-25,1313,3238,55,2019-04-22,1,Changed Mind
91158,2023-01-17,1182,3981,8,2023-02-11,1,Wrong Item
40041,2020-01-07,194,1966,94,2020-02-03,1,Changed Mind
18553,2021-06-27,339,2614,53,2021-07-07,1,Defective
30579,2023-05-31,263,618,34,2023-06-12,1,Defective
56539,2019-03-08,740,74,37,2019-03-14,1,Wrong Item
25135,2021-09-10,1678,2688,88,2021-09-18,1,Defective
43601,2022-04-28,1901,4344,100,2022-05-15,1,Wrong Item
31403,2023-02-16,277,181,41,2023-03-14,1,Defective
41536,2019-12-20,201,2531,89,2019-12-30,1,Changed Mind
2545,2019-02-16,1680,44,84,2019-03-12,1,Wrong Item
82163,2019-09-27,671,1519,4,2019-10-26,1,Wrong Item
34718,2023-04-02,923,1260,56,2023-04-12,1,Changed Mind
22097,2020-01-29,233,1013,57,2020-02-04,1,Changed Mind
1166,2023-08-17,1295,1586,43,2023-09-10,1,Wrong Item
94932,2020-02-07,235,4642,54,2020-02-20,1,Defective
84936,2022-03-25,610,548,84,2022-04-03,1,Changed Mind
91488,2023-07-19,1746,2319,81,2023-08-06,1,Changed Mind
39521,2021-09-16,220,4800,83,2021-09-23,1,Defective
75760,2019-04-30,1205,2353,78,2019-05-23,1,Defective
22951,2020-01-20,390,3638,7,2020-02-05,1,Defective
64247,2022-12-03,1774,2495,37,2022-12-31,1,Wrong Item
64775,2019-08-16,599,1172,89,2019-09-13,1,Changed Mind
42069,2023-03-04,1141,902,45,2023-03-10,1,Wrong Item
18554,2020-03-25,1714,1584,1,2020-04-17,1,Defective
31463,2023-03-29,1660,4118,8,2023-04-16,1,Defective
93576,2019-04-16,1406,3648,1,2019-04-24,1,Wrong Item
27887,2020-10-03,1087,2454,17,2020-10-07,1,Changed Mind
34281,2020-05-15,717,2693,80,2020-06-08,1,Changed Mind
70626,2022-10-10,845,4310,20,2022-11-01,1,Defective
21757,2023-10-12,1063,974,39,2023-10-24,1,Wrong Item
61804,2020-06-20,762,1575,77,2020-07-17,1,Wrong Item
93629,2020-05-18,215,4900,84,2020-06-03,1,Defective
80446,2022-07-12,1664,3548,42,2022-07-28,1,Changed Mind
52178,2020-07-09,1544,4204,75,2020-07-14,1,Wrong Item
44521,2021-03-25,1559,2125,30,2021-04-04,1,Wrong Item
72533,2020-05-14,1981,1813,94,2020-05-16,1,Defective
