Order_ID,Date,Product_ID,Customer_ID,Store_ID,Quantity,Discount_Pct
14019,2021-11-01,1251,3138,62,2,0.0
14020,2021-10-31,124,3401,53,5,0.0
14021,2019-06-12,220,2753,28,1,0.0
14022,2022-07-30,703,2389,82,6,0.05
14023,2023-10-19,235,3483,83,2,0.1
14024,2021-05-21,829,2295,47,2,0.05
14025,2021-04-14,1514,1908,17,4,0.0
14026,2022-06-18,846,2156,99,7,0.05
14027,2021-05-06,901,3217,98,2,0.05
14028,2021-12-04,194,383,23,7,0.05
14029,2021-08-27,1581,3192,93,1,0.05
14030,2020-08-15,1330,3895,75,8,0.0
14031,2019-09-12,1112,3807,44,8,0.0
14032,2019-03-08,131,2650,6,6,0.0
14033,2021-07-06,1047,3908,2,6,0.0
14034,2020-09-05,395,2827,34,2,0.0
14035,2021-08-31,806,4983,26,1,0.0
14036,2020-08-25,1464,2147,54,5,0.05
14037,2021-12-01,1955,3151,83,2,0.0
14038,2023-12-17,961,2976,37,9,0.0
14039,2023-12-15,262,2669,85,3,0.05
14040,2020-01-19,1350,2808,25,7,0.0
14041,2023-06-01,1704,1350,59,8,0.0
14042,2022-06-11,767,343,54,4,0.0
14043,2021-08-23,1059,664,75,8,0.0
14044,2023-10-04,397,974,5,8,0.0
14045,2020-04-29,1561,1619,49,9,0.0
14046,2023-10-23,1750,1265,29,4,0.05
14047,2023-12-03,1617,3226,45,4,0.0
14048,2019-02-08,1998,1131,6,4,0.0
14049,2019-01-11,1347,3487,69,1,0.0
14050,2020-09-15,580,2843,27,7,0.05
14051,2020-02-13,867,1909,81,9,0.0
14052,2019-04-18,886,3859,85,1,0.0
14053,2022-01-22,1967,3868,46,4,0.0
14054,2019-03-25,1847,875,53,4,0.05
14055,2019-02-27,1756,3830,47,4,0.05
14056,2022-08-09,683,1080,26,7,0.0
14057,2021-11-05,514,3246,21,8,0.0
14058,2021-09-17,1069,1422,4,9,0.0
14059,2023-02-09,1712,3177,40,7,0.0
14060,2021-04-17,1086,4934,42,1,0.0
14061,2020-08-27,934,2685,36,3,0.05
14062,2021-08-26,1583,903,88,7,0.0
14063,2019-06-14,516,1488,87,4,0.0
14064,2020-03-12,700,249,90,4,0.2
14065,2020-12-27,1775,4771,31,4,0.0
14066,2023-08-07,49,4603,21,4,0.0
14067,2023-12-15,1100,4511,36,7,0.0
14068,2020-02-07,546,4936,67,7,0.0
14069,2022-11-10,997,2922,43,9,0.2
14070,2022-03-07,812,4910,72,5,0.0
14071,2020-12-16,1769,3153,27,9,0.05
14072,2021-03-24,1886,4663,30,3,0.0
14073,2020-12-22,1877,2043,13,1,0.05
14074,2020-06-14,1080,1317,87,5,0.1
14075,2019-10-20,1322,1307,23,9,0.0
14076,2023-02-07,1842,2688,16,1,0.0
14077,2021-10-19,197,2588,45,5,0.0
14078,2020-04-06,1313,4334,76,2,0.2
14079,2022-10-28,1250,514,42,2,0.05
14080,2022-03-31,1248,2488,91,8,0.0
14081,2020-10-03,1883,2328,75,1,0.0
14082,2019-02-13,1603,4847,26,7,0.2
14083,2022-01-11,360,2107,4,2,0.0
14084,2021-06-10,1004,1794,53,5,0.0
14085,2020-09-27,1578,1372,92,1,0.0
14086,2020-06-22,1779,2341,79,9,0.0
14087,2021-05-11,1068,1184,6,4,0.1
14088,2020-06-02,1988,2887,96,8,0.05
14089,2022-12-05,1636,1087,85,3,0.05
14090,2022-09-26,441,2941,63,1,0.0
14091,2020-12-11,36,4234,69,1,0.1
14092,2023-07-06,1449,3891,28,7,0.2
14093,2019-03-30,635,252,99,5,0.0
14094,2023-07-22,1720,3844,1,1,0.0
14095,2022-06-07,372,2515,52,8,0.05
14096,2021-11-07,515,2271,38,3,0.0
14097,2023-12-30,370,3039,65,7,0.05
14098,2020-11-03,568,4439,8,5,0.1
14099,2021-05-13,1464,3088,33,8,0.0
14100,2021-06-08,1985,2616,18,9,0.0
14101,2022-07-28,1831,4733,84,4,0.0
14102,2020-02-26,1704,2518,61,7,0.0
14103,2023-08-29,1319,9,86,3,0.0
14104,2023-12-01,923,378,87,7,0.0
14105,2021-05-25,620,690,71,7,0.0
14106,2020-12-02,67,1025,20,9,0.0
14107,2019-12-04,868,2094,5,5,0.05
14108,2019-09-23,1765,1671,96,6,0.05
14109,2021-03-13,606,4910,64,6,0.0
14110,2022-10-10,1345,1426,59,3,0.0
14111,2019-12-26,1994,3398,31,4,0.0
14112,2021-10-10,1539,1688,82,4,0.0
14113,2023-12-20,1407,40,20,9,0.05
14114,2019-08-05,742,1223,1,2,0.0
14115,2019-11-17,1155,2291,94,2,0.0
14116,2021-04-29,37,41,11,2,0.0
14117,2020-12-19,1012,3737,48,6,0.0
14118,2023-08-16,1890,2535,6,4,0.0
14119,2021-09-18,404,4997,47,8,0.0
14120,2023-09-13,1419,152,83,9,0.0
14121,2022-05-20,851,4637,59,1,0.0
14122,2023-12-14,1755,3229,74,8,0.0
14123,2021-08-10,1688,3710,71,6,0.05
14124,2022-05-11,1222,2060,22,7,0.0
14125,2020-12-17,65,4616,34,6,0.0
14126,2021-09-11,1145,947,64,5,0.0
14127,2021-06-14,339,1071,80,9,0.0
14128,2022-03-22,1396,1154,81,3,0.0
14129,2023-09-02,1658,4214,32,5,0.0
14130,2022-12-23,1354,2866,1,5,0.0
14131,2023-11-12,1184,3615,59,8,0.05
14132,2019-10-14,1726,2353,42,9,0.05
14133,2021-01-26,1975,3793,65,9,0.0
14134,2022-09-06,496,85,93,6,0.0
14135,2022-12-30,1637,2166,42,8,0.1
14136,2023-06-04,1828,1526,31,6,0.0
14137,2020-05-10,578,2179,92,2,0.05
14138,2023-06-16,421,67,84,2,0.0
14139,2022-03-18,1806,3865,23,8,0.1
14140,2020-06-25,1070,552,35,9,0.0
14141,2020-09-26,1741,3587,65,1,0.0
14142,2023-02-14,1464,4874,38,6,0.0
14143,2022-09-11,1330,3318,89,4,0.0
14144,2021-07-27,1853,1505,21,6,0.0
14145,2021-11-18,382,638,77,3,0.0
14146,2022-07-06,1425,3606,62,6,0.0
14147,2020-11-28,1563,1681,36,3,0.05
14148,2019-03-16,894,4265,40,4,0.0
14149,2023-04-30,310,308,73,3,0.0
14150,2023-05-24,1565,2692,53,5,0.0
14151,2020-05-12,269,2194,76,6,0.0
14152,2022-12-10,1457,2000,77,7,0.0
14153,2020-12-22,1049,4172,61,3,0.0
14154,2023-11-10,1368,1570,56,1,0.0
14155,2022-09-25,1124,325,99,6,0.0
14156,2019-11-04,407,4673,47,6,0.0
14157,2020-12-04,282,4226,43,7,0.0
14158,2021-06-02,560,1581,61,4,0.0
14159,2023-06-27,1700,1251,9,9,0.0
14160,2022-06-18,390,4104,48,4,0.2
14161,2019-09-10,720,563,98,7,0.1
14162,2021-07-24,1098,952,3,2,0.05
14163,2022-05-28,1447,2520,63,4,0.0
14164,2020-02-01,57,101,89,5,0.0
14165,2021-09-12,91,2558,49,9,0.05
14166,2022-09-21,194,3350,25,4,0.05
14167,2023-10-19,394,3906,41,3,0.0
14168,2023-10-04,1520,2573,60,1,0.2
14169,2021-11-18,200,2825,47,2,0.0
14170,2020-05-08,9,4503,59,3,0.0
14171,2021-08-16,1869,281,81,5,0.0
14172,2023-10-14,1268,982,1,1,0.0
14173,2023-03-06,584,3247,67,6,0.05
14174,2022-03-23,1819,3131,67,1,0.1
14175,2021-09-18,46,1122,57,6,0.0
14176,2022-06-08,831,724,16,1,0.0
14177,2019-04-12,1962,2345,45,9,0.1
14178,2021-04-06,1237,2472,90,7,0.0
14179,2019-06-26,1321,3100,61,7,0.0
14180,2023-09-13,418,1022,62,2,0.0
14181,2021-09-10,861,4649,78,1,0.0
14182,2021-07-15,158,3663,6,8,0.05
14183,2019-08-20,1708,585,51,4,0.0
14184,2019-01-12,464,1030,24,2,0.0
14185,2022-04-24,1281,918,92,7,0.05
14186,2021-01-30,941,2534,61,2,0.0
14187,2021-07-20,1583,2784,18,8,0.0
14188,2019-09-23,1757,1792,39,5,0.1
14189,2022-03-04,234,3611,37,8,0.1
14190,2021-01-26,1182,2959,15,9,0.0
14191,2021-11-20,1430,3169,44,8,0.0
14192,2020-03-31,15,2748,93,2,0.0
14193,2019-09-16,596,3831,60,4,0.0
14194,2022-02-01,1702,3826,70,5,0.0
14195,2020-03-06,1047,4716,88,4,0.0
14196,2022-11-06,927,1761,8,7,0.05
14197,2020-04-13,697,1487,47,4,0.0
14198,2023-03-17,1233,3512,78,3,0.05
14199,2022-05-15,35,703,86,3,0.0
14200,2020-10-08,1730,356,2,6,0.0
14201,2020-03-22,1263,4366,79,6,0.1
14202,2021-02-21,181,2781,26,2,0.05
14203,2022-01-17,31,4871,38,6,0.0
14204,2019-07-14,410,259,5,7,0.0
14205,2022-12-08,1823,4789,68,6,0.1
14206,2022-02-19,1224,2047,55,2,0.0
14207,2020-04-06,2000,1945,49,8,0.0
14208,2022-02-13,1932,32,47,8,0.0
14209,2019-07-15,181,506,90,3,0.1
14210,2019-02-05,1720,365,10,4,0.05
14211,2019-03-08,1619,4919,63,8,0.0
14212,2020-10-06,1470,4368,83,8,0.0
14213,2022-07-28,556,1996,32,9,0.0
14214,2023-02-11,1082,3272,56,6,0.0
14215,2021-10-31,1485,554,22,8,0.0
14216,2023-10-20,961,1666,16,3,0.05
14217,2019-11-18,653,1542,34,1,0.0
14218,2023-08-19,1341,2660,8,7,0.0
14219,2019-08-28,580,3354,65,5,0.0
14220,2021-10-13,1203,3396,48,1,0.1
14221,2021-12-19,1149,298,29,3,0.1
14222,2020-10-11,702,4914,95,6,0.0
14223,2020-07-15,944,1954,37,8,0.0
14224,2023-08-30,1375,1145,99,3,0.0
14225,2019-06-14,1215,3135,87,2,0.0
14226,2021-04-10,72,1540,2,9,0.1
14227,2019-07-08,1499,2536,10,6,0.0
14228,2023-02-19,1352,1818,1,9,0.0
14229,2019-04-02,1912,1865,75,4,0.0
14230,2019-10-16,1843,199,98,7,0.1
14231,2023-03-13,1944,3025,26,6,0.1
14232,2022-01-03,86,1090,31,8,0.0
14233,2023-04-30,1192,1474,6,1,0.0
14234,2022-12-22,669,284,36,3,0.0
14235,2022-11-09,329,483,68,4,0.0
14236,2021-12-12,657,467,93,4,0.0
14237,2019-06-24,1025,3607,30,8,0.05
14238,2023-08-24,1900,900,88,1,0.0
14239,2023-05-22,96,218,14,3,0.0
14240,2020-04-18,1236,1451,51,3,0.05
14241,2022-10-16,1025,2146,77,8,0.05
14242,2019-09-27,921,4897,92,2,0.0
14243,2020-02-11,681,2247,29,3,0.0
14244,2022-02-21,731,552,15,9,0.0
14245,2020-11-24,663,949,6,4,0.0
14246,2020-01-11,274,1827,42,9,0.05
14247,2022-11-16,756,2896,70,4,0.2
14248,2019-07-01,95,4667,66,7,0.0
14249,2019-02-05,668,1202,41,6,0.0
14250,2022-05-20,1396,448,50,9,0.0
14251,2019-05-14,1514,2024,23,1,0.0
14252,2021-05-14,85,4960,28,8,0.0
14253,2021-07-12,652,2648,28,1,0.0
14254,2020-11-20,1765,4756,66,1,0.0
14255,2023-08-29,600,2599,61,9,0.05
14256,2020-05-05,499,4726,37,1,0.2
14257,2021-04-20,999,4291,3,7,0.0
14258,2021-09-14,1585,2120,69,7,0.0
14259,2023-01-01,1505,226,76,1,0.0
14260,2021-04-18,1267,3598,32,2,0.0
14261,2021-12-05,977,1429,99,4,0.05
14262,2020-10-29,507,4250,69,6,0.0
14263,2022-11-25,1633,3923,73,5,0.0
14264,2023-02-20,16,3281,44,2,0.0
14265,2021-10-16,883,4000,39,7,0.1
14266,2020-03-07,1792,3,29,9,0.0
14267,2022-12-22,155,4172,89,6,0.0
14268,2021-01-17,1513,828,59,1,0.0
14269,2021-04-07,181,717,79,6,0.1
14270,2023-05-15,860,3353,19,1,0.0
14271,2020-05-31,164,4830,66,3,0.0
14272,2020-04-06,1415,3917,17,1,0.0
14273,2021-08-23,290,4576,71,4,0.05
14274,2019-06-30,1910,2224,30,4,0.0
14275,2019-05-25,1402,4676,29,6,0.05
14276,2022-07-12,833,4144,83,7,0.0
14277,2021-01-04,516,2804,1,4,0.0
14278,2020-02-10,1142,742,98,5,0.0
14279,2021-03-23,1050,2421,46,5,0.1
14280,2021-08-26,148,1098,26,4,0.1
14281,2021-08-12,887,957,93,1,0.2
14282,2020-04-28,435,3252,95,4,0.0
14283,2020-04-26,717,2132,8,4,0.0
14284,2022-06-14,1123,2039,84,4,0.0
14285,2023-03-29,650,4456,6,8,0.0
14286,2019-12-05,776,1412,65,7,0.05
14287,2019-09-25,914,2497,14,5,0.0
14288,2019-09-23,1024,1859,29,1,0.1
14289,2020-06-11,1169,4565,89,8,0.1
14290,2022-01-20,1093,2728,20,7,0.0
14291,2022-06-25,286,2955,16,5,0.0
14292,2021-11-08,1631,354,83,6,0.0
14293,2021-05-21,935,3685,66,9,0.0
14294,2022-11-14,61,3270,91,9,0.0
14295,2022-11-12,1396,3860,80,8,0.0
14296,2021-07-14,1048,276,15,2,0.0
14297,2023-06-27,1617,4710,62,2,0.0
14298,2022-01-23,245,3696,60,1,0.0
14299,2020-03-05,1250,930,66,4,0.0
14300,2021-03-05,619,7,24,3,0.0
14301,2021-07-29,35,304,80,7,0.05
14302,2023-10-15,1999,29,41,7,0.1
14303,2021-11-26,1142,47,6,8,0.0
14304,2022-11-17,1213,2,12,7,0.0
14305,2023-05-16,459,3921,30,6,0.0
14306,2022-08-07,1890,183,45,3,0.0
14307,2019-10-30,840,2965,76,5,0.0
14308,2023-11-15,783,3833,28,9,0.0
14309,2020-02-05,292,1833,64,2,0.0
14310,2021-04-02,1146,3250,5,3,0.05
14311,2019-12-10,311,2202,27,4,0.0
14312,2021-05-12,1701,2612,11,8,0.1
14313,2020-06-01,574,1583,84,9,0.05
14314,2022-11-01,832,2802,51,9,0.0
14315,2019-06-14,1959,3783,97,4,0.1
14316,2021-11-02,218,3991,47,7,0.05
14317,2019-01-25,354,681,2,1,0.0
14318,2023-10-26,715,741,75,5,0.0
14319,2022-02-20,1014,392,66,3,0.0
14320,2019-05-09,780,639,92,8,0.0
14321,2021-03-27,328,4813,40,5,0.0
14322,2023-07-16,1774,1615,71,7,0.0
14323,2023-04-20,1160,1400,49,8,0.0
14324,2021-10-14,809,3417,82,5,0.0
14325,2020-08-17,69,1621,75,8,0.1
14326,2022-08-25,1133,1948,38,6,0.05
14327,2020-03-11,970,583,92,7,0.1
14328,2019-07-01,771,1203,75,4,0.0
14329,2023-05-31,555,4478,33,2,0.05
14330,2020-09-07,421,1705,60,6,0.05
14331,2021-01-13,598,2203,7,2,0.0
14332,2019-02-12,1465,4062,84,7,0.0
14333,2020-02-08,1305,4336,73,2,0.0
14334,2020-08-27,516,3215,92,5,0.0
14335,2020-10-17,954,4086,95,8,0.0
14336,2023-11-25,1573,2160,40,1,0.0
14337,2023-06-02,1160,3332,65,7,0.05
14338,2019-09-20,478,2212,76,3,0.0
14339,2019-03-11,9,3524,63,7,0.0
14340,2020-10-22,1615,3644,78,8,0.1
14341,2022-08-08,1921,11,13,5,0.2
14342,2022-05-22,1267,981,40,3,0.0
14343,2021-05-21,364,3675,69,6,0.0
14344,2021-04-01,1933,3828,47,7,0.0
14345,2019-05-27,452,3451,60,1,0.05
14346,2019-01-25,784,989,21,4,0.0
14347,2022-09-08,505,2989,8,4,0.0
14348,2022-02-06,1708,1777,88,3,0.0
14349,2020-11-23,751,1894,99,3,0.1
14350,2019-09-08,1089,2478,72,4,0.0
14351,2020-04-26,1038,4227,67,6,0.05
14352,2020-12-15,731,3900,73,5,0.0
14353,2021-03-26,126,3233,62,6,0.05
14354,2020-11-12,1562,2119,57,7,0.2
14355,2019-06-24,879,4716,70,6,0.0
14356,2022-10-02,1440,3944,60,4,0.0
14357,2022-04-08,1000,3968,96,2,0.0
14358,2019-01-02,1277,1147,5,4,0.0
14359,2023-07-28,1410,3599,48,6,0.0
14360,2020-09-30,784,4288,25,4,0.0
14361,2023-05-01,1244,2762,1,8,0.0
14362,2020-12-06,1457,2286,39,1,0.0
14363,2019-12-28,858,4624,83,7,0.0
14364,2023-10-11,203,4280,17,6,0.05
14365,2022-08-12,1559,3212,17,4,0.1
14366,2020-07-23,606,4441,51,1,0.2
14367,2020-08-12,500,846,53,6,0.0
14368,2019-07-21,1340,136,75,2,0.0
14369,2021-10-01,223,90,29,3,0.0
14370,2022-08-05,1986,4796,69,6,0.0
14371,2021-12-21,1684,3543,69,5,0.05
14372,2023-03-06,1501,2638,74,3,0.0
14373,2023-12-09,1354,4922,88,5,0.0
14374,2019-05-06,1938,4326,96,5,0.0
14375,2021-09-18,1918,4207,82,3,0.0
14376,2019-02-18,1083,380,26,9,0.0
14377,2023-06-12,159,1887,28,7,0.0
14378,2021-04-25,644,668,62,5,0.0
14379,2023-12-02,256,2542,15,3,0.2
14380,2019-06-28,923,3167,43,2,0.2
14381,2023-05-24,1404,2112,97,9,0.05
14382,2020-05-07,530,464,71,8,0.0
14383,2022-12-27,1727,4253,31,6,0.0
14384,2020-07-25,1388,1517,96,7,0.0
14385,2019-10-29,223,1159,15,6,0.0
14386,2021-08-21,1479,4780,92,5,0.0
14387,2023-11-20,531,365,61,3,0.05
14388,2021-09-16,1959,4650,62,2,0.05
14389,2022-04-07,322,4966,23,4,0.0
14390,2021-09-03,1870,2684,52,7,0.05
14391,2019-09-26,1892,3700,28,9,0.0
14392,2022-10-19,875,3218,92,9,0.0
14393,2020-09-15,1655,4141,29,5,0.0
14394,2019-04-10,1326,2842,72,1,0.0
14395,2019-08-03,220,2573,49,7,0.0
14396,2020-09-16,166,292,48,9,0.05
14397,2019-04-07,1987,2539,61,1,0.0
14398,2021-03-29,157,4162,1,2,0.0
14399,2020-09-21,1784,1569,69,6,0.1
14400,2020-07-01,1371,924,56,6,0.05
14401,2019-12-03,953,763,2,9,0.0
14402,2019-12-25,255,2390,71,6,0.05
14403,2022-08-06,688,1943,39,6,0.05
14404,2022-11-20,1972,3429,86,3,0.0
14405,2021-03-26,1712,1964,75,6,0.0
14406,2019-12-26,1017,1845,81,7,0.0
14407,2021-10-11,189,3272,64,4,0.0
14408,2019-12-13,451,1631,23,2,0.0
14409,2022-02-21,1200,4561,59,8,0.0
14410,2020-07-05,1106,3223,93,6,0.1
14411,2023-08-04,1800,3815,98,6,0.2
14412,2020-06-21,842,412,58,3,0.0
14413,2020-10-15,1750,1414,58,2,0.05
14414,2020-02-26,88,2081,53,5,0.2
14415,2019-12-02,1347,4437,63,7,0.0
14416,2023-03-07,1405,2378,32,2,0.05
14417,2019-02-26,1806,2920,82,7,0.0
14418,2023-08-13,1792,324,89,2,0.05
14419,2021-10-13,1583,1673,97,3,0.1
14420,2021-06-30,1048,1246,71,5,0.1
14421,2020-12-17,1371,2076,85,5,0.05
14422,2022-01-04,1470,2890,3,2,0.0
14423,2023-01-29,1466,3539,90,1,0.0
14424,2019-10-12,1786,353,12,9,0.0
14425,2020-12-22,418,1177,36,4,0.1
14426,2020-01-21,799,3605,8,9,0.0
14427,2021-08-07,1584,4624,57,5,0.0
14428,2021-02-08,475,3375,62,2,0.1
14429,2022-07-06,45,4261,81,9,0.0
14430,2023-02-09,157,4491,44,9,0.05
14431,2023-09-16,119,4052,88,6,0.0
14432,2021-04-19,925,2038,73,1,0.0
14433,2019-01-11,1519,319,4,2,0.0
14434,2021-08-29,622,3772,80,5,0.0
14435,2020-11-02,1215,3753,20,5,0.0
14436,2019-09-17,1584,1544,6,6,0.05
14437,2020-01-28,1420,2365,90,5,0.0
14438,2020-08-22,1486,4896,21,8,0.0
14439,2022-10-24,411,479,29,8,0.0
14440,2022-04-22,943,4483,63,9,0.2
14441,2021-11-05,1218,3541,2,7,0.05
14442,2021-01-25,37,2501,98,4,0.0
14443,2023-03-10,1787,4120,24,2,0.0
14444,2022-01-14,126,3826,84,4,0.1
14445,2020-12-11,45,1997,81,3,0.1
14446,2021-10-30,1209,3224,81,9,0.05
14447,2020-04-21,1042,2896,4,8,0.1
14448,2022-04-02,1535,1259,38,8,0.2
14449,2019-01-24,1549,1836,93,7,0.2
14450,2023-05-19,1353,4589,27,5,0.0
14451,2019-11-08,1821,3801,19,2,0.0
14452,2022-06-15,312,911,85,1,0.0
14453,2020-04-06,1226,2218,34,8,0.05
14454,2023-01-25,1044,269,13,7,0.05
14455,2022-06-15,741,1900,57,3,0.0
14456,2019-01-22,1949,2581,5,3,0.0
14457,2019-06-29,390,2918,50,7,0.0
14458,2023-05-02,745,2383,70,5,0.0
14459,2021-03-01,410,4737,32,6,0.0
14460,2023-10-26,189,570,93,4,0.0
14461,2020-12-30,1110,3728,75,7,0.0
14462,2023-03-03,630,3485,55,6,0.0
14463,2023-02-07,171,3313,33,5,0.0
14464,2021-01-18,687,979,27,3,0.05
14465,2020-12-16,486,3491,7,5,0.0
14466,2019-12-05,1818,3769,59,9,0.0
14467,2020-06-14,465,2416,87,3,0.0
14468,2020-11-22,129,2075,60,7,0.0
14469,2019-06-11,1759,3426,89,8,0.1
14470,2023-12-26,201,3691,7,8,0.0
14471,2021-12-20,538,1392,92,9,0.0
14472,2022-01-13,1600,1287,86,7,0.0
14473,2023-04-20,1726,1612,17,6,0.0
14474,2020-05-04,498,4528,34,5,0.0
14475,2019-01-05,1909,918,86,4,0.0
14476,2019-03-17,377,4001,64,8,0.0
14477,2022-06-30,262,588,52,9,0.05
14478,2019-01-07,1785,4956,10,2,0.0
14479,2020-11-11,1134,277,66,1,0.0
14480,2023-07-24,318,872,76,4,0.0
14481,2020-04-17,1602,4902,70,5,0.0
14482,2022-03-07,1706,1103,18,7,0.0
14483,2022-10-13,539,3360,62,8,0.0
14484,2021-03-22,833,289,4,1,0.0
14485,2021-04-17,798,83,42,7,0.0
14486,2020-08-25,1106,4254,87,4,0.0
14487,2022-04-01,610,27,41,3,0.0
14488,2019-11-14,725,2330,18,7,0.0
14489,2023-01-21,577,824,34,1,0.0
14490,2022-06-30,1199,1983,78,4,0.0
14491,2022-05-09,1696,699,53,2,0.1
14492,2023-04-05,363,1692,50,4,0.0
14493,2023-10-31,162,4501,19,6,0.1
14494,2023-08-26,1455,2415,52,8,0.0
14495,2022-04-03,117,2790,44,4,0.0
14496,2019-08-20,782,3980,69,2,0.05
14497,2019-11-24,1541,1751,68,8,0.1
14498,2019-08-26,1911,3168,15,6,0.05
14499,2022-02-17,1572,2675,88,5,0.2
14500,2021-08-07,638,3059,78,8,0.0
14501,2021-06-13,246,1255,98,1,0.0
14502,2020-09-10,864,2230,30,7,0.0
14503,2019-09-07,1014,3612,66,4,0.0
14504,2022-09-21,1289,1226,75,4,0.0
14505,2022-07-31,1133,4816,55,4,0.0
14506,2019-07-17,163,3189,76,1,0.0
14507,2020-02-20,921,637,98,2,0.0
14508,2021-01-01,1355,2388,58,3,0.0
14509,2022-11-19,1582,1336,7,7,0.0
14510,2021-07-26,893,3576,3,1,0.0
14511,2022-03-20,1129,554,4,7,0.05
14512,2023-12-27,1917,2877,84,4,0.0
14513,2022-07-12,269,4888,81,3,0.0
14514,2022-05-28,61,3418,34,3,0.0
14515,2022-05-24,1566,3656,91,2,0.0
14516,2022-08-31,1634,282,1,5,0.0
14517,2023-08-19,1568,2223,12,4,0.0
14518,2019-08-04,1950,2966,91,1,0.0
14519,2022-09-20,1874,4784,45,4,0.0
14520,2022-10-14,1767,4520,97,6,0.0
14521,2023-07-08,1848,4489,89,9,0.1
14522,2022-03-30,195,4318,96,2,0.0
14523,2021-03-25,1479,1170,49,8,0.0
14524,2020-09-01,1895,296,98,5,0.2
14525,2020-05-25,1847,291,8,2,0.0
14526,2021-07-06,1634,501,95,6,0.0
14527,2019-06-06,1672,4756,95,7,0.0
14528,2019-06-11,1451,2493,28,9,0.0
14529,2019-02-11,432,140,57,8,0.0
14530,2022-04-18,954,4029,42,1,0.05
14531,2019-10-30,544,3131,43,1,0.05
14532,2022-09-15,1384,4841,89,3,0.0
14533,2023-05-06,1358,120,90,2,0.0
14534,2021-10-10,325,4791,91,7,0.05
14535,2021-02-02,1911,3230,26,6,0.0
14536,2022-12-23,1287,3651,21,2,0.0
14537,2022-10-05,1994,3186,54,2,0.0
14538,2019-04-30,788,565,16,7,0.0
14539,2022-01-03,830,3754,84,9,0.0
14540,2020-11-04,1685,2332,29,3,0.0
14541,2020-10-22,604,3639,55,4,0.0
14542,2019-05-03,925,193,26,8,0.0
14543,2020-10-14,454,1617,95,2,0.0
14544,2022-04-20,550,3343,17,8,0.0
14545,2021-07-09,1450,524,44,1,0.0
14546,2021-10-10,617,3048,26,2,0.0
14547,2021-02-27,1411,317,32,1,0.0
14548,2019-09-14,1189,4697,63,4,0.05
14549,2021-01-26,529,3323,47,2,0.0
14550,2020-08-20,1697,4006,43,4,0.05
14551,2023-05-26,522,4854,20,4,0.0
14552,2022-07-16,549,301,38,1,0.05
14553,2023-02-25,127,107,15,1,0.2
14554,2022-04-18,1441,1548,76,1,0.05
14555,2021-03-01,1787,1096,32,7,0.0
14556,2022-03-18,1308,690,34,1,0.0
14557,2023-03-22,727,4320,88,6,0.05
14558,2022-03-17,170,1038,16,5,0.0
14559,2020-11-10,1656,976,25,5,0.0
14560,2021-10-29,366,1019,91,6,0.0
14561,2022-04-16,58,1486,49,3,0.05
14562,2021-03-06,1712,3280,22,6,0.1
14563,2022-11-19,895,2722,13,2,0.0
14564,2023-07-10,1522,939,86,4,0.0
14565,2020-08-30,435,2169,39,3,0.0
14566,2019-11-27,1390,4569,32,5,0.0
14567,2019-02-25,906,2229,32,3,0.2
14568,2022-05-15,1928,4238,53,7,0.1
14569,2019-04-15,1552,1508,100,2,0.0
14570,2020-06-30,1771,1510,10,1,0.0
14571,2023-10-11,224,3370,70,4,0.0
14572,2021-03-03,1086,1690,29,3,0.0
14573,2022-10-10,1457,3227,40,7,0.0
14574,2023-08-10,1901,1113,14,3,0.0
14575,2020-05-03,1625,3711,20,4,0.0
14576,2023-12-28,869,806,55,6,0.0
14577,2023-06-05,1679,349,41,6,0.05
14578,2023-03-07,528,4201,39,6,0.0
14579,2021-12-09,1002,3091,49,8,0.0
14580,2022-01-15,209,2427,14,1,0.2
14581,2023-09-23,1051,513,88,5,0.0
14582,2019-10-30,559,2273,42,8,0.05
14583,2021-10-21,1178,2924,38,7,0.05
14584,2022-11-05,1480,1694,94,4,0.0
14585,2020-10-11,425,2044,5,7,0.0
14586,2020-10-09,361,2227,74,8,0.0
14587,2022-10-17,1675,1381,11,1,0.1
14588,2020-01-16,91,29,85,5,0.0
14589,2023-08-17,521,2128,74,9,0.1
14590,2019-06-11,182,528,18,3,0.05
14591,2019-01-19,1547,3925,3,1,0.0
14592,2021-08-31,519,4526,96,1,0.0
14593,2019-08-31,1564,3182,7,2,0.2
14594,2019-05-09,990,1763,56,8,0.0
14595,2022-04-14,1086,748,88,4,0.0
14596,2020-02-13,951,3115,85,2,0.05
14597,2021-03-02,1700,1359,91,2,0.0
14598,2021-07-31,627,548,80,4,0.0
14599,2022-01-12,1097,527,82,1,0.0
14600,2022-10-31,99,3535,35,5,0.05
14601,2019-08-10,703,2862,14,5,0.0
14602,2022-09-10,1331,4134,10,1,0.05
14603,2023-01-14,1229,661,16,3,0.05
14604,2022-12-10,1840,3969,47,6,0.1
14605,2023-08-08,580,2678,39,6,0.0
14606,2020-03-20,1290,2521,59,6,0.0
14607,2020-09-09,1402,2921,28,3,0.0
14608,2022-09-10,538,3225,12,2,0.0
14609,2020-06-06,1919,4612,25,6,0.0
14610,2019-06-15,1475,2206,2,9,0.0
14611,2020-12-08,754,2271,41,3,0.0
14612,2021-01-12,949,113,90,5,0.0
14613,2023-08-10,939,4270,64,9,0.0
14614,2022-06-15,1681,2086,35,9,0.05
14615,2021-10-05,881,4898,96,7,0.1
14616,2021-07-01,1691,593,66,4,0.0
