Date,Campaign_ID,Sessions,Page_Views,Bounces
2019-07-08,26,3089,1121,194
2022-06-07,14,3990,6523,65
2021-12-13,7,4823,10625,396
2019-05-16,23,4358,10398,156
2022-11-17,17,4064,8585,293
2019-07-13,23,1895,2720,398
2023-07-05,18,4803,14727,84
2019-12-04,26,2101,5536,368
2021-01-01,12,2213,12843,482
2022-04-10,16,411,9234,176
2020-02-09,21,3791,5827,403
2023-07-24,3,547,3751,275
2023-03-05,3,3331,8065,116
2023-07-31,26,4564,2641,159
2021-12-01,2,341,14538,291
2021-03-24,19,4613,9557,346
2023-06-21,26,2103,10594,49
2023-12-09,11,1090,2644,479
2021-08-29,1,4918,11741,392
2022-02-16,22,3980,14770,484
2023-11-04,21,357,9655,287
2021-03-24,19,1904,6435,30
2020-09-29,18,2769,4336,258
2023-09-07,21,2414,6388,81
2020-04-28,23,1997,11715,172
2023-08-17,10,279,7609,96
2022-07-05,28,3025,6780,287
2021-06-05,1,2105,2182,430
2022-09-01,15,1868,4006,485
2021-05-30,29,4583,6348,201
2019-01-07,30,4856,12493,315
2021-09-07,16,4030,8355,316
2022-07-17,30,4439,7982,122
2019-03-31,1,1926,13135,308
2019-08-08,4,4758,9717,384
2021-02-27,11,3871,5707,185
2021-06-14,14,2152,4172,36
2019-07-24,2,3066,5530,259
2019-06-05,11,1518,14135,326
2022-04-21,24,992,13311,440
2019-06-01,24,827,1691,400
2021-11-30,19,156,14040,363
2021-04-07,7,2480,10919,180
2023-12-23,17,1617,2760,347
2022-07-23,24,664,4692,238
2022-10-05,23,2093,13856,272
2020-01-08,28,3979,397,104
2021-03-24,25,1644,6532,320
2020-06-21,8,1530,3573,55
2020-01-30,22,1629,4546,369
2023-06-16,29,4865,771,432
2022-12-29,6,4493,4919,443
2019-02-22,21,478,5625,263
2023-09-12,22,387,7313,292
2023-03-08,8,3780,9948,166
2019-10-31,12,3471,1945,161
2021-10-10,23,668,12564,65
2022-12-11,16,3754,4844,289
2022-06-17,18,2812,5545,182
2021-09-01,3,3209,10040,333
2022-08-17,6,4421,1047,452
2019-01-06,18,1843,11329,46
2019-11-19,12,2013,14516,206
2019-10-09,30,3755,11851,343
2021-06-25,22,1429,2287,362
2023-03-01,29,4778,6048,287
2021-04-13,17,4636,10991,416
2023-08-03,2,1874,13951,22
2020-01-29,23,3611,14792,147
2020-12-01,3,3085,1274,456
2020-08-05,6,3882,9981,196
2020-05-10,27,2684,7095,422
2022-11-10,8,1397,13356,141
2022-01-30,7,2168,4152,30
2022-11-19,7,346,2564,50
2022-03-06,20,413,2256,181
2021-05-21,5,4568,4977,482
2021-12-03,27,279,5928,244
2020-05-27,21,2888,8250,389
2023-08-04,6,1669,12692,193
2023-07-22,10,1051,2290,253
2021-09-02,5,2366,13907,376
2020-01-30,21,594,9786,258
2020-09-13,18,2532,4955,199
2022-11-04,30,1222,13484,158
2023-10-15,6,3340,8636,419
2019-10-08,8,1250,7255,28
2019-08-04,5,3899,11983,75
2019-10-06,15,671,5913,419
2023-07-25,16,1642,5913,136
2022-03-01,6,1915,5712,473
2022-10-05,16,1978,9616,114
2020-07-09,2,537,2677,99
2023-12-21,23,249,6440,251
2022-06-30,24,3303,5145,395
2022-02-26,13,2917,12009,412
2022-05-22,19,670,14970,242
2020-12-03,26,2348,9735,373
2019-02-03,10,3956,12551,129
2021-05-05,18,2464,7374,300
2022-07-10,16,2704,10167,305
2019-06-10,27,3388,9804,11
2020-06-20,20,4985,11034,249
2019-11-08,9,3913,2800,350
2020-01-07,16,4367,12964,15
2019-03-17,26,3767,4481,172
2019-01-01,21,3396,12040,107
2023-12-15,14,4965,2788,420
2019-09-22,27,495,3524,487
2022-08-29,2,3026,3072,27
2023-12-01,23,1427,11257,239
2021-04-13,5,3370,1817,382
2019-06-28,6,2017,4970,72
2020-08-01,20,1582,11978,128
2019-06-04,23,3847,12250,46
2021-04-23,5,1459,14886,153
2021-03-19,8,1560,2822,368
2023-08-23,16,1351,11927,485
2020-04-25,25,4887,7013,256
2023-03-18,22,3027,9051,265
2020-06-09,27,619,7379,458
2021-12-02,27,398,1181,457
2021-05-13,23,4526,9911,205
2021-03-23,23,4099,9890,273
2019-01-21,21,2222,9867,206
2022-12-09,11,4460,10938,154
2022-05-09,22,129,3624,436
2020-04-20,16,1636,3702,37
2019-09-15,20,1675,4745,493
2021-08-06,14,1932,7207,193
2020-12-01,17,4790,13215,493
2023-12-12,1,1382,11818,221
2020-05-04,12,4386,2005,231
2019-10-21,1,4087,8422,52
2020-11-12,10,180,8716,307
2019-11-23,21,3650,14553,232
2022-06-22,16,3971,12246,329
2019-09-19,22,4215,3612,446
2023-09-24,17,1403,7906,354
2020-03-02,5,983,1746,226
2019-05-28,17,2847,2830,299
2023-01-19,25,3348,12590,224
2022-02-02,27,4403,5367,292
2022-04-11,5,714,6777,379
2022-07-11,13,2052,2010,404
2019-11-16,1,1760,10615,185
2021-05-18,17,3009,10024,266
2021-08-15,21,4283,11235,487
2023-08-15,11,3447,13301,233
2023-06-25,9,3930,4044,395
2020-02-14,2,2445,5637,398
2021-04-17,26,1332,4046,292
2020-10-27,2,1571,14030,160
2020-10-09,20,4835,1541,418
2023-12-21,3,1647,3413,214
2021-03-19,18,243,12047,265
2019-08-04,2,4989,13642,377
2020-02-26,30,4015,3085,375
2019-10-03,14,1920,10074,215
2020-04-21,20,2261,6132,75
2019-02-01,6,4589,1020,268
2020-10-11,1,4878,14687,28
2023-03-25,18,3723,11656,50
2020-02-15,18,2136,12049,12
2020-07-03,30,3897,5950,387
2019-08-07,28,4921,7959,239
2021-03-03,28,3896,7850,356
2020-02-17,16,3991,13914,310
2020-10-19,2,2195,1363,460
2023-11-16,9,1877,1707,31
2021-03-14,25,2037,11468,328
2021-02-27,23,187,4649,425
2023-09-18,1,4280,4263,128
2023-12-30,17,3144,10404,402
2021-07-21,23,2887,4140,128
2019-03-11,14,1611,10711,474
2022-09-29,7,4245,7854,164
2019-09-10,10,4584,14507,176
2019-07-22,10,1609,1947,444
2021-05-28,29,4852,6710,400
2023-06-30,9,3045,12017,283
2020-08-08,1,3137,2587,58
2021-04-19,16,492,4272,477
2022-01-29,11,4619,13335,163
2023-12-05,29,2267,6010,70
2019-03-03,28,2287,4609,264
2020-11-28,6,1451,8724,308
2022-06-11,22,3930,10318,256
2020-09-14,21,1201,3277,238
2022-07-05,2,1653,9149,136
2022-11-23,1,566,9908,266
2023-10-01,1,2152,14237,43
2020-09-21,13,2214,3776,32
2022-08-13,28,3764,4039,33
2023-10-31,9,533,14569,445
2019-03-01,14,3729,4305,313
2019-10-28,8,1035,12051,475
2023-02-11,5,2780,13531,409
2021-09-30,22,923,2003,22
2023-01-20,2,3973,5759,304
2022-05-15,29,4947,4503,236
2022-07-17,16,1793,13998,229
2021-09-19,30,3534,11537,280
2019-01-05,22,1538,4223,45
2020-11-12,27,4672,7222,352
2021-09-03,18,3739,7150,347
2023-07-09,28,4543,12604,62
2021-09-08,23,2539,9293,365
2020-02-15,26,2277,5095,460
2022-12-23,8,2137,2274,104
2020-05-14,28,3004,6794,465
2019-05-24,16,3293,12175,244
2021-09-25,20,2861,8495,67
2020-02-27,19,3547,8590,345
2020-08-26,25,4813,6851,213
2020-10-13,12,1706,12453,498
2019-07-11,18,4496,3179,453
2022-09-12,27,3060,3921,343
2023-03-07,11,3837,10615,479
2023-01-06,12,952,895,216
2022-06-30,24,2703,3035,160
2020-07-28,23,322,10890,448
2023-08-29,3,4897,11393,141
2022-12-21,25,1583,7884,287
2022-11-24,6,207,1762,126
2019-03-08,25,1989,4524,430
2019-01-16,21,4834,12437,138
2019-04-20,8,2754,6752,370
2020-06-23,27,1597,7269,337
2021-05-23,22,3529,10231,31
2022-03-01,27,1973,2963,475
2019-04-29,19,1281,13032,327
2020-12-21,22,4117,13983,388
2023-11-19,16,355,10423,361
2023-06-22,2,3430,7640,312
2022-07-19,19,4878,6731,283
2019-06-11,12,2132,10982,52
2021-05-15,18,1245,4985,122
2019-02-18,17,3238,6963,11
2019-06-23,27,2302,8145,351
2019-03-06,14,1601,2623,279
2022-11-23,15,3037,3212,108
2022-09-06,15,2046,2556,207
2019-06-04,12,665,10688,60
2022-11-25,21,858,9877,139
2021-05-30,4,1726,9382,445
2019-06-23,7,3246,8469,100
2023-01-28,10,2669,13446,274
2023-12-12,14,4658,11071,189
2022-09-17,2,2293,8297,92
2020-07-19,17,938,4477,315
2019-02-26,19,1178,7352,11
2021-04-06,2,2246,7686,226
2021-04-10,13,2197,9761,187
2021-05-27,10,2647,7085,173
2023-10-24,17,4814,8614,214
2023-04-24,2,4461,11745,381
2023-03-24,24,368,11735,11
2022-03-28,30,1896,3778,107
2022-10-17,4,1778,7623,293
2023-12-02,3,3233,11013,116
2021-02-25,30,3158,426,113
2020-03-22,5,2324,9344,225
2023-08-29,26,3366,7993,496
2022-08-17,20,1100,9159,414
2019-02-24,25,958,3366,163
2022-03-16,6,597,14252,449
2020-04-18,21,4606,13599,295
2019-08-21,2,603,11172,430
2023-11-17,13,3564,1646,205
2023-09-16,22,2893,11102,135
2022-08-01,14,697,11880,421
2022-01-11,14,2685,10311,298
2019-11-01,23,4567,321,397
2019-03-18,4,4031,10591,156
2021-08-01,11,1740,6127,449
2021-12-26,10,2364,6234,348
2021-07-16,24,582,7015,238
2022-07-23,8,4982,3942,161
2023-11-29,15,2534,1085,124
2023-06-22,24,1234,4465,174
2023-03-15,15,1863,4386,151
2023-09-01,18,2785,7158,68
2019-02-11,29,2294,8516,339
2021-02-06,21,2359,14066,473
2021-05-04,19,4365,9848,356
2022-12-18,5,4392,2210,113
2021-12-12,11,1903,9038,109
2023-08-26,7,3879,4363,460
2019-06-17,14,3789,13413,83
2021-07-18,19,4947,5899,214
2023-05-11,23,2573,4832,246
2021-06-23,13,2675,12982,430
2023-11-24,27,2386,7172,317
2020-07-11,13,2404,9700,334
2023-01-05,19,3847,710,155
2022-08-15,19,1575,12658,421
2019-03-04,9,999,12435,156
2022-06-27,3,1459,6416,380
2020-09-17,10,4868,2617,112
2019-07-03,30,4609,10436,189
2022-05-29,29,3555,1555,375
2023-04-22,5,3600,3125,309
2022-03-16,2,3714,11732,64
2019-11-09,14,2547,11851,104
2021-06-27,6,2131,12065,287
2019-12-24,6,364,5147,378
2021-10-12,22,4624,1091,356
2019-03-29,30,4562,4915,37
2022-12-27,6,2745,10080,401
2022-03-25,14,4033,900,170
2020-07-12,21,3891,5009,194
2019-04-02,2,613,4873,188
2021-02-02,5,1105,14863,112
2021-08-03,16,2948,10659,33
2023-09-04,8,242,4950,147
2019-05-22,15,1892,8823,440
2023-12-19,27,4179,12082,173
2023-02-11,5,4689,14213,282
2021-06-04,22,2399,2755,56
2020-09-11,3,773,2808,418
2021-04-26,23,1523,11221,270
2021-11-14,30,1723,11217,496
2023-03-19,3,3415,11378,101
2020-04-29,6,1836,14054,431
2019-09-20,27,1031,9487,87
2021-07-10,23,1781,2054,489
2021-01-22,7,2388,686,96
2021-06-16,18,3859,5218,136
2019-11-09,1,4363,9691,439
2022-04-02,16,2085,12678,363
2019-03-02,2,1306,5419,14
2019-06-21,12,2705,8735,192
2023-08-14,2,589,1775,490
2019-03-04,26,3887,4485,433
2022-02-28,26,1582,6698,266
2019-11-16,15,4389,6405,250
2021-04-25,2,4924,14653,23
2020-04-18,2,218,2688,383
2023-10-26,12,4577,10746,304
2020-05-08,19,147,7917,289
2023-02-10,15,2902,6261,483
2023-10-08,19,586,450,29
2021-06-04,13,3285,10436,121
2022-10-21,6,2528,6226,446
2019-01-28,18,4705,8997,89
2022-12-10,20,3258,9079,122
2022-03-19,20,262,10568,125
2020-08-23,22,702,3030,272
2019-06-28,25,1501,4641,209
2019-08-30,9,4962,12729,130
2019-02-05,13,3885,2457,150
2020-01-10,15,3348,13412,186
2021-03-30,10,4811,11078,67
2022-05-10,11,1383,4384,108
2019-01-31,30,1330,572,120
2022-07-21,1,4941,7732,139
2022-05-21,16,3345,6320,268
2023-06-29,17,2686,988,481
2019-04-30,6,3838,6759,190
2019-02-21,8,4024,13530,85
2021-12-30,3,4121,8623,419
2023-07-19,1,866,14282,209
2019-08-29,16,3298,7994,345
2021-06-02,15,3329,7759,172
2019-10-27,3,4663,1015,447
2021-02-03,12,2199,7283,242
2019-05-29,14,4783,2990,197
2022-04-17,7,260,8745,350
2021-03-31,16,643,4801,290
2019-11-30,17,3334,7669,227
2020-06-05,2,1623,5223,442
2023-04-12,28,1753,6618,45
2022-08-02,3,2713,1986,180
2019-11-29,3,4046,3653,183
2022-02-21,7,229,10619,30
2021-12-20,11,3548,7026,15
2023-09-02,25,1464,12550,396
2019-04-01,11,1965,13740,484
2021-06-30,7,3207,5425,167
2020-06-08,17,1803,7753,412
2020-04-24,23,1091,5181,53
2023-06-21,28,1223,6034,62
2020-05-23,19,920,4647,126
2022-05-31,28,2769,2222,18
2023-08-30,16,1780,13332,384
2019-08-03,7,3953,4426,434
2020-08-17,23,1472,748,363
2019-08-10,9,1302,2394,425
2020-02-06,18,1520,9815,165
2022-01-03,21,700,12863,429
2020-06-01,8,2417,3894,436
2021-06-08,30,652,13386,156
2020-01-06,25,4354,14909,311
2020-12-12,23,4855,2835,332
2020-08-02,4,3148,11576,200
2020-04-27,11,4880,12107,371
2020-11-04,6,3953,10619,360
2021-08-28,23,4730,1239,128
2019-08-01,10,1511,14933,362
2022-01-05,26,1051,5902,329
2019-02-18,23,3133,11856,278
2021-05-17,26,966,7027,27
2022-03-21,11,2419,14759,396
2021-08-05,24,4894,10523,116
2022-05-20,23,4756,5254,287
2022-06-24,20,4797,7981,166
2021-02-13,10,2323,6553,117
2021-05-18,24,3341,5332,383
2020-08-02,20,2274,2356,60
2019-11-15,19,598,2682,182
2020-07-19,5,4751,7147,414
2019-12-30,14,4997,13727,119
2021-12-04,1,2112,6665,131
2021-11-23,16,3522,2912,389
2019-03-06,19,1323,14568,406
2021-11-12,29,3138,5342,440
2021-06-06,28,3534,4443,408
2019-04-24,23,1597,5320,410
2019-09-24,8,4506,11782,43
2020-04-25,6,1369,2662,325
2022-04-09,27,1400,938,364
2022-06-17,28,2082,5299,376
2022-06-19,2,965,9323,167
2021-09-09,26,144,10204,319
2020-09-03,8,3748,1279,123
2019-12-12,21,1609,5802,153
2022-02-01,14,4217,5637,440
2021-07-05,26,4753,10300,406
2021-03-02,21,4955,7011,58
2019-07-01,9,3084,8550,69
2020-06-20,5,1041,1539,382
2019-10-22,30,4149,12556,459
2023-03-04,18,3640,8903,421
2019-09-17,27,3076,3431,450
2019-03-14,17,309,3407,350
2020-05-23,8,1282,10611,377
2020-09-24,16,3074,13631,331
2020-04-03,3,1295,1482,458
2020-11-03,3,4085,8197,374
2020-08-03,8,1909,14971,144
2021-09-16,11,3188,14739,244
2022-04-10,1,3208,5404,240
2022-11-05,6,2727,14765,71
2022-10-11,8,4580,14070,422
2023-04-12,5,2709,11025,274
2022-03-04,5,4326,6264,393
2021-03-27,14,1559,2423,59
2021-04-20,24,193,11647,175
2020-09-10,10,4801,1697,465
2022-07-02,25,657,14055,22
2022-08-14,24,4725,4925,491
2020-10-20,9,2716,2474,468
2019-02-26,22,4436,10978,328
2019-02-01,22,1480,7352,424
2019-05-18,12,3930,12968,229
2020-05-19,11,4223,1075,103
2022-05-02,21,1085,2233,227
2022-07-12,28,1708,882,242
2021-12-01,6,4183,5807,151
2022-07-28,21,3462,11740,25
2020-05-05,25,1838,8622,297
2019-03-09,30,4812,3138,165
2022-03-03,29,4805,3396,285
2019-11-20,20,231,789,193
2020-10-31,5,3220,330,244
2022-06-29,6,233,10164,320
2021-12-19,19,518,12223,193
2019-01-16,19,2392,2644,464
2019-10-03,22,3734,2213,456
2020-11-07,1,2027,2646,202
2023-04-06,26,4473,14026,114
2020-05-09,1,208,10139,177
2021-09-20,3,4859,7530,473
2022-05-12,13,2838,2393,79
2022-11-18,12,2873,3337,370
2019-10-28,5,2981,10438,391
2019-03-18,20,3937,8283,428
2020-12-29,25,4042,617,68
2020-01-15,5,1505,6909,215
2021-10-25,14,4059,8797,329
2022-03-12,23,723,4445,61
2019-08-12,9,750,14624,251
2020-06-16,15,4834,10583,228
2021-03-08,9,741,6156,103
2019-08-13,20,2267,7691,118
2023-10-16,7,2954,4761,188
2020-12-19,29,3133,3718,383
2022-09-04,1,3102,7050,91
2019-02-12,2,3014,1442,312
2020-08-27,6,1608,10758,80
2023-08-17,7,1274,9152,18
2019-11-05,10,818,5699,329
2021-08-03,10,4514,7003,203
2022-07-04,7,4560,7417,492
2022-09-13,25,4239,3900,16
2021-12-01,17,1555,13677,309
2023-12-15,5,638,7874,494
2022-05-16,14,2459,2919,468
2021-01-23,24,4585,10998,221
2021-12-24,9,1653,6179,353
2022-12-06,25,486,3697,58
2022-10-18,14,947,13086,104
2019-10-02,8,2789,2499,193
2022-03-11,29,3882,7893,140
2019-03-14,10,3049,4200,483
2020-06-15,16,1872,11254,253
2021-01-23,18,3521,12468,378
2022-06-28,14,3221,2968,82
2023-08-18,10,2311,1496,11
2023-08-03,20,3638,3775,273
2020-02-01,2,1462,13719,420
2023-09-02,6,724,11782,30
2021-01-12,19,4299,4866,177
2020-08-02,3,3552,13988,492
2023-01-17,25,2703,7224,401
2019-04-12,26,4748,241,317
2019-08-11,11,4780,4660,302
2019-08-23,30,3161,326,337
2019-02-15,14,3049,1111,315
2022-12-15,12,4933,2702,70
2020-05-03,16,4695,462,91
2022-04-17,8,2052,11185,120
2023-03-13,5,4446,2368,97
2019-05-20,11,134,1265,208
2023-01-17,28,3703,2310,292
2021-10-09,1,3967,11299,477
2020-09-11,12,2957,8960,431
2023-07-06,16,2180,9426,428
2020-05-24,22,3760,10454,337
2019-07-08,17,3116,2893,482
2019-04-26,24,4547,6943,407
2023-03-23,13,180,11327,478
2019-01-13,20,3370,4612,280
2019-01-14,8,2231,237,485
2019-03-05,25,4129,3535,296
2020-02-17,13,4763,14966,347
2022-10-15,11,4133,12521,296
2021-09-11,1,261,1992,95
2021-06-18,25,1225,6309,307
2021-08-11,23,3132,9701,87
2020-01-05,13,1104,12915,277
2023-01-30,7,4552,1157,342
2020-08-28,23,3588,9093,196
2023-01-27,11,1025,3565,392
2022-03-28,17,3809,4510,293
2020-08-27,13,584,964,189
2020-03-25,28,3107,5823,348
2019-09-01,25,4776,6949,29
2022-11-13,19,1909,5722,430
2021-07-31,25,1647,5934,330
2023-01-26,29,4069,4950,441
2023-04-09,26,761,5814,493
2021-09-23,19,1320,243,248
2021-02-13,10,4482,6798,349
2021-01-16,24,1759,10475,438
2020-07-14,7,3797,4328,78
2022-07-26,15,186,9290,186
2023-09-28,19,4294,7417,484
2020-09-02,10,4011,1073,83
2022-05-29,15,1191,6880,353
2020-06-29,10,3031,8462,442
2023-11-08,8,1181,5400,100
2022-06-06,29,233,13092,418
2023-09-25,30,513,12043,444
2022-04-26,14,3701,9031,120
2019-07-07,6,1817,14010,247
2022-12-22,1,4034,3446,478
2020-02-08,29,2444,8022,430
2021-10-08,23,708,11635,303
2021-01-15,20,4672,8314,449
2020-03-04,8,4811,14594,262
2019-04-17,3,392,9918,204
2021-11-07,6,2806,10087,337
2021-05-22,7,970,9064,468
2020-05-22,11,4160,2963,112
2022-05-31,9,4734,14234,56
2019-07-22,21,2531,3253,126
2019-12-26,19,2773,11390,170
2023-01-08,1,2184,13047,362
2020-05-20,6,4381,4320,213
2020-11-01,20,1488,11737,444
2023-07-29,8,1326,4056,358
2023-05-21,2,4076,12455,411
2021-11-08,1,2732,11507,432
2020-02-01,18,4439,2150,19
2020-09-20,15,562,940,71
2019-04-30,26,2588,14232,251
2021-06-28,10,2805,11925,491
2023-10-02,27,4518,14868,37
2019-01-28,23,1688,10973,270
2022-12-01,4,1846,8672,291
2021-05-23,2,1497,13603,472
2019-01-04,20,595,1914,402
2020-07-01,30,792,6460,102
2019-06-20,15,4254,11063,178
2022-12-18,19,1824,8314,334
2020-07-10,11,4860,3817,169
2020-04-19,21,1882,11129,397
2019-11-02,29,1322,3948,446
2020-09-24,28,2469,6367,279
2020-05-04,16,1766,12595,490
2023-02-28,4,106,2496,378
2023-01-28,15,983,3102,116
2023-08-13,25,1697,529,76
2019-10-05,16,147,8781,78
2020-03-27,19,3488,8283,497
2020-02-25,9,3875,12236,173
2021-02-18,25,1160,14909,128
2022-10-23,17,3639,3421,75
2022-10-24,9,4648,6210,364
2019-10-01,17,2374,11029,126
2023-07-10,23,447,790,217
2023-03-18,8,2458,8602,52
2020-06-07,16,2952,12682,200
2019-04-29,24,1601,818,339
2021-02-16,21,847,8382,427
2021-05-25,16,1494,11260,302
2023-11-22,5,1404,8334,284
2022-01-23,7,2433,2059,34
2019-04-26,12,3170,1876,91
2020-03-15,13,1493,4811,341
2023-06-11,6,2435,7325,304
2021-10-16,11,4181,7658,199
2021-05-22,6,614,1004,80
2021-06-21,7,2444,11142,160
2022-03-11,22,1753,4968,335
2022-06-10,15,2534,14087,137
2022-11-16,17,4868,14029,473
2021-12-01,7,836,13347,256
2020-10-10,27,1485,10140,436
2021-04-17,17,3778,6493,365
2023-04-13,9,2301,13429,274
2023-02-05,12,2213,7694,286
2021-09-10,3,1393,947,123
2022-02-28,7,1267,10788,130
2022-07-17,25,1691,7001,494
2022-05-31,18,3795,6484,362
2021-08-15,27,799,7386,125
2023-05-26,28,2549,10118,303
2022-05-30,23,2086,260,170
2023-11-06,11,4677,3778,492
2023-01-28,22,2657,12929,190
2022-02-20,26,1856,1102,450
2023-04-18,12,3052,8495,124
2022-07-26,28,2093,6954,428
2020-08-05,23,2395,2631,216
2021-12-20,24,2687,7460,203
2022-10-09,2,3066,5168,247
2020-02-12,14,2612,1992,103
2020-09-23,12,3391,1705,22
2021-03-14,29,3289,14538,476
2021-05-02,14,3053,8429,226
2023-04-02,13,3397,4757,209
2020-12-29,26,1389,3559,239
2023-02-11,11,4912,5687,134
2021-10-16,6,1743,3802,433
2023-03-02,19,2193,10163,182
2021-02-27,16,4643,5345,439
2022-06-04,25,597,5894,224
2022-01-24,9,1667,4507,423
2019-03-06,18,3714,4024,271
2023-12-28,23,1960,5588,187
2021-09-14,19,412,12031,283
2020-06-16,25,379,678,100
2020-06-24,26,2582,13837,101
2022-08-14,7,1799,13228,100
2022-07-01,20,3449,14661,423
2019-12-24,11,592,10068,69
2021-08-30,10,1671,10011,397
2020-11-04,26,1125,7340,497
2022-08-16,26,3669,11193,205
2021-08-28,18,677,1135,148
2023-11-03,11,4712,9593,230
2021-07-01,21,2149,10213,198
2019-03-01,24,583,319,387
2019-11-12,22,2604,14689,151
2020-04-15,13,660,5916,485
2021-03-01,25,1410,4954,472
2020-06-26,9,1654,5921,304
2019-12-01,8,1487,13678,268
2019-07-29,28,3530,3673,269
2019-12-26,13,4116,1622,475
2019-08-21,25,1595,6460,43
2022-11-12,17,4156,4270,444
2020-07-04,29,1391,12105,65
2022-11-04,15,1765,1810,434
2019-06-06,10,3162,4546,306
2020-10-24,10,3049,6757,98
2023-02-07,17,341,9844,352
2022-03-22,18,2673,8670,425
2021-03-10,3,3689,10168,90
2021-01-09,15,1735,2551,486
2020-05-07,18,378,1884,75
2020-11-03,15,4859,5301,83
2019-06-21,14,2065,3509,132
2023-11-30,3,4409,1186,463
2020-01-16,11,915,6720,331
2020-02-03,23,746,9709,390
2019-05-11,27,4765,998,61
2022-12-19,18,4716,12711,39
2019-02-17,20,748,14857,50
2023-10-15,18,1207,5697,489
2023-01-23,21,2047,11743,237
2021-01-30,1,1657,14795,428
2021-01-02,15,4154,13927,408
2020-11-21,25,3864,10830,30
2020-02-05,25,3130,1411,272
2020-03-06,4,3687,5508,382
2020-10-22,13,2108,9999,495
2023-02-19,12,866,6314,481
2019-05-11,9,3246,10214,370
2020-12-26,27,1519,357,392
2019-04-15,25,4330,14003,468
2022-12-15,7,3730,1193,380
2022-07-09,17,877,2473,81
2022-05-07,11,3037,5279,344
2023-02-05,1,1598,12010,431
2021-10-22,17,533,14469,200
2021-04-09,23,4144,4439,288
2021-12-12,12,137,1254,393
2019-05-02,15,4259,8007,47
2022-06-09,2,2160,6986,467
2020-08-25,28,3437,8468,309
2021-11-05,8,4183,14437,314
2020-06-30,16,1753,3727,54
2021-12-19,11,1801,5478,24
2020-11-19,30,2459,13091,325
2019-04-01,16,3619,7341,264
2020-07-21,4,801,2273,268
2023-12-24,18,2605,7037,197
2023-08-19,30,3968,11895,463
2020-05-14,26,2680,2694,404
2023-05-16,26,1269,8020,180
2023-03-08,20,1811,13306,379
2020-10-29,15,441,13406,321
2021-07-02,20,1249,4923,108
2022-07-03,22,4422,8482,76
2022-11-16,25,1067,12193,472
2022-09-07,16,2980,442,24
2021-05-15,27,1912,12792,318
2020-04-15,21,1197,4414,242
2023-02-07,28,4973,3856,85
2019-05-03,14,2004,8007,290
2021-10-26,23,4777,11640,491
2023-12-04,12,622,10472,440
2020-06-05,26,1309,12108,340
2020-03-02,24,3588,10680,304
2022-07-16,5,1234,9913,18
2019-07-31,1,2077,2286,207
2020-05-27,17,1600,9266,373
2021-01-15,23,4601,14090,403
2019-02-14,18,2550,12785,378
2023-08-09,12,1480,3548,458
2020-07-21,27,4227,14180,111
2022-08-26,22,4406,9543,30
2019-09-04,2,4667,244,283
2022-12-22,21,2157,4932,473
2023-04-17,16,3055,12504,62
2020-01-11,8,4809,6758,265
2022-04-27,21,2821,14000,237
2019-03-04,21,4335,6553,301
2023-05-04,11,1811,10609,102
2020-02-11,20,3656,6203,17
2022-07-23,9,147,14962,281
2022-05-09,2,1821,10985,465
2019-10-27,23,2124,2152,494
2022-07-21,28,3136,339,95
2019-10-10,3,4977,12741,385
2023-12-13,25,2166,10001,188
2021-07-01,24,4297,4817,205
2020-01-19,3,1853,10910,490
2019-07-08,3,2916,10736,125
2022-02-08,28,4737,4608,375
2021-11-17,23,365,5044,47
2023-07-20,28,719,4193,477
2021-11-08,23,3251,12293,451
2021-11-27,11,2106,9764,71
2021-03-06,23,3285,7330,498
2022-06-22,21,3632,13392,78
2020-07-07,26,455,9823,443
2020-08-22,17,1913,1774,117
2022-07-01,15,3955,6467,171
2019-02-05,3,4925,13915,350
2023-05-27,23,921,8279,69
2019-10-03,3,2500,10716,448
2023-03-05,4,2665,14977,431
2022-09-28,11,3875,3027,462
2021-05-14,10,3262,13184,158
2019-05-27,14,2654,13879,308
2020-04-03,9,3845,4681,176
2022-09-18,2,4124,13415,92
2019-01-31,27,599,2990,19
2021-07-22,5,2089,3232,368
2022-05-01,19,4758,6415,80
2021-01-04,27,1024,13602,82
2021-02-13,27,1846,1520,24
2021-05-03,27,1564,14311,231
2023-06-10,16,3212,14672,452
2022-01-22,10,2269,1633,348
2019-12-03,18,3194,5864,374
2022-09-15,23,3277,9997,116
2023-07-19,21,3809,9684,264
2023-03-23,23,4546,8254,176
2023-02-14,3,4837,12928,294
2019-01-10,13,4162,5484,424
2019-07-22,24,168,11166,454
2021-06-09,3,2300,9754,387
2020-04-24,7,2791,1935,18
2021-12-11,4,3048,7311,148
2021-05-12,22,4449,12425,36
2023-10-21,6,2996,14337,208
2019-12-03,15,4678,1067,99
2022-03-16,14,2474,9722,27
2022-04-28,2,2356,10616,404
2020-12-15,2,2957,3079,247
2019-06-02,6,2234,10040,255
2021-12-10,20,2997,10861,392
2021-04-10,24,3021,8467,269
2023-11-23,16,1574,14632,268
2019-11-24,13,2684,8719,490
2022-12-21,3,4962,10823,52
2021-09-30,12,744,1908,323
2023-08-06,6,3544,8544,249
2023-03-24,10,417,2159,187
2022-09-24,22,1837,14739,44
2022-03-21,3,703,8149,179
2021-10-08,8,1080,1940,463
2019-09-21,9,4082,10303,245
2021-02-26,21,4880,475,298
2020-03-27,22,692,1645,107
2023-10-02,11,3032,6275,119
