Date,Employee_ID,Store_ID,Sales_Amount,Target_Amount
2019-09-11,331,96,1590.24,3015.97
2020-03-24,162,9,3473.58,2033.9
2022-10-05,65,65,2276.29,1407.41
2022-02-11,122,19,3406.99,1799.01
2020-07-02,334,97,3773.55,5445.2
2019-08-16,3,21,1061.58,3513.17
2021-02-27,83,73,2415.36,1482.7
2023-06-16,119,57,4789.21,2174.79
2023-01-20,71,56,3768.19,5313.66
2019-12-29,357,84,3613.13,5108.11
2021-02-04,233,33,3626.26,1781.27
2021-11-19,221,71,4656.79,2463.79
2021-11-19,220,9,2638.34,4012.84
2022-10-06,342,8,4129.92,4164.41
2021-09-18,113,78,1663.74,4655.94
2021-02-15,111,7,3053.18,5023.16
2021-11-03,319,1,4699.78,4679.24
2019-01-17,329,92,1754.44,1220.69
2021-04-09,84,55,2526.33,1949.48
2019-08-04,329,100,2551.65,3386.56
2023-03-14,142,3,1846.01,5471.25
2023-05-04,263,27,2387.48,2455.89
2021-03-04,151,50,1980.55,5560.94
2019-07-25,287,11,3914.9,2969.5
2022-02-12,366,36,3724.16,2584.59
2021-09-24,17,95,1169.45,5917.72
2019-04-12,155,91,3464.78,5169.15
2019-03-08,292,6,2700.71,3536.79
2020-11-10,269,53,2929.82,1539.0
2021-08-23,57,70,1969.02,2526.3
2022-05-27,167,35,1581.69,1395.99
2021-04-03,87,51,4010.7,3427.97
2021-12-30,133,70,1709.65,1771.84
2023-02-22,141,29,2504.64,1923.3
2021-02-05,218,83,2451.33,4417.77
2023-01-20,81,13,1490.43,2040.27
2020-05-02,22,14,3127.67,1399.47
2022-02-02,239,38,4857.65,5930.33
2020-08-22,313,93,4077.43,1739.45
2022-02-02,394,49,3080.89,5122.69
2021-06-23,295,72,699.17,1372.87
2020-01-31,34,52,2689.27,3842.07
2021-06-23,278,28,1665.04,4423.14
2023-05-23,123,34,3301.56,2831.16
2023-01-26,100,35,4917.37,1172.14
2021-03-29,255,17,1281.85,2757.62
2019-08-12,93,6,4879.28,4085.36
2019-08-04,219,6,3212.94,1385.54
2022-09-09,198,24,3439.23,2114.98
2020-04-21,389,57,4278.27,3739.44
2022-11-16,192,68,2895.83,2070.76
2019-11-12,265,10,4253.32,5805.95
2023-06-06,357,16,4307.97,4154.95
2019-07-31,130,76,949.96,3631.62
2021-07-15,220,19,841.99,2089.55
2023-05-02,230,9,2981.33,2545.39
2022-03-09,257,71,969.16,4107.42
2021-09-26,218,92,4619.86,3165.24
2019-02-26,169,77,810.05,1472.16
2022-04-13,207,37,4290.95,3444.41
2022-09-30,12,1,4562.51,2607.3
2019-03-20,130,17,2839.09,4918.64
2023-10-06,145,91,4311.33,3581.03
2021-12-02,393,90,799.36,5277.22
2021-07-15,317,84,4610.11,2121.55
2023-01-31,233,25,1493.35,1668.38
2022-04-07,316,18,3442.63,4290.58
2021-11-13,95,69,3847.22,2471.81
2023-04-03,276,80,2694.66,4468.81
2023-05-01,194,30,1407.64,5035.03
2023-07-15,216,45,2395.63,3482.27
2021-11-07,237,69,4589.45,3622.34
2020-05-10,335,7,3582.48,2356.34
2023-11-20,21,18,4243.14,1779.94
2022-01-07,346,50,1908.38,4395.8
2020-12-08,48,84,3049.32,5079.65
2021-03-13,245,35,3160.3,2123.85
2022-10-08,327,4,4845.46,3807.12
2022-02-19,312,17,4027.95,3698.76
2020-03-30,154,8,2548.01,1519.73
2023-12-28,21,41,2947.05,5695.4
2019-03-09,327,97,4120.43,4705.13
2020-02-26,319,84,4485.52,5038.16
2022-01-04,47,50,500.25,2829.58
2023-09-13,10,54,4510.08,1788.22
2022-08-13,296,67,4343.18,5633.33
2020-06-03,61,52,3097.95,2387.17
2023-01-03,243,14,4541.13,4563.85
2022-12-11,226,43,1310.08,1414.16
2021-06-17,241,29,4626.11,4898.34
2020-11-12,300,43,4660.21,3478.7
2022-02-10,399,99,1830.34,3198.87
2022-05-23,109,36,4669.61,5765.74
2019-04-25,44,26,2514.15,4328.77
2023-06-27,157,66,4215.73,2983.73
2021-06-30,28,41,4010.44,3219.17
2023-10-13,92,63,3319.0,4437.91
2020-12-09,243,46,1930.35,2216.79
2022-08-21,379,86,4852.89,3815.99
2020-05-07,341,68,733.89,5716.28
2020-12-04,232,66,2831.19,5032.94
2023-03-14,338,60,3880.4,4323.5
2023-11-10,165,4,2837.35,5568.02
2022-08-24,320,69,2380.86,4070.09
2020-02-21,285,77,3644.83,1836.18
2020-11-06,274,7,4204.83,1965.96
2021-04-08,386,96,2845.83,1495.43
2023-12-05,178,56,2099.5,1294.83
2021-07-20,396,38,2053.04,2401.02
2020-03-17,119,92,773.91,4081.8
2021-02-23,298,44,980.11,2954.24
2021-08-11,29,87,4373.95,5779.9
2022-10-28,2,85,4590.88,1920.63
2023-08-03,101,41,2022.24,5219.17
2022-12-12,272,16,1511.63,5743.99
2022-03-11,340,51,682.93,3741.92
2020-09-22,358,73,902.65,3143.72
2020-05-21,133,91,693.81,1134.21
2023-12-01,345,82,3566.52,3043.88
2022-05-25,11,91,1373.19,2778.65
2021-08-28,346,96,3512.64,4032.9
2022-09-05,380,53,2225.47,3853.38
2021-10-16,91,84,2909.8,1189.88
2020-12-23,373,7,3607.33,5860.73
2021-09-06,250,59,3639.41,2022.64
2021-08-03,192,56,509.78,1135.63
2021-05-12,202,7,4374.03,3869.57
2022-07-01,105,20,2705.91,1560.71
2023-02-03,117,52,3009.8,4156.76
2021-10-13,56,16,4645.66,1059.86
2022-01-16,126,46,855.53,5187.48
2019-05-30,348,11,2187.9,2687.68
2022-03-20,260,14,3310.51,4200.53
2020-02-26,159,97,3708.22,2677.16
2019-01-15,358,21,4321.04,1743.23
2021-09-06,174,71,4391.22,1612.47
2022-05-09,225,52,3959.34,3447.32
2021-06-08,323,4,2006.86,1180.98
2021-12-18,264,61,1178.91,5732.84
2020-10-17,34,55,1685.19,2632.22
2022-03-21,76,30,2323.8,4726.21
2021-09-05,87,12,1858.27,2493.32
2020-04-26,326,38,2454.41,4844.34
2021-08-11,309,41,924.36,2027.28
2020-03-29,11,85,3419.37,1472.45
2021-05-21,326,21,2046.99,4717.41
2020-12-10,331,5,676.79,3040.64
2019-04-19,110,12,2164.61,1994.15
2020-07-06,193,54,1678.46,3152.3
2021-01-12,210,37,646.31,1480.16
2019-10-26,284,4,3158.54,5794.59
2020-02-17,265,53,1119.33,1676.47
2019-04-18,382,24,645.21,5789.99
2023-08-09,261,42,827.87,3121.4
2023-11-15,188,55,3111.85,5766.86
2023-09-20,134,37,4361.66,2374.85
2021-11-17,277,17,560.08,5641.05
2020-07-22,223,2,975.08,1620.67
2021-11-25,254,18,1318.35,5422.89
2020-10-02,170,24,3811.39,3687.25
2023-11-13,48,36,2267.92,2205.5
2022-12-09,82,10,3922.35,4923.09
2022-12-31,177,100,1440.62,5817.93
2023-09-02,393,9,565.49,5726.67
2022-10-20,266,49,3764.9,5387.06
2020-02-12,208,61,2417.67,1151.58
2020-01-18,395,1,1130.94,3532.93
2019-08-10,391,99,3513.06,2728.62
2019-01-26,77,84,4074.76,3466.41
2020-02-14,128,20,661.95,4344.25
2021-09-18,239,82,1089.37,4096.08
2020-12-18,37,82,4927.84,2173.96
2022-08-21,139,24,1676.24,4270.44
2020-09-10,59,60,1685.98,3093.79
2019-02-23,268,13,4388.87,1565.4
2022-12-22,372,39,3428.62,5842.19
2023-07-02,110,1,848.85,3179.59
2020-11-08,249,7,2408.65,5929.99
2023-02-25,35,81,4669.23,5300.6
2022-12-26,24,84,3450.81,3431.14
2021-09-18,240,8,4286.72,4193.26
2023-12-23,284,60,3056.43,5341.72
2021-05-24,126,27,3882.26,5921.08
2023-12-01,64,57,870.08,4680.33
2022-10-26,396,40,4615.64,5380.8
2023-05-13,305,15,3046.16,1031.38
2020-09-30,303,56,2117.8,3460.47
2021-06-16,309,16,646.91,3329.77
2021-06-03,243,50,2873.38,5076.92
2019-12-16,163,32,673.7,3697.96
2022-10-27,83,38,3953.77,2509.47
2023-11-23,145,59,1062.9,3949.93
2020-10-22,326,29,4171.4,5439.02
2021-04-29,388,86,2659.49,4811.98
2022-05-12,144,13,3844.6,3407.78
2021-06-06,191,2,2346.19,2813.62
2020-09-26,23,46,2726.17,3364.87
2019-01-09,67,64,4366.82,4326.72
2019-07-28,258,52,1637.27,2961.36
2023-06-13,156,46,2983.35,1924.7
2022-08-17,227,17,2838.19,5093.9
2023-08-15,264,26,4233.78,5022.01
2023-08-23,44,24,2110.04,5401.68
2023-04-13,152,21,1054.11,3026.06
2022-12-08,134,70,4501.54,4893.14
2021-06-07,41,62,2719.76,2378.36
2021-12-23,201,67,2743.21,4996.03
2023-03-18,164,25,3425.31,5302.65
2019-12-15,60,73,3810.84,2269.28
2022-01-26,43,32,3595.6,5957.65
2023-02-06,379,63,642.25,5850.14
2020-03-27,78,64,2138.84,5168.12
2021-05-28,170,21,2236.42,5835.69
2022-05-30,227,1,1340.73,1303.2
2022-01-22,187,53,2207.44,1704.34
2023-06-07,375,67,2590.7,4539.87
2023-06-08,86,51,1499.58,2365.52
2019-10-19,288,22,4588.53,5829.24
2020-03-17,266,11,1194.96,2710.43
2023-06-15,232,13,2946.3,3485.67
2021-07-11,38,76,3941.18,4062.99
2019-06-08,84,47,4946.26,3326.83
2019-01-30,180,59,3367.72,5091.41
2023-05-02,124,30,3819.57,3160.74
2023-10-27,343,80,1516.12,1854.45
2022-09-09,216,1,652.41,3374.7
2019-08-23,103,11,2489.21,5914.38
2020-08-09,149,52,1448.41,5743.69
2020-04-05,385,5,1692.2,1155.32
2022-08-25,137,49,1180.4,1988.84
2023-08-23,129,58,3705.4,5673.27
2020-11-22,104,41,1082.19,3380.01
2023-09-06,316,76,648.77,3595.03
2019-05-20,60,50,4762.48,2846.53
2020-08-09,92,65,892.61,3397.11
2022-04-19,164,92,4162.58,2153.84
2020-01-04,44,46,2125.38,5736.95
2023-07-07,263,19,1989.54,4938.14
2019-07-13,113,72,785.43,3620.17
2020-04-11,19,97,4589.96,4519.64
2022-09-19,385,62,2885.42,2835.39
2021-11-22,172,99,3055.2,5622.25
2022-09-09,37,93,2041.07,4504.21
2021-04-11,120,50,4905.33,1859.73
2022-11-24,144,71,4093.56,3265.54
2022-12-15,221,89,1378.89,5429.95
2020-02-29,224,4,875.18,2389.63
2020-06-04,353,12,3956.22,4758.19
2022-01-18,360,43,4639.4,3528.76
2020-07-04,220,100,3748.61,5018.56
2021-04-16,360,7,3637.59,5114.03
2019-11-03,322,14,2817.59,2828.14
2022-08-15,348,43,3069.89,4405.54
2021-10-09,384,89,768.22,2954.63
2019-01-18,266,51,4975.42,5122.88
2020-06-22,267,40,3361.9,4432.14
2021-08-27,187,67,3264.07,3489.88
2022-11-07,22,86,4381.91,4300.82
2022-06-11,53,2,1733.1,2306.49
2023-03-24,337,33,627.67,5173.54
2019-06-25,215,4,2852.54,3358.21
2023-10-14,234,19,4010.99,3566.07
2022-10-28,166,27,1067.54,4971.24
2020-08-30,24,85,1926.61,4582.94
2019-09-04,219,55,4882.24,2238.94
2019-04-03,355,29,1539.71,2316.81
2021-06-29,65,67,4390.81,1178.94
2021-09-04,27,66,2727.49,2283.44
2019-11-25,20,19,3940.87,2061.37
2023-08-31,254,93,3314.88,2058.14
2023-08-27,356,31,2403.91,4217.76
2021-12-24,344,99,4670.84,5453.62
2021-02-16,116,86,4022.24,3966.49
2021-11-03,161,18,4348.94,3284.07
2023-02-12,305,89,3817.74,4500.01
2023-11-03,209,48,1119.2,1704.47
2019-04-22,279,43,4041.63,4669.46
2022-03-23,260,41,1774.06,1191.16
2020-03-23,339,40,522.9,1768.3
2019-10-26,96,1,2457.36,4356.78
2019-05-24,380,52,2561.46,3287.54
2021-03-02,359,24,3238.66,1460.05
2023-04-14,172,60,861.75,5410.46
2022-08-20,112,83,3980.67,2365.35
2022-09-17,286,23,1928.31,3340.36
2022-11-25,352,95,4805.09,4251.84
2019-11-01,180,8,4316.73,1268.59
2021-05-18,75,3,4029.95,5835.57
2021-01-21,256,20,2825.39,2106.71
2019-04-18,328,13,2598.13,4916.82
2022-02-20,187,2,3473.81,5723.35
2020-09-07,153,97,539.61,4347.0
2019-09-19,206,27,612.71,2854.14
2019-03-12,284,50,647.62,1740.01
2022-10-19,17,78,4858.83,2775.09
2023-09-21,179,14,946.53,3607.68
2022-02-28,2,3,4701.08,2642.8
2022-09-15,157,53,4901.17,4168.83
2023-12-31,189,59,543.37,1280.15
2021-11-20,205,96,1855.94,1364.75
2021-07-20,319,75,3162.01,3576.91
2021-04-24,162,40,1716.17,3325.02
2022-02-28,30,5,3449.02,5609.11
2021-01-04,174,68,3052.28,5528.03
2020-04-09,55,40,776.57,5809.73
2020-09-22,361,35,3462.78,1237.21
2020-01-10,39,66,2088.5,5674.98
2020-03-20,367,72,3963.84,1950.13
2019-11-23,188,80,2781.76,4952.85
2023-08-10,140,31,2916.8,1102.6
2022-11-08,146,73,2724.31,3892.92
2019-12-26,304,67,2989.51,4869.52
2020-02-29,48,7,4419.83,4088.79
2022-05-31,15,29,1127.77,3015.6
2022-01-18,224,76,2755.1,3738.54
2019-07-31,194,37,2798.54,1768.36
2019-06-02,23,29,926.33,5774.14
2020-12-06,390,43,831.69,5155.18
2020-05-13,90,50,1987.9,1810.39
2020-12-30,114,50,1826.49,1863.52
2020-06-28,375,54,868.32,2383.27
2021-12-13,199,11,2648.01,2538.79
2020-03-06,198,42,4802.7,5929.21
2023-06-20,2,85,870.37,1456.04
2022-03-06,363,81,2125.42,1800.39
2019-10-16,389,24,1866.51,3376.08
2020-08-10,303,87,1057.46,3093.53
2021-10-05,285,64,2141.34,1320.72
2022-09-10,138,20,3202.34,1270.62
2019-06-23,273,55,4640.65,4059.4
2023-10-26,236,16,4746.68,2909.7
2020-09-13,213,13,608.18,3054.84
2019-04-05,320,28,3943.54,2008.06
2023-09-10,107,24,1837.82,5986.38
2021-10-13,8,93,4173.06,2005.47
2021-04-07,224,91,3578.8,2699.42
2021-10-14,129,65,1717.81,4091.34
2021-05-20,306,87,3952.22,5118.24
2020-09-22,338,60,1874.83,5555.16
2023-06-19,159,82,1187.18,5534.72
2022-04-04,270,84,553.95,5034.83
2021-03-28,390,78,4327.07,4153.76
2023-04-11,309,15,1832.26,2298.04
2019-01-04,319,69,3742.78,1512.37
2020-05-08,311,51,2940.0,4938.15
2019-07-05,307,12,2127.27,4684.32
2020-01-18,357,77,3839.11,4004.64
2020-07-03,115,91,836.04,5805.07
2022-04-10,137,89,4224.95,3805.5
2019-12-22,67,11,3399.45,5408.03
2020-03-12,66,50,3671.08,1577.27
2019-05-09,59,46,3775.91,5337.7
2020-07-28,4,16,2724.88,5752.0
2021-03-15,370,36,3045.61,1661.35
2019-08-22,348,85,4821.15,2980.03
2021-08-23,328,99,2935.13,2116.26
2021-01-13,376,83,4332.15,5835.29
2019-01-27,194,60,1328.27,5409.46
2020-11-04,284,99,2173.08,4915.56
2023-02-17,11,50,4722.5,5988.29
2023-04-16,383,20,2849.56,5254.67
2023-01-06,201,78,1270.75,1375.92
2019-05-07,66,74,4727.0,5768.29
2019-03-07,82,86,3824.78,3209.53
2021-09-18,212,14,2424.92,4936.94
2023-05-20,234,44,4507.62,4995.67
2020-08-18,349,16,2713.76,4752.42
2020-12-22,253,24,4797.05,5563.18
2021-09-26,14,53,3373.13,5282.16
2023-12-19,382,4,2429.32,2802.6
2022-01-06,42,49,2356.91,2791.2
2022-07-02,202,84,3358.11,4249.96
2022-09-05,329,14,592.78,3881.31
2023-01-08,186,13,4803.21,5864.62
2022-02-16,381,84,3202.73,5704.47
2021-12-03,194,94,2685.27,2807.21
2020-05-24,300,67,2325.43,2783.05
2022-08-01,142,33,3835.03,4137.35
2023-07-25,113,11,1801.14,3040.41
2022-01-15,172,34,3347.96,3863.61
2022-05-26,178,68,2375.02,5466.18
2023-10-30,9,20,4602.78,4761.88
2020-11-16,134,96,3108.92,3921.18
2019-04-01,391,78,3112.49,1717.57
2020-03-22,224,40,1871.1,2921.87
2023-06-11,18,85,1951.5,5011.79
2019-06-27,69,21,2907.36,3098.7
2020-11-03,163,81,3985.79,5868.74
2020-09-23,336,93,1299.62,4131.9
2021-10-20,145,50,2462.86,5741.7
2021-08-30,333,2,883.9,5870.86
2021-09-27,59,85,3003.48,4373.83
2019-05-16,331,79,3137.72,1791.04
2019-10-28,257,82,4388.47,4856.33
2019-07-17,9,12,2321.09,5130.95
2021-03-25,167,49,2024.22,3751.89
2023-01-14,31,47,1502.11,5981.8
2020-11-15,61,70,919.88,1618.34
2019-05-02,70,10,3607.73,4894.59
2022-06-18,364,94,3782.78,4851.65
2023-06-23,383,32,2791.85,5766.36
2020-05-08,169,41,3899.8,2747.77
2023-03-18,368,13,4978.39,4050.22
2019-12-07,236,71,3857.08,4614.26
2023-01-03,188,55,2062.07,2734.68
2020-07-18,378,64,2750.34,2837.87
2023-03-13,238,83,3485.11,3871.41
2020-03-09,133,17,2912.51,1223.99
2021-07-23,256,12,3607.34,1419.6
2022-12-16,20,96,3704.67,4676.74
2020-06-29,247,60,3473.78,2777.82
2019-03-31,335,73,2579.14,2960.11
2020-08-31,154,6,1490.38,4006.03
2020-08-07,263,100,4579.79,2385.46
2023-01-14,91,53,2909.85,4749.04
2021-02-04,323,3,3953.27,4481.91
2020-06-20,391,14,4416.29,1384.18
2019-12-06,310,6,609.95,1636.9
2019-08-03,296,43,1503.1,3665.61
2020-09-26,6,89,1192.64,1223.15
2019-01-12,329,28,644.16,3428.98
2023-07-15,62,62,2729.54,2599.71
2020-11-03,330,43,1602.77,4971.29
2020-01-17,261,17,4716.23,2121.47
2023-06-19,53,73,612.91,5168.65
2019-12-24,195,47,1666.94,3359.82
2019-11-21,52,27,2833.66,2640.52
2023-08-28,313,55,2897.46,4089.83
2020-12-09,207,80,1405.96,4353.37
2022-11-22,363,23,1808.31,4134.64
2019-01-09,194,89,668.01,4800.62
2022-10-18,293,47,1168.07,3520.41
2023-02-11,253,51,820.21,4913.16
2021-03-18,349,74,3002.5,3917.85
2019-01-27,163,10,4342.75,4520.55
2022-12-24,397,28,890.39,2298.51
2020-02-16,205,69,4093.36,3543.27
2021-05-06,391,93,606.92,4834.47
2019-06-25,395,9,2522.35,5910.73
2019-07-23,236,33,3586.77,4889.96
2022-09-09,191,62,2990.02,5960.37
2023-02-21,236,32,2916.35,2178.63
2020-05-14,96,66,2695.11,2809.38
2021-11-06,55,29,4255.27,4664.74
2023-11-04,89,25,1841.47,4991.78
2022-04-29,44,30,1789.07,5593.97
2023-10-09,172,100,652.61,2622.65
2021-01-19,292,68,1268.41,5651.15
2023-05-14,15,94,4942.06,1047.64
2019-07-19,159,25,3833.11,4486.85
2022-10-16,171,3,2241.2,1409.76
2020-05-20,322,76,581.83,2119.97
2022-09-30,192,1,3242.93,3372.58
2020-03-12,109,95,956.08,5474.64
2022-07-19,182,23,2557.67,3573.87
2021-06-02,204,14,3848.17,1991.13
2022-05-05,263,93,4106.11,4038.68
2021-04-23,302,97,1028.61,3530.4
2021-12-23,234,22,2149.43,5927.97
2019-02-15,327,73,1752.74,5981.89
2021-03-16,145,81,3829.12,5533.6
2022-01-30,237,72,2880.62,4138.96
2022-01-28,305,82,900.52,4235.27
2020-07-15,326,99,1521.47,5347.79
2023-07-11,94,81,2710.89,3468.27
2020-07-15,218,41,841.1,5401.96
2022-05-17,209,8,1588.59,2318.78
2023-10-21,294,74,2692.37,5837.35
2022-05-31,218,98,2832.24,3376.93
2019-10-11,146,12,1648.26,3315.13
2022-11-21,346,65,3216.86,2067.27
2021-04-25,176,62,1227.63,4816.04
2020-07-30,94,37,4865.91,2602.03
2021-03-23,373,53,3447.83,2411.03
2022-03-01,208,1,571.63,1950.93
2020-01-24,6,28,2070.33,1111.48
2022-11-09,78,45,4047.8,5968.72
2022-05-11,29,42,4586.66,1511.06
2022-03-21,57,90,1355.92,5073.98
2023-08-24,322,65,4952.09,3150.61
2020-01-18,321,82,4779.86,4596.35
2020-11-24,41,99,4804.33,4518.23
2023-11-07,324,38,4420.5,4345.83
2019-04-18,195,100,1273.48,1456.11
2023-07-15,317,24,1897.62,1748.84
2021-03-31,77,27,1871.81,2402.76
2021-01-06,220,64,4663.56,1952.87
2021-03-08,207,53,2657.96,1810.42
2021-09-17,177,71,1685.95,1767.03
2020-08-28,8,31,2475.99,2116.33
2023-12-13,296,48,2968.29,4516.49
2021-01-05,384,55,2343.01,3879.94
2019-07-31,28,85,1114.91,4377.23
2021-06-28,155,98,3020.94,5144.93
2020-07-14,4,76,3907.35,2674.02
2019-12-01,196,41,3689.82,1592.24
2019-05-23,5,28,3256.1,4140.82
2022-07-27,258,50,3012.9,4598.37
2022-07-01,58,16,2299.09,4632.12
2021-05-26,6,50,3794.26,3653.41
2021-09-17,79,85,600.1,3483.91
2023-09-08,390,86,1543.69,2094.09
2022-10-13,170,76,1102.47,3770.05
2022-03-25,89,53,3359.62,5326.51
2020-11-16,3,14,2587.2,5552.01
2022-03-28,373,100,997.83,2848.42
2022-03-29,276,4,3362.99,4621.26
2020-02-15,379,10,4913.45,1878.52
2023-01-06,149,17,1546.08,4135.89
2019-03-09,52,20,2734.45,4031.01
2023-05-19,216,82,1323.88,3189.47
2021-02-11,18,73,4914.65,1656.53
2021-01-05,103,86,2777.36,3832.94
2020-08-28,373,96,1216.06,4858.52
2023-07-14,157,39,2271.63,4836.84
2021-10-07,140,27,2083.57,5270.44
2020-03-09,120,79,1867.89,4261.07
2021-08-29,289,55,3200.74,1598.62
2019-07-31,66,88,4252.98,3739.54
2021-05-09,49,70,2682.97,5280.13
2019-09-08,289,36,4375.41,4589.61
2021-01-24,377,48,1451.22,5395.66
2020-05-07,361,51,4249.97,1579.12
2023-02-25,13,28,526.92,1380.59
2020-06-21,80,12,1080.48,5904.72
2023-01-19,168,47,802.6,3227.76
2019-02-08,127,25,4393.6,1250.36
2020-06-30,100,97,4586.19,3141.5
2019-12-07,202,58,3741.73,3802.47
2021-12-29,346,13,3951.78,4719.79
2022-05-25,369,81,1156.2,3221.36
2021-07-01,95,48,4305.08,5100.74
2020-06-01,157,11,2345.14,1220.89
2019-06-15,256,75,836.23,5647.78
2023-03-06,42,3,2613.72,4123.71
2021-10-30,382,9,4641.84,1601.69
2023-07-25,19,91,4364.23,4029.19
2019-07-08,103,32,2003.7,4035.22
2022-06-23,348,70,2882.98,5338.43
2023-05-20,190,61,1012.26,1472.5
2023-10-09,60,52,4239.46,5883.02
2019-02-23,63,6,3754.02,2197.22
2020-04-26,353,62,3038.28,4566.53
2020-03-18,281,44,2469.9,4493.75
2021-05-08,1,94,3345.24,1770.97
2023-06-13,123,75,4880.81,2743.3
2022-12-03,350,44,2914.77,5849.4
2022-02-17,89,53,620.28,2006.72
2020-05-13,271,91,4587.61,3719.29
2020-04-27,217,38,698.66,2239.3
2021-11-03,163,59,3535.87,4281.75
2021-07-24,35,52,2303.37,3567.86
2019-02-24,111,36,4127.53,5208.78
2021-03-19,190,49,2770.13,5351.78
2020-11-06,183,20,2686.54,1625.51
2020-07-04,308,18,4054.13,4142.2
2019-05-24,163,54,1003.54,4747.83
2022-08-30,177,25,4076.52,2569.88
2021-11-21,267,58,764.48,1713.07
2021-10-07,285,75,1529.55,5100.09
2019-11-02,141,77,1650.37,1611.41
2021-08-30,59,97,3090.39,2245.54
2021-01-04,207,85,1705.7,1587.38
2021-08-29,333,1,4598.17,1095.98
2020-08-28,296,56,3637.61,4609.64
2021-01-09,124,6,2426.37,1334.78
2023-05-12,290,15,1260.02,4860.98
2021-12-02,397,67,3443.36,4538.11
2023-10-26,376,43,2466.71,3997.65
2019-03-02,399,65,1054.17,3537.01
2021-11-12,19,57,2594.17,4723.73
2021-07-17,4,19,4024.29,5660.74
2021-07-15,189,62,1766.38,2534.8
2019-08-03,118,85,1048.68,3994.93
2023-10-13,41,78,2987.55,5647.37
2022-11-22,157,33,2136.52,2128.48
2019-08-18,397,15,615.33,2200.23
2019-08-02,206,92,961.99,5290.66
2023-11-24,121,45,1326.79,1334.11
2022-10-30,341,95,4514.44,3276.38
2022-11-13,323,65,1680.24,1649.18
2023-01-22,142,32,1152.7,4494.06
2019-01-04,372,39,4540.53,1002.13
2023-10-21,180,69,837.47,1907.96
2021-06-17,302,50,1464.72,2566.98
2019-07-28,103,16,3578.18,2255.84
2023-12-13,302,91,4118.86,5028.01
2023-04-22,274,58,4879.1,3238.88
2020-10-24,207,31,2415.5,3483.56
2023-06-23,317,70,3466.02,2881.89
2022-12-02,179,3,1911.07,2740.06
2021-05-17,19,65,1235.15,2777.75
2023-03-08,152,69,688.83,4220.59
2020-10-20,67,99,3141.67,2715.25
2023-07-01,214,50,4538.48,2503.57
2023-06-29,46,52,4709.73,2788.2
2022-08-07,206,86,3265.1,4445.55
2022-04-25,14,17,1889.02,5075.19
2020-02-12,116,14,2779.03,5221.73
2019-04-26,377,21,3635.09,5736.32
2021-10-28,116,63,3706.1,1760.57
2022-06-09,112,60,1877.66,1807.95
2021-01-20,210,54,4864.39,3942.34
2022-10-07,173,4,4399.91,4912.33
2022-04-13,385,25,909.64,3500.14
2019-05-19,188,43,1247.62,1236.35
2022-08-03,395,87,886.73,2700.93
2021-05-31,292,26,756.4,3938.88
2020-03-07,181,3,3110.8,2311.69
2019-06-26,361,87,744.15,4309.76
2021-08-28,354,66,2691.9,3194.24
2021-05-01,68,75,3647.41,5162.82
2022-07-19,236,43,4107.33,3061.34
2022-01-30,288,62,2276.31,2147.25
2021-02-15,8,12,2054.92,1180.62
2022-01-14,241,43,2420.43,3620.41
2022-03-01,229,27,1020.96,1639.83
2019-01-09,149,85,4601.9,3629.03
2023-05-19,77,63,4141.49,3969.6
2022-08-24,67,59,2962.25,2751.3
2022-11-23,169,69,4355.38,5654.08
2019-11-16,30,44,4960.98,5879.91
2020-07-07,43,44,3769.72,3370.4
2023-05-06,338,50,2696.75,4716.86
2019-08-05,302,26,4596.16,1693.63
2021-11-19,397,60,4620.18,3114.07
2023-01-27,178,9,1128.44,4172.5
2019-08-03,233,76,3592.35,1151.08
2023-06-13,98,98,994.34,5473.34
2019-09-03,32,41,4519.44,2538.99
2022-06-02,16,50,1134.81,1058.74
2022-06-19,370,98,2231.01,1342.12
2019-09-02,221,61,2219.72,2062.58
2021-07-04,243,92,3112.3,1557.2
2022-02-05,122,66,924.62,2180.74
2019-07-24,394,20,4243.16,4829.92
2023-04-11,134,50,1161.63,2952.49
2019-07-18,166,20,1326.71,1699.38
2022-11-08,186,94,826.12,5513.73
2019-09-26,11,17,2608.64,1900.44
2023-07-11,194,21,1870.39,1044.12
2021-09-20,212,40,2152.84,4505.4
2020-12-15,251,47,2245.49,4982.28
2021-11-17,135,24,1350.11,4975.8
2022-12-11,86,96,558.93,1249.91
2022-07-17,63,50,1668.99,5973.73
2022-10-20,8,15,4822.06,4218.46
2023-03-10,200,86,4549.29,5023.03
2023-12-29,115,13,3928.94,1162.04
2019-11-04,244,8,2039.58,2948.95
2019-03-31,165,81,4854.3,2143.63
2022-05-21,204,76,806.49,1684.63
2021-12-24,308,90,2283.03,5485.51
2023-05-30,25,34,2711.36,5076.81
2020-06-21,59,33,2883.59,5427.63
2021-08-10,116,58,4305.52,5285.54
2020-12-20,179,45,2052.74,2805.67
2022-08-11,307,54,3634.1,2060.38
2020-06-29,129,89,4542.79,3277.62
2021-02-16,242,63,875.35,5473.25
2020-04-07,37,28,2350.87,5816.45
2019-09-14,32,55,1495.01,1086.95
2019-06-05,314,50,1686.48,1954.09
2021-05-25,133,73,4903.45,4190.84
2023-01-05,201,39,3932.84,2956.81
2023-08-22,198,50,3449.29,3087.39
2022-12-01,193,57,4528.12,5519.36
2022-06-18,273,14,4576.75,1078.92
2022-08-25,41,69,2538.59,1762.89
