Order_ID,Date,ShippingMethod_ID,Warehouse_ID,Delivery_Days,Shipping_Cost,Late_Flag
72598,2021-08-22,2,2,5,44.88,0
15677,2021-11-03,3,6,8,14.99,0
41733,2022-08-07,3,2,12,16.02,0
12306,2022-02-22,2,10,8,17.46,0
22586,2021-01-21,1,1,7,38.9,0
41420,2021-07-29,1,2,12,28.95,0
27300,2022-01-20,1,3,10,19.39,1
29890,2019-05-29,2,6,11,32.12,0
45734,2019-07-08,1,5,1,5.7,0
85267,2020-09-26,2,5,11,9.75,0
3999,2019-05-19,1,5,7,23.45,0
1936,2019-12-21,2,10,10,44.29,0
14356,2021-07-08,1,8,6,47.85,0
50047,2019-02-21,1,2,9,29.26,0
8189,2022-03-06,1,7,13,2.36,0
652,2020-11-25,1,8,13,11.53,0
17629,2019-11-16,3,3,8,46.91,1
42187,2021-10-08,2,6,5,27.83,1
50619,2022-01-24,3,7,4,22.27,0
33702,2022-11-26,2,7,9,19.66,0
81783,2020-08-06,3,8,5,28.33,0
86245,2020-06-02,2,6,13,32.89,0
81189,2021-02-22,2,5,13,49.51,0
82964,2021-05-27,1,6,8,27.25,0
65510,2019-08-14,1,5,5,45.17,0
83053,2020-03-19,3,4,6,36.76,0
7757,2022-03-05,3,4,4,17.65,1
44749,2019-01-18,2,7,3,31.95,0
98320,2020-06-20,3,6,5,24.99,0
36430,2023-08-08,1,9,8,34.08,0
56507,2023-06-21,2,9,12,4.81,0
75966,2020-09-07,3,4,12,11.99,0
90673,2023-04-21,2,9,9,8.74,0
3643,2019-10-17,1,4,10,23.28,1
46005,2022-10-24,2,8,1,49.95,0
23362,2019-01-03,3,1,10,30.31,0
58812,2023-03-31,1,8,13,27.01,0
55643,2022-09-12,3,7,2,20.0,0
39710,2020-07-30,3,1,2,4.13,0
12027,2022-10-15,1,2,8,28.84,0
32980,2023-05-26,2,4,5,2.27,0
95394,2019-07-09,3,8,1,22.26,0
4666,2019-09-04,1,7,13,3.06,0
78574,2019-04-08,1,2,3,27.14,0
37526,2022-08-23,1,1,9,33.68,0
95004,2019-12-29,1,7,7,12.42,0
1021,2023-04-05,3,3,1,46.52,0
56313,2023-09-23,3,7,3,44.62,0
45836,2021-02-24,3,7,8,38.72,0
88593,2020-09-09,2,6,6,10.58,0
78560,2020-10-09,2,3,9,25.12,0
87665,2020-08-15,1,9,4,10.13,1
99594,2022-02-19,1,5,4,41.44,0
69803,2019-12-17,3,10,7,6.59,0
56694,2020-04-25,2,3,6,8.07,1
76382,2023-01-21,3,3,7,5.34,1
83308,2020-10-19,1,2,6,24.84,0
78424,2020-12-05,3,3,13,28.7,0
4388,2022-04-05,2,3,8,45.82,0
80671,2023-03-10,3,8,11,21.05,0
96646,2019-05-03,2,9,10,26.25,0
45933,2020-01-16,3,2,6,27.84,0
43310,2022-12-27,3,3,3,39.32,0
7022,2022-05-05,3,10,2,30.43,0
48444,2023-05-14,2,9,2,35.19,0
95074,2020-12-30,2,6,12,4.22,0
8856,2022-09-08,3,3,1,21.86,0
25215,2022-05-19,2,3,5,38.55,0
66566,2023-04-01,1,4,10,8.9,0
57936,2019-08-31,1,3,10,18.36,0
50503,2023-09-17,3,5,13,42.23,0
61115,2021-10-23,2,10,12,47.22,0
45552,2020-04-28,3,4,3,11.87,0
12636,2022-10-02,2,3,4,40.71,0
17875,2023-06-10,1,8,11,48.96,0
56072,2021-09-27,1,7,8,19.71,0
80508,2020-07-12,1,6,7,24.06,0
27414,2022-04-07,3,2,7,48.44,0
78430,2019-07-08,1,8,8,44.95,0
25624,2022-08-25,1,10,9,16.81,0
7590,2023-03-18,1,5,10,32.24,1
89090,2020-02-11,2,7,7,14.01,1
47113,2023-11-08,2,5,2,17.22,0
99149,2019-01-25,3,9,8,10.05,0
28633,2023-02-02,1,1,11,19.4,0
86692,2020-03-02,1,4,12,27.12,0
9347,2021-01-13,2,8,6,16.04,0
18504,2022-07-13,2,5,10,7.42,0
57787,2019-12-21,3,7,5,5.9,1
78323,2021-07-20,3,10,9,36.07,1
19044,2021-02-04,2,10,11,3.37,0
69464,2021-05-23,3,7,2,49.93,1
31961,2022-04-22,2,8,5,34.18,0
69272,2022-05-17,3,9,4,46.27,0
41631,2020-08-15,3,4,8,32.7,0
96925,2019-12-20,3,1,5,30.06,1
87961,2023-05-24,2,10,6,8.74,0
12656,2022-05-31,3,9,6,21.67,0
93763,2021-01-19,1,4,1,32.61,1
92868,2021-06-03,2,3,11,16.32,0
5981,2021-05-18,3,6,7,46.16,0
92584,2021-06-30,2,9,2,27.62,0
90498,2022-08-26,1,9,2,19.01,0
39867,2020-08-27,1,6,9,37.61,0
75324,2020-04-01,2,3,11,2.9,0
63968,2021-03-27,3,9,13,20.15,0
33224,2022-09-12,3,6,11,33.18,0
97183,2021-01-15,3,8,6,41.33,0
60868,2023-08-21,1,9,6,37.31,0
79941,2020-12-12,2,2,4,22.66,0
57966,2020-02-14,3,9,13,39.71,0
43632,2021-02-28,1,3,2,3.76,0
20172,2022-11-04,1,1,5,5.69,1
73030,2020-09-16,1,9,4,38.23,0
51062,2022-04-25,2,3,8,7.85,0
59436,2023-03-26,1,3,8,25.26,0
60293,2022-04-01,3,2,12,19.94,0
87422,2021-03-15,2,3,12,31.12,1
51841,2020-07-27,1,4,13,25.28,0
82684,2020-03-22,2,1,1,39.04,0
8051,2020-12-22,2,8,10,2.54,0
2409,2020-10-18,3,9,11,44.68,0
46099,2022-11-25,1,3,13,24.03,0
53198,2019-12-30,2,1,8,22.88,0
82480,2021-12-07,1,1,1,27.77,0
89743,2021-09-14,1,6,4,34.11,0
66275,2021-10-12,2,8,1,13.29,0
35010,2019-04-07,2,4,4,20.72,0
22514,2020-02-06,3,10,12,16.21,0
4374,2022-10-11,1,6,11,10.23,0
49572,2019-04-28,1,1,1,46.19,0
693,2021-03-23,2,4,11,16.98,0
98886,2020-03-11,3,7,4,49.44,0
63888,2023-10-15,2,8,1,25.82,0
82857,2022-10-01,3,4,8,31.66,0
33562,2020-10-13,1,6,10,19.9,0
35000,2023-05-07,3,4,8,22.05,0
28157,2021-03-07,2,3,9,42.01,0
82944,2023-03-16,1,2,4,21.92,1
92590,2023-12-05,3,2,11,37.5,0
90768,2023-11-20,1,7,2,4.31,0
43658,2022-02-25,3,9,8,3.5,0
1733,2023-06-10,1,5,12,6.63,0
83681,2021-08-12,1,5,13,45.86,0
65566,2021-12-17,1,7,7,23.63,1
620,2021-09-13,1,10,13,44.57,0
38206,2023-10-23,2,3,4,25.17,0
89052,2021-12-24,1,7,4,42.54,0
96363,2020-08-15,2,7,13,43.69,0
88508,2021-01-11,1,7,13,2.17,0
50137,2021-04-23,2,8,7,34.67,1
58618,2022-06-23,3,5,2,25.66,0
21281,2021-10-07,1,1,2,48.44,0
90646,2019-12-02,1,1,2,20.91,0
47616,2023-10-18,2,3,9,22.14,0
72441,2019-12-12,2,4,5,20.69,0
25384,2023-04-17,3,5,9,39.41,0
46925,2019-09-06,2,10,11,39.9,0
44045,2021-12-17,3,6,13,28.53,0
7205,2021-08-25,3,1,3,9.8,0
10075,2021-06-12,1,8,7,33.53,1
85474,2021-11-03,2,6,1,13.62,0
22580,2021-11-17,2,2,11,49.73,0
26902,2021-08-19,3,1,1,31.3,0
56236,2019-12-04,2,10,11,3.71,0
1440,2020-07-03,2,4,6,2.75,0
10731,2022-10-08,3,3,1,48.15,0
12542,2019-04-11,1,10,11,17.37,0
31306,2022-01-27,3,6,10,26.54,0
63541,2023-01-07,2,4,6,2.44,0
34269,2023-06-13,2,5,6,48.32,0
31068,2021-10-20,2,10,11,44.77,0
13223,2023-12-23,1,8,5,10.14,1
20977,2021-12-29,2,7,1,5.94,0
59250,2020-12-29,1,6,7,26.87,1
11376,2023-06-25,1,10,12,31.72,0
83191,2021-11-13,2,4,3,23.86,0
55769,2019-04-09,3,5,13,26.67,0
23515,2019-10-20,2,7,3,4.12,0
38876,2021-03-31,3,4,6,17.81,0
93947,2021-02-05,1,2,11,14.64,0
63962,2022-01-21,1,6,4,12.87,0
9127,2023-06-19,3,5,7,31.46,0
86085,2021-09-04,2,5,5,19.08,0
522,2022-10-08,2,2,9,39.43,0
20774,2020-03-11,1,9,10,11.75,1
93634,2019-10-28,1,1,3,9.7,0
78397,2021-03-09,3,4,13,7.66,0
17235,2020-03-05,1,2,3,44.46,0
79966,2021-04-28,2,7,3,29.42,0
65795,2020-03-25,3,10,3,27.58,0
85618,2022-06-19,1,10,1,6.81,0
10457,2022-02-21,2,4,3,2.94,0
34623,2019-08-20,3,7,10,40.85,0
46066,2019-05-18,1,1,13,4.17,0
48238,2023-07-21,2,1,7,13.62,0
72623,2019-01-14,2,2,8,10.77,0
58956,2023-12-13,3,10,1,3.16,0
88995,2021-04-20,1,6,12,24.16,0
586,2020-10-30,1,1,10,5.66,0
70479,2022-07-10,2,2,5,30.51,0
71609,2023-02-28,3,2,10,6.89,0
23053,2023-01-31,3,8,11,41.99,0
60291,2020-02-06,2,7,9,39.77,0
9679,2022-11-14,2,1,9,43.39,0
54979,2021-11-03,1,1,1,4.59,0
15757,2021-01-31,3,7,8,40.52,0
18588,2022-05-14,1,3,9,35.66,0
12981,2020-05-04,3,5,7,22.75,0
99469,2019-12-30,2,6,2,39.58,0
73087,2020-12-07,3,5,3,16.33,0
54433,2019-11-01,1,8,7,27.8,1
97091,2021-11-17,3,5,2,5.44,0
1626,2020-09-01,1,10,4,32.52,0
9791,2023-05-12,2,3,5,48.6,0
87966,2023-10-05,2,4,7,13.43,0
75242,2020-11-22,3,10,12,28.37,0
83378,2020-04-19,2,8,10,48.25,0
55692,2021-01-17,3,9,2,28.99,0
14696,2019-04-18,2,7,7,20.57,0
21777,2020-06-14,1,8,7,8.8,0
29128,2021-09-09,2,1,11,25.31,0
39233,2021-05-19,1,3,2,22.38,0
15540,2022-01-03,3,9,9,36.79,0
66919,2019-05-26,3,2,2,6.67,0
46938,2023-08-27,1,8,2,38.82,0
76919,2019-01-04,3,2,4,19.78,0
79020,2019-04-14,2,8,1,40.7,0
48478,2021-09-21,1,5,12,46.61,0
17093,2022-04-09,3,2,11,26.09,0
14329,2019-09-01,2,8,9,8.07,0
23164,2019-08-01,3,1,1,5.76,1
859,2023-10-15,3,9,4,43.54,0
89577,2021-03-26,3,8,6,45.03,0
24059,2019-06-01,2,1,12,11.05,0
52233,2021-04-17,2,6,3,45.61,0
37086,2022-08-10,1,6,10,22.95,0
38979,2020-10-27,3,4,8,5.57,0
67568,2019-10-22,2,4,5,23.64,0
12575,2023-06-01,1,2,7,29.93,1
45166,2023-05-14,2,10,9,18.27,0
55356,2022-01-19,1,2,6,25.92,0
64130,2023-05-04,3,10,5,10.38,0
16384,2023-02-08,3,9,12,15.77,0
18546,2023-05-08,2,8,2,3.65,0
26353,2019-06-09,1,3,9,23.53,1
29709,2019-01-05,2,5,6,5.7,1
89748,2021-02-21,1,2,9,12.37,0
73816,2021-08-14,2,5,3,15.92,0
608,2021-12-01,3,10,8,43.29,0
17491,2023-04-23,3,2,3,45.33,0
92433,2022-04-25,2,4,3,45.2,1
8690,2022-10-04,3,1,7,3.15,0
69577,2019-09-18,2,9,13,10.1,0
54374,2020-01-28,3,4,12,47.2,1
59566,2022-08-21,1,2,10,10.49,0
27857,2019-10-21,3,9,3,10.45,0
4064,2021-02-03,2,9,8,42.71,0
50093,2019-01-22,2,10,4,24.64,0
11331,2021-07-11,3,3,4,49.93,1
89452,2023-03-14,2,4,11,23.97,1
69715,2023-05-20,2,6,12,49.06,1
31121,2023-10-22,1,6,3,12.45,0
45484,2019-04-23,1,4,12,20.75,0
27369,2022-03-05,3,6,4,38.18,0
42887,2022-04-03,2,10,4,47.87,0
96503,2022-08-04,2,4,4,28.18,1
50289,2020-11-24,2,9,8,29.54,0
99512,2020-03-22,1,7,11,48.45,0
8522,2022-08-06,1,1,11,25.52,0
44529,2023-09-07,1,10,13,7.09,0
83100,2020-07-21,1,8,1,34.38,0
54452,2021-03-09,1,2,5,48.52,1
94727,2021-08-29,3,4,5,24.13,0
90770,2020-11-15,1,1,9,24.85,0
5914,2023-08-08,3,4,7,27.03,0
72140,2023-05-28,1,8,2,6.41,0
61952,2022-11-03,3,4,5,37.74,1
69387,2022-03-10,1,1,4,3.23,0
71123,2020-06-12,3,8,12,35.96,0
35129,2023-07-25,3,6,8,2.94,0
41466,2019-04-02,3,6,8,32.34,0
8879,2022-08-12,3,3,7,3.45,1
72506,2022-10-16,1,8,8,37.41,0
23773,2022-05-18,1,4,6,40.9,1
59573,2021-02-26,1,8,6,41.38,0
9216,2023-07-21,2,2,7,46.63,0
64369,2021-01-01,1,10,3,40.89,0
22300,2020-02-05,2,5,10,7.42,0
89599,2021-05-30,1,10,8,2.69,0
73565,2020-02-08,2,7,8,10.29,0
74883,2020-09-25,3,1,12,33.55,0
46024,2019-04-04,3,5,1,48.91,0
38489,2020-12-09,3,10,1,12.15,0
61322,2021-06-26,2,8,13,4.49,0
76866,2023-12-01,1,2,5,8.0,0
84315,2023-05-31,3,7,8,5.03,0
6662,2020-01-06,3,2,11,40.44,0
42751,2022-09-23,3,10,13,26.27,0
74809,2019-03-28,3,7,11,16.28,1
20880,2020-06-03,1,8,9,14.17,0
20889,2022-02-01,3,5,13,49.13,0
97028,2020-03-11,2,6,2,4.26,0
89607,2020-11-18,2,4,4,4.97,0
41636,2020-01-11,1,3,6,29.14,0
59426,2023-09-08,3,10,5,22.31,0
3422,2020-12-14,2,1,2,19.04,0
26073,2022-05-19,3,10,4,24.49,0
55636,2020-12-22,2,5,12,45.54,1
39952,2021-04-12,1,2,1,13.04,1
64891,2022-05-16,1,4,9,32.16,0
52073,2021-06-16,1,1,8,4.62,0
39379,2021-11-04,1,2,3,21.28,0
77678,2023-05-16,1,2,9,3.16,0
7931,2021-10-18,3,6,2,2.54,1
18048,2022-03-10,2,5,4,47.86,0
52528,2022-05-23,3,9,6,43.0,0
9455,2021-04-27,3,3,5,16.74,0
84953,2022-10-28,3,3,12,48.98,0
22616,2019-08-16,1,8,4,24.02,0
56325,2020-06-20,2,10,9,32.24,0
9684,2022-11-04,3,4,6,15.33,0
84500,2020-12-13,2,2,3,28.8,0
75269,2020-06-20,1,6,1,13.06,0
422,2021-08-22,2,3,10,34.69,0
30509,2022-07-30,1,3,10,10.32,0
37221,2019-04-20,2,4,4,31.7,0
97190,2019-07-01,1,4,1,33.34,1
83782,2019-05-23,3,9,12,24.25,0
94060,2021-11-02,1,8,8,21.28,0
20454,2020-11-15,3,2,13,26.23,0
16334,2019-03-03,3,1,12,5.71,1
65679,2022-09-27,3,7,4,36.71,0
53461,2020-07-21,3,1,12,7.39,0
3554,2021-04-28,1,2,12,2.57,1
19781,2019-08-17,1,4,8,7.74,0
19784,2020-04-20,2,10,11,25.19,1
43271,2022-08-31,3,5,8,12.21,0
23716,2022-09-25,3,8,11,3.09,0
83579,2020-03-18,2,4,11,4.77,0
49827,2021-05-23,2,9,4,6.48,0
65617,2023-04-15,1,8,2,20.35,0
83827,2021-12-11,1,6,1,13.62,0
94064,2022-11-19,3,5,13,19.15,1
70599,2019-09-01,1,9,8,38.68,0
19548,2023-03-26,1,10,9,22.02,0
46535,2020-06-14,2,10,4,25.52,0
39811,2021-05-08,3,3,6,21.65,0
88899,2021-11-30,3,5,9,2.84,0
65309,2020-02-07,3,7,4,15.07,0
70586,2021-07-25,2,1,4,3.74,0
55826,2022-04-24,1,5,7,8.08,0
15779,2021-05-13,3,3,3,3.5,1
32167,2019-04-13,1,3,11,28.77,0
68927,2020-08-17,2,10,2,19.83,1
82958,2021-04-25,2,3,2,41.93,0
66459,2022-05-12,1,5,10,3.23,1
27563,2020-11-22,3,4,8,32.62,0
13371,2022-03-02,1,9,4,47.6,0
48745,2022-07-19,1,2,1,7.13,0
92711,2023-04-12,3,10,5,15.05,0
80192,2019-04-20,1,5,12,33.19,0
69969,2020-09-21,2,7,2,12.63,0
16443,2022-02-25,3,4,7,44.0,0
17622,2021-05-13,2,1,1,36.33,0
35198,2022-01-28,2,3,12,17.49,0
39008,2020-02-04,1,10,2,41.87,0
29352,2020-09-24,2,5,5,49.46,0
71142,2022-10-09,2,9,9,49.9,0
73102,2022-04-07,1,4,2,30.95,0
56105,2021-08-29,2,5,12,42.88,0
27711,2020-05-26,1,6,7,36.11,0
74467,2021-04-23,3,3,7,32.73,1
5545,2021-03-04,3,4,1,16.11,0
61473,2022-10-19,3,10,1,32.6,0
33694,2022-07-07,1,6,7,37.58,1
2325,2023-09-14,3,2,6,14.03,1
58798,2020-09-11,1,10,12,32.83,0
86971,2020-07-16,3,5,4,48.17,0
1568,2021-01-27,1,4,10,36.24,0
16606,2019-04-29,1,1,9,3.59,0
74953,2019-09-17,3,4,10,28.83,0
94620,2023-07-21,1,1,13,8.59,0
22409,2022-09-29,2,8,1,19.97,0
84214,2022-12-26,2,10,7,15.58,0
35419,2021-06-12,1,2,2,36.8,0
27407,2021-04-30,2,7,7,5.3,0
55149,2019-07-12,1,6,2,11.06,0
14919,2021-04-29,2,3,2,16.33,1
54505,2022-07-15,2,8,1,16.96,0
98062,2023-09-06,1,5,7,13.5,1
58971,2023-08-14,1,5,13,3.72,0
66980,2020-03-31,3,6,3,15.4,0
16190,2022-06-16,3,2,13,41.83,0
92465,2021-02-27,1,4,9,38.59,0
60892,2019-06-24,2,7,4,16.77,0
44758,2022-05-27,1,9,11,17.44,0
93654,2021-08-26,3,4,3,46.55,1
71008,2023-02-24,2,5,2,30.62,0
18569,2021-03-12,3,8,6,39.84,0
99448,2023-01-19,2,6,9,11.79,0
12133,2022-11-17,2,4,4,28.95,0
93852,2023-11-01,3,3,7,6.79,0
76278,2020-12-17,1,6,1,45.15,0
46183,2022-08-10,1,4,3,32.02,0
42599,2019-04-10,1,5,9,20.84,0
48400,2020-07-08,2,2,11,21.74,0
49116,2022-07-16,3,6,5,2.87,0
38887,2022-09-29,1,3,12,28.62,0
53717,2021-02-11,1,10,7,22.56,0
28989,2021-08-22,2,7,5,41.6,0
67777,2023-06-15,3,4,10,47.7,0
64001,2019-07-16,3,6,5,23.82,0
97727,2022-11-16,3,1,2,41.84,0
8763,2022-05-20,3,4,5,31.96,0
33603,2022-08-21,2,3,1,39.7,0
13996,2020-11-04,1,9,9,29.47,0
59007,2019-05-17,2,7,13,41.45,1
50905,2022-10-06,3,10,2,2.58,0
37929,2023-06-18,2,6,9,29.58,0
40508,2020-01-25,2,2,6,28.27,0
35193,2021-01-02,3,3,6,12.84,0
18243,2022-06-07,2,9,8,9.87,0
91720,2021-05-20,3,3,10,25.13,0
20808,2019-12-28,3,6,9,14.89,0
74131,2023-01-22,3,2,8,19.01,0
32639,2020-02-05,2,5,1,31.43,0
60090,2022-12-08,1,9,1,37.63,0
23317,2019-08-11,2,1,12,20.64,1
52071,2022-07-03,3,5,8,40.96,0
88015,2023-03-01,2,1,6,26.18,0
69352,2023-01-25,2,7,13,37.91,0
52401,2023-06-28,1,6,13,8.04,0
31656,2023-09-03,2,7,10,19.53,0
345,2023-12-03,3,2,11,10.34,0
24797,2021-05-04,3,3,1,3.76,0
81425,2023-06-14,2,10,2,32.31,0
61256,2019-08-28,3,8,1,6.8,0
52179,2023-08-26,3,6,6,24.88,0
46244,2022-12-17,2,8,9,32.67,0
72038,2022-05-30,2,9,4,30.78,1
32202,2021-01-08,3,5,2,6.92,0
94775,2023-04-14,2,1,10,11.07,0
16296,2019-12-30,2,4,2,4.1,0
49494,2023-05-20,2,1,7,8.44,0
91409,2019-01-01,2,5,4,19.14,0
42324,2019-12-30,1,8,11,43.24,0
86736,2023-03-17,2,7,10,43.08,1
45399,2023-10-15,1,5,10,24.38,0
7102,2020-02-28,2,7,13,6.85,0
69687,2021-09-13,1,4,4,46.43,0
90436,2019-01-17,2,1,13,22.58,1
88488,2023-01-09,3,6,10,34.12,0
18719,2022-07-09,1,5,11,11.39,0
2414,2019-11-01,1,3,1,35.14,1
44654,2020-09-27,2,3,8,2.26,0
17944,2019-06-11,2,10,5,25.44,0
73845,2022-11-25,3,7,5,16.92,1
59477,2020-06-24,1,2,13,37.46,0
35667,2019-09-16,1,6,5,25.2,0
44630,2021-01-19,2,8,1,11.96,0
96795,2021-04-29,1,5,12,22.1,1
47657,2023-10-17,3,9,11,41.13,1
7750,2019-03-26,2,4,2,47.88,0
10601,2020-10-08,2,8,8,39.94,1
98263,2021-02-20,1,1,4,40.13,1
41185,2021-08-08,3,4,4,29.34,0
41715,2020-07-21,2,3,6,26.73,1
31715,2021-02-11,1,4,12,25.47,0
47601,2020-05-09,2,9,13,42.74,0
57246,2023-07-01,1,2,7,49.43,0
27202,2022-05-20,3,5,7,24.49,0
51471,2019-11-22,2,10,2,6.65,1
54995,2021-02-09,3,6,6,21.33,0
67795,2023-07-22,2,4,9,15.51,0
37044,2019-12-06,3,8,3,42.56,0
14306,2022-09-30,2,3,2,45.2,0
34042,2019-01-17,1,10,6,18.25,0
72997,2021-09-28,3,6,1,21.96,0
27917,2023-11-15,2,9,4,35.67,0
96297,2019-05-09,2,10,5,25.09,0
9973,2022-06-07,3,9,7,21.03,0
36147,2021-04-20,3,8,13,10.12,0
33365,2020-07-07,3,9,6,23.95,0
96101,2023-08-22,2,10,12,43.59,0
37836,2022-02-01,1,4,1,38.16,0
50302,2019-03-03,1,2,11,42.95,0
85264,2020-04-06,2,4,4,2.88,0
22937,2019-09-05,1,2,8,28.22,0
73122,2023-05-14,2,4,2,29.02,1
16385,2021-12-27,2,4,6,8.16,0
62574,2023-10-13,3,8,2,19.95,0
29317,2023-10-29,3,7,13,40.37,0
13444,2021-03-03,3,2,8,6.59,0
34451,2021-09-13,3,5,4,29.2,0
78012,2019-12-11,2,3,10,15.97,0
38485,2021-11-25,3,2,12,23.23,0
18363,2023-04-02,3,7,7,38.56,0
25490,2022-06-11,2,3,12,44.86,0
13549,2020-09-24,2,1,3,4.58,1
28440,2019-06-05,2,6,4,28.24,0
57573,2022-07-25,1,1,11,18.75,0
68635,2020-05-07,1,4,7,31.56,0
60711,2023-07-27,2,7,4,39.48,0
86455,2020-03-21,2,4,12,9.99,0
92228,2019-07-06,1,7,13,41.57,0
64593,2022-12-22,3,10,8,12.04,0
24844,2023-10-01,2,4,7,45.7,0
23786,2022-07-07,3,1,5,48.5,1
47792,2022-04-02,3,8,7,42.17,0
53285,2022-12-18,1,10,7,43.58,0
6933,2021-05-26,3,5,7,34.15,0
17472,2023-05-17,2,3,2,21.44,0
91533,2019-02-24,1,3,9,15.83,0
70068,2021-08-26,3,5,4,48.22,0
94977,2022-08-06,1,10,8,28.74,0
68452,2022-12-29,1,9,13,19.1,0
35860,2023-09-04,1,10,11,18.27,0
40900,2019-05-07,3,9,10,32.88,0
77337,2021-06-02,1,8,6,38.28,0
10567,2023-12-11,2,6,5,2.36,0
72844,2021-01-30,1,8,2,16.81,0
6820,2020-09-27,2,6,2,45.72,0
70793,2022-03-08,3,7,9,17.12,0
47776,2021-03-16,3,1,5,37.58,0
62670,2021-12-30,1,5,13,28.77,0
12791,2019-12-18,2,5,9,35.04,0
72525,2019-08-01,2,7,3,43.98,0
56840,2020-03-23,3,8,3,16.89,0
13279,2022-10-14,1,4,11,28.19,1
39612,2019-05-15,1,9,9,48.19,0
37411,2021-08-26,3,4,11,6.96,0
1297,2020-07-01,1,9,13,14.11,0
85183,2023-02-07,3,4,2,20.82,1
35490,2022-09-14,1,9,10,3.45,0
26334,2022-03-09,1,5,2,25.02,0
46285,2021-08-24,3,4,7,48.09,0
6634,2023-04-25,2,7,7,5.26,0
17084,2019-05-31,2,1,5,14.67,1
13381,2019-01-08,2,3,1,42.57,0
24805,2021-07-22,3,5,13,9.2,0
42357,2021-03-20,1,1,12,21.17,0
16630,2019-09-18,1,7,5,36.13,0
14794,2022-11-14,1,9,1,42.25,0
95293,2021-07-23,1,6,1,46.35,0
46346,2020-05-28,1,4,12,19.42,0
65192,2020-06-13,3,7,7,35.45,0
27508,2021-12-06,3,5,2,44.84,0
61987,2019-11-08,2,5,11,38.56,0
71196,2019-10-02,3,5,9,10.34,0
68051,2021-11-13,1,10,5,32.48,1
5736,2020-06-21,3,6,10,19.07,0
29059,2023-06-15,1,5,9,7.59,0
92083,2022-08-28,1,10,3,27.13,0
1373,2020-05-07,3,2,7,9.31,0
37943,2020-01-08,1,1,3,31.19,0
27233,2023-05-12,2,7,10,13.97,0
46693,2019-11-28,1,2,13,40.78,1
50941,2019-09-12,1,5,6,18.53,0
51137,2021-12-22,2,10,12,27.67,0
83257,2023-02-20,2,1,5,48.18,0
10891,2021-12-18,2,1,12,7.56,0
73645,2023-09-25,3,3,3,19.93,1
66780,2023-09-04,2,4,12,12.8,0
68240,2023-07-29,3,8,13,12.34,0
92180,2021-07-25,2,2,11,2.97,0
74617,2022-02-03,1,3,6,32.55,0
96510,2022-03-31,2,8,9,29.32,0
11931,2021-11-10,1,7,5,30.13,0
65742,2020-01-14,1,6,8,12.79,1
56837,2021-10-01,3,5,2,18.62,0
46138,2023-01-25,2,7,4,22.87,0
82744,2019-09-30,2,6,4,44.1,0
20961,2020-04-06,2,4,6,15.31,0
71498,2020-06-09,2,10,6,18.01,0
43580,2019-12-16,3,3,2,11.14,1
57233,2020-01-10,2,3,9,8.11,0
74237,2020-10-27,3,9,2,48.83,0
68570,2020-12-06,1,9,12,20.59,0
78153,2021-03-16,3,10,12,24.04,0
2533,2021-12-18,3,2,2,15.03,1
6472,2022-08-11,3,6,13,6.6,0
77907,2021-12-28,1,1,10,30.36,0
94055,2021-09-07,1,1,9,25.63,0
46097,2022-05-30,2,1,2,31.11,0
84482,2019-04-16,3,1,6,19.03,1
462,2020-10-30,1,8,13,40.35,0
63074,2020-11-14,3,5,10,39.87,0
30505,2020-03-03,1,3,6,37.85,0
78069,2022-12-28,2,1,10,22.27,1
9529,2019-08-30,1,3,9,40.53,0
76822,2023-07-03,3,5,11,40.17,0
35988,2020-11-26,3,7,7,13.2,0
27257,2022-12-18,2,5,11,13.86,0
28609,2019-12-20,2,1,5,44.51,0
35417,2020-06-24,2,10,13,46.05,0
50142,2022-11-07,3,5,2,38.55,1
54622,2023-11-11,1,5,9,37.0,1
35582,2020-03-23,3,3,8,8.29,0
64201,2022-11-04,1,4,4,26.42,0
57485,2021-06-28,2,4,13,10.95,0
20546,2023-10-28,1,4,8,14.84,0
40925,2019-11-14,3,9,11,12.08,0
90053,2022-08-30,3,2,13,3.88,0
82718,2023-07-26,3,9,13,37.74,0
58439,2022-08-17,3,6,13,28.37,0
19079,2020-07-23,3,8,9,42.41,0
7172,2019-01-06,1,1,11,36.3,0
68845,2021-10-15,2,10,2,34.16,0
60159,2020-03-25,3,2,12,32.3,0
6338,2020-06-24,1,7,1,14.3,0
37135,2020-02-16,3,7,9,36.83,0
85935,2022-03-31,1,7,8,8.07,0
78126,2019-03-14,3,4,3,46.05,0
8951,2020-07-04,3,3,9,6.02,0
67818,2019-12-20,2,9,8,16.38,0
44908,2023-04-17,3,2,10,9.82,0
81201,2021-05-22,3,10,4,34.54,0
21823,2021-12-10,2,6,4,35.72,0
38874,2020-11-28,3,3,8,31.82,0
60517,2023-02-19,3,1,13,10.24,0
84916,2019-09-09,1,8,3,13.36,0
26727,2019-01-26,2,1,5,18.08,0
10101,2023-03-01,1,9,11,19.26,0
64184,2023-07-29,3,6,12,12.94,1
81829,2021-07-21,1,6,9,8.41,0
63568,2019-12-22,1,10,10,33.4,1
86627,2019-02-18,1,9,3,41.5,0
48718,2020-11-23,3,1,12,43.85,0
14694,2021-06-19,1,8,3,30.95,0
49165,2020-12-17,3,1,4,47.44,0
17567,2020-12-29,2,6,11,13.51,0
26669,2021-09-01,3,7,9,42.37,0
9447,2022-01-07,3,1,2,7.97,0
