Date,Campaign_ID,Spend,Impressions,Clicks,Leads
2019-09-19,29,1780.29,44948,1531,56
2020-10-28,3,588.48,35025,400,7
2022-12-29,11,363.32,32050,114,52
2023-08-23,22,246.36,4271,787,31
2022-05-05,15,929.81,17645,353,46
2023-06-23,2,996.08,11071,1045,32
2019-10-01,27,856.33,6768,532,81
2022-12-26,27,776.62,27566,1537,52
2019-10-05,17,1476.13,33609,1435,64
2022-07-04,16,196.89,23175,624,36
2022-05-10,15,692.42,42162,1153,71
2019-09-13,26,1006.38,30173,1514,80
2020-02-14,11,341.18,42782,1801,21
2020-08-12,21,1080.05,37830,1517,39
2021-01-04,21,1105.64,49703,1245,84
2023-05-22,22,1656.69,15494,1686,46
2022-12-29,21,1901.9,44307,680,91
2023-01-04,1,290.04,16890,1159,81
2023-07-04,21,1439.41,1499,1891,63
2022-01-19,6,570.09,23016,1396,96
2023-08-30,28,671.12,17323,1872,57
2022-10-28,14,1205.38,47270,1895,90
2022-11-16,13,378.32,35271,1970,20
2022-11-17,14,315.45,23016,1683,18
2022-07-10,16,645.49,12503,236,68
2023-06-06,17,971.44,15968,1252,54
2023-11-22,18,1198.17,44617,316,59
2020-09-09,16,1978.34,8524,1949,68
2019-10-24,23,475.02,13107,1560,90
2022-05-27,1,340.41,37225,1603,58
2023-05-11,29,1697.89,27957,1310,97
2021-10-27,2,1522.58,1849,992,44
2023-10-24,8,1116.49,38558,1676,33
2021-01-08,25,836.58,23097,784,30
2022-06-04,7,1147.62,27902,1037,96
2021-08-17,24,1867.53,10477,598,98
2020-05-04,11,1135.1,13299,1539,37
2021-03-05,7,1285.83,24636,125,61
2021-01-18,30,1009.67,7970,1359,44
2022-03-19,11,1972.33,24387,1024,54
2020-09-16,27,1201.18,49160,1445,30
2019-10-07,2,1836.4,45370,1956,42
2021-11-18,7,1511.68,14404,1473,91
2023-03-01,19,917.63,25938,1319,72
2022-05-20,2,1703.25,9240,393,58
2020-01-09,13,1880.47,2744,1683,82
2022-12-20,14,1815.11,6375,643,82
2023-05-24,19,1938.22,31369,1744,63
2020-09-01,25,603.73,21058,1414,89
2019-02-08,18,1839.4,18004,1322,44
2023-06-25,2,1510.89,29923,449,37
2022-07-02,6,1227.74,47759,1680,19
2023-12-19,23,323.01,37593,354,15
2021-05-20,29,1758.67,8228,1906,18
2020-01-10,25,1597.31,16778,1809,15
2023-09-20,17,409.82,39399,805,72
2022-11-02,24,1639.16,44455,1475,19
2020-02-27,22,1996.14,20593,323,0
2023-09-17,24,1854.14,4016,62,93
2022-11-16,25,1135.59,38392,1631,10
2019-03-23,12,716.04,22706,1820,47
2023-01-14,24,178.53,15667,552,26
2021-04-25,22,1407.38,5621,839,51
2023-08-25,1,1242.16,20170,1093,74
2021-10-05,26,445.49,20782,279,81
2021-04-30,24,1381.86,23920,547,7
2021-08-31,1,1539.48,45116,1527,28
2021-01-18,18,1330.49,36717,1144,85
2022-04-08,18,1625.1,21152,417,13
2022-06-26,27,651.07,16915,1338,45
2021-02-06,23,1297.5,20956,1295,46
2022-11-20,19,1262.37,19722,1579,6
2020-07-25,11,1858.6,23732,1282,66
2022-03-02,21,1517.82,47826,364,35
2019-12-18,23,1379.91,25034,1540,57
2022-05-15,30,1538.37,24632,791,50
2023-03-11,16,1378.19,27472,712,95
2020-05-07,27,1891.55,7961,207,70
2022-10-24,21,180.67,6039,755,43
2019-11-10,24,1330.24,22251,121,13
2023-09-08,24,1287.3,4152,1229,71
2020-01-26,2,1811.32,23970,924,29
2021-02-22,30,721.9,26535,420,55
2022-12-02,22,1526.48,35022,1189,53
2023-12-01,11,1783.65,16060,289,26
2023-11-02,4,389.43,37398,618,93
2022-03-30,25,686.97,48056,594,70
2022-11-10,10,1075.18,35290,484,99
2023-05-26,21,1771.58,7700,934,14
2019-04-23,5,1249.17,36255,1947,61
2022-02-20,20,1675.65,4362,1720,79
2020-05-16,17,457.87,42975,1194,4
2021-04-15,9,1321.8,21543,692,63
2022-01-31,12,314.79,42896,1225,86
2023-03-16,9,1125.79,33254,1177,58
2020-10-19,8,1467.66,32420,54,75
2022-09-26,26,1523.71,17298,304,65
2019-09-09,5,1544.44,45453,1637,73
2022-08-05,11,600.61,33027,1883,37
2021-03-27,30,1673.09,2720,850,92
2022-09-27,7,621.05,42116,336,99
2022-07-18,13,1166.74,10639,1797,21
2021-04-05,7,608.56,32776,1689,98
2020-04-13,21,1410.41,32180,1268,47
2019-09-22,28,1635.38,32061,1864,80
2019-11-10,28,507.88,41352,1777,68
2020-07-26,8,206.72,15609,932,69
2019-06-15,27,916.19,14496,54,3
2019-12-24,30,812.33,29123,1013,86
2020-11-25,15,321.45,27113,700,16
2019-08-26,23,281.29,43328,1815,14
2022-12-23,27,360.06,7647,1321,43
2019-06-13,4,1980.84,19802,1026,30
2019-01-12,22,103.22,37196,1196,37
2019-05-29,14,237.22,28957,1652,36
2023-11-12,18,1090.53,15140,1766,37
2023-01-16,3,166.47,49367,274,89
2019-08-27,15,994.52,28076,1606,65
2019-07-08,10,532.16,44151,1634,9
2020-02-18,30,339.64,32276,1215,57
2022-03-28,27,1514.74,13937,1415,72
2021-04-28,24,1975.96,37068,1239,54
2023-11-10,26,1568.53,2147,1252,56
2020-11-29,11,741.5,14174,1582,39
2019-10-29,24,1896.19,9096,637,36
2023-03-06,25,1733.28,20586,489,40
2021-11-04,5,1725.65,26014,1845,94
2021-10-19,2,300.98,22722,1183,34
2020-01-23,20,1046.38,26092,107,77
2021-01-24,10,1411.37,49342,519,83
2022-08-15,7,829.83,16788,418,80
2023-01-27,11,1514.96,16704,1343,31
2021-02-03,10,143.38,38238,751,87
2022-11-17,24,1239.29,8646,400,16
2023-05-04,22,1522.01,28096,1823,27
2022-11-06,10,829.7,40750,1592,18
2020-11-27,14,234.58,35357,1999,21
2022-09-11,17,1703.93,31592,1676,65
2022-12-14,16,756.24,21467,1383,32
2023-11-26,27,589.12,13502,930,27
2022-12-29,27,1929.61,36905,1885,82
2022-05-22,4,478.56,43137,1161,47
2022-09-23,15,1571.42,43384,126,67
2022-01-31,1,198.6,49217,991,62
2020-10-27,12,1582.99,35497,1915,95
2022-10-23,21,1891.49,48755,364,81
2021-06-29,29,500.14,38360,1715,36
2020-12-29,29,1562.67,11299,1991,89
2019-11-17,24,894.71,7517,138,91
2022-01-01,20,401.64,1503,240,42
2021-02-05,24,628.52,17456,802,19
2022-01-06,2,426.39,2336,1350,65
2020-05-09,25,1810.55,18590,1221,20
2021-11-06,6,1709.64,20438,1904,75
2019-01-17,23,1609.55,3640,1220,68
2023-11-12,5,1582.08,7789,122,5
2021-04-30,12,647.19,21608,132,93
2023-01-09,13,1339.72,22433,478,22
2021-05-08,7,1674.52,20565,1017,16
2021-01-22,8,340.74,13259,51,25
2020-02-11,5,377.68,38070,1739,77
2021-12-08,9,1321.93,28967,1887,29
2019-08-02,3,225.98,4910,1080,80
2023-03-02,18,1418.6,42951,549,47
2020-03-13,27,119.08,10169,1243,17
2020-06-07,29,1661.68,10944,1759,75
2021-09-21,23,1564.65,40415,435,89
2019-11-01,21,1965.19,22187,1465,19
2021-08-17,7,670.1,3799,1182,96
2020-07-16,25,481.96,49839,1764,56
2023-10-28,27,1738.3,14390,1424,24
2020-11-05,23,1975.66,24128,821,48
2020-08-18,29,1042.59,40108,1920,14
2020-04-18,9,1214.23,2206,1535,67
2022-05-24,22,420.53,19447,1441,29
2023-12-12,9,706.75,36718,1298,98
2022-04-26,3,166.3,26860,489,11
2019-10-02,10,1462.15,8738,1378,60
2019-04-06,3,1338.33,34874,1678,26
2023-02-28,11,1550.56,35539,1600,39
2021-06-24,16,672.32,41804,1455,29
2021-02-24,30,311.66,17389,1914,39
2022-03-30,15,1157.76,30171,1305,47
2021-08-11,5,1431.41,44767,1083,38
2022-06-04,22,1779.43,24969,1784,70
2019-06-05,6,1864.65,35705,1888,69
2023-07-26,28,312.0,20597,1671,1
2019-11-15,5,650.16,34902,683,42
2019-09-23,30,1356.51,13228,1353,49
2022-08-13,28,1452.31,28574,741,16
2020-06-03,3,1698.36,15810,919,39
2023-11-01,7,438.51,7169,403,80
2021-03-18,12,1363.46,39093,1230,49
2021-11-19,17,1043.38,43754,1788,84
2019-05-28,4,204.4,2707,1877,14
2023-03-11,6,825.07,42447,248,64
2020-08-10,29,713.2,25373,231,75
2021-03-04,28,1363.75,44214,1776,59
2021-10-02,15,1298.51,17230,1530,62
2021-08-01,27,636.91,23245,157,95
2019-03-14,22,1828.41,19084,774,79
2022-01-13,16,1318.32,49242,226,85
2022-06-15,6,1419.57,22584,1495,41
2023-01-07,15,1073.97,37763,1873,62
2022-10-29,16,561.82,39027,1660,94
2023-09-21,12,423.05,42536,240,98
2021-11-05,26,1806.74,15135,1670,38
2023-04-16,29,707.53,31568,264,24
2019-10-03,20,839.62,25369,585,70
2020-05-16,3,1558.84,8475,756,19
2019-04-28,5,315.42,20811,567,24
2021-04-03,24,831.84,42870,450,32
2020-12-09,4,1565.01,47106,776,39
2021-04-05,16,1136.72,33952,1559,80
2023-03-25,7,1231.63,18333,1789,33
2020-03-02,8,260.94,9062,1538,48
2020-10-17,16,1342.54,19366,983,68
2020-10-01,8,1636.79,45174,59,47
2022-11-13,2,724.91,1500,173,33
2020-11-06,11,949.58,5631,1783,0
2020-04-04,9,652.43,14058,120,36
2019-03-06,12,1219.92,35171,1445,89
2020-04-23,25,1059.15,46720,528,11
2022-03-17,30,611.86,7856,276,52
2021-03-05,30,1421.48,20025,898,61
2023-04-01,14,555.77,36250,295,14
2023-06-14,7,551.57,26005,1097,36
2021-12-04,26,1394.76,1541,181,1
2020-02-22,21,1680.27,18933,1244,28
2020-08-24,28,466.48,4622,941,96
2021-08-05,28,1027.93,35582,1077,60
2020-07-07,22,1897.04,14260,642,27
2019-06-29,5,1436.65,2030,1422,93
2020-01-11,30,651.75,49992,749,53
2020-07-13,22,1347.49,5126,1397,80
2020-08-12,29,1256.34,36359,1595,25
2022-08-23,21,1213.18,40137,93,89
2019-03-13,23,1756.47,27975,464,9
2021-02-22,5,391.54,19086,134,4
2023-08-01,19,1965.06,11775,175,14
2023-01-23,2,1936.67,24719,85,14
2021-08-08,17,117.78,36434,981,2
2023-03-19,3,900.24,42044,1272,86
2020-09-03,6,409.04,36064,1246,36
2023-02-27,2,986.96,27936,274,39
2021-03-11,20,638.34,40307,219,21
2023-10-12,15,259.72,4137,676,80
2021-10-26,8,1256.86,45873,1983,33
2019-02-22,27,482.18,19253,1459,62
2021-08-24,18,484.82,41230,1578,71
2022-12-14,5,1209.81,32100,905,79
2020-02-12,17,1171.57,42694,220,18
2021-10-05,8,1219.08,7382,346,88
2020-01-01,4,543.6,31303,1117,72
2021-05-24,10,674.29,32992,1654,77
2020-11-06,29,1351.12,37756,1898,73
2019-03-27,25,1145.3,38238,429,54
2020-09-04,16,810.94,25648,1146,40
2022-07-17,2,191.18,36828,491,58
2020-06-22,5,1525.03,46193,950,50
2022-01-23,21,145.51,34427,1640,49
2022-12-23,23,639.02,8170,925,71
2019-09-27,5,888.81,25818,1234,39
2020-06-05,21,1893.82,15168,736,23
2023-02-26,30,657.61,43789,941,50
2019-01-10,2,1989.85,33059,594,14
2022-04-04,8,914.72,11847,324,22
2019-10-15,27,316.08,36404,915,50
2023-10-29,10,1184.46,49411,1564,87
2021-01-31,6,107.62,23368,1577,47
2020-05-17,6,1317.95,49844,874,81
2020-05-15,13,215.06,2287,1507,30
2020-01-03,28,1250.28,12059,1630,93
2019-12-06,17,1602.46,23195,1779,84
2020-11-06,16,985.37,9156,96,74
2020-01-30,1,1674.24,18014,275,87
2020-02-29,25,756.09,7860,1343,32
2019-03-02,24,353.02,9164,226,82
2022-04-30,9,1114.2,14640,1429,94
2019-07-05,3,598.83,40851,1616,69
2022-09-11,5,1370.75,14827,725,86
2020-05-25,20,1533.28,17775,1185,57
2023-04-28,18,288.44,21436,943,38
2023-10-30,16,805.41,47775,733,55
2019-06-03,28,1050.53,41286,789,81
2020-02-26,8,330.6,8228,897,86
2020-04-23,27,422.95,4480,344,54
2020-10-16,9,1763.6,36341,1240,85
2022-08-02,27,1385.76,49021,550,47
2023-11-12,28,1895.31,8118,1064,45
2020-06-03,27,188.57,48672,1616,27
2019-06-16,12,1736.09,3502,1873,26
2019-10-08,26,1694.31,6468,1638,42
2021-07-28,3,460.07,29900,1436,53
2021-12-31,9,1824.15,18182,420,70
2019-01-06,20,1750.96,48008,977,62
2022-01-29,5,1410.9,5171,463,93
2022-05-08,12,1892.56,46971,305,49
2022-04-28,6,320.33,1853,1625,60
2023-11-27,22,482.08,29589,236,23
2021-08-01,12,1798.64,34264,1452,17
2021-06-05,26,1784.6,26316,259,70
2020-07-04,10,464.32,15057,1773,95
2022-08-20,23,1121.35,6995,1883,67
2022-04-08,11,1368.64,22990,1577,3
2023-02-24,15,1040.91,46894,760,93
2023-08-06,14,1290.83,24234,116,97
2022-05-11,23,1041.35,22773,201,62
2021-01-09,2,1265.97,30481,665,96
2021-07-07,5,105.37,11902,1907,43
2020-02-29,11,1103.3,42003,343,57
2019-02-15,6,935.26,28694,374,92
2022-10-26,15,1344.83,8250,899,40
2023-06-29,8,158.69,12820,1144,64
2021-05-31,12,1115.76,21142,731,70
2022-12-14,2,1758.79,18953,1844,45
2022-12-31,22,1163.88,27036,1228,60
2021-01-23,3,198.94,19646,1978,78
2019-03-15,1,1911.94,32161,895,50
2020-01-11,19,1425.14,36243,974,40
2019-11-20,27,592.38,42079,613,65
2019-12-02,7,1160.35,41807,388,68
2023-11-10,10,1104.63,46355,1124,17
2020-01-17,1,1158.47,26579,1082,96
2023-07-05,17,217.79,37305,1552,18
2020-01-02,4,1602.53,48075,1270,88
2021-04-27,21,506.75,37750,503,96
2023-04-22,29,181.15,33031,1507,28
2023-11-21,7,1408.32,18281,498,32
2021-09-02,22,971.06,10130,283,24
2021-02-12,27,105.3,8781,1876,65
2019-07-30,27,453.99,5391,1247,72
2022-10-09,10,1801.59,12488,485,40
2021-02-12,26,601.98,2134,305,11
2021-10-24,29,678.09,40403,1567,53
2023-09-24,4,1247.49,34607,180,96
2019-09-07,20,1047.72,19611,166,55
2019-01-08,28,747.28,31722,1416,30
2021-11-26,27,711.71,6411,1516,94
2023-01-27,19,248.38,44244,555,70
2020-08-06,2,1358.23,44543,1457,92
2019-06-01,12,514.94,2123,626,21
2019-08-28,3,1211.28,35073,1367,49
2022-12-18,17,1266.61,5196,228,31
2023-05-03,1,1841.86,11615,784,13
2019-07-12,27,1053.92,8335,659,77
2021-01-29,28,974.94,29948,90,68
2020-05-21,18,215.5,10725,1721,64
2022-09-18,4,1292.51,7598,241,65
2023-07-09,26,763.92,13854,194,2
2022-01-13,14,1122.13,47623,419,48
2021-06-25,28,460.23,16479,1341,32
2020-05-04,4,887.77,19919,1584,66
2019-09-23,30,1116.86,42842,804,34
2019-12-17,16,651.85,40901,1566,24
2023-12-04,17,519.66,13995,284,58
2021-09-06,23,1955.79,24929,1341,74
2020-04-21,22,1459.59,40569,411,90
2019-02-23,15,1008.64,24095,1909,19
2023-07-12,11,990.54,43719,1971,23
2019-04-12,20,1327.61,28720,65,6
2020-02-05,13,445.19,27637,1974,63
2022-03-01,2,693.37,41083,1499,54
2023-11-21,12,1261.54,6980,254,70
2022-04-04,26,1037.52,4031,548,12
2019-06-16,1,190.52,47774,753,58
2019-02-02,3,1124.66,5523,1399,6
2019-11-16,2,1399.75,37763,551,13
2023-06-02,17,594.72,22633,1092,59
2020-05-08,2,1815.0,8840,1236,14
2021-11-29,22,579.1,41685,1405,87
2021-12-20,9,461.44,10313,1022,25
2021-09-25,4,1934.34,45020,1149,53
2019-05-01,30,151.87,49711,1208,86
2022-06-21,17,754.11,34809,552,45
2019-08-11,6,1633.84,33676,1968,46
2022-11-14,25,835.84,35819,1083,26
2022-11-20,5,1898.95,24994,129,6
2020-10-09,14,1111.35,12143,1902,78
2022-09-10,3,1074.69,9596,145,13
2021-09-26,17,1704.25,23934,1314,18
2019-09-02,17,1798.44,38602,1080,47
2019-11-12,20,747.19,35513,364,17
2020-12-18,19,774.42,1929,775,72
2022-03-18,16,1504.84,22429,891,41
2023-07-10,17,1542.9,37756,1080,36
2022-10-27,10,860.6,10566,400,19
2019-05-24,12,136.03,16358,958,14
2023-09-03,21,845.68,38758,1509,49
2021-07-10,15,1887.96,13235,579,97
2021-02-27,10,1811.87,36219,638,58
2022-06-28,19,486.41,11924,1098,86
2019-11-28,15,1225.62,47239,635,50
2022-05-28,28,1124.78,5015,1731,81
2022-07-25,2,1456.59,36440,1001,65
2023-10-03,25,1435.93,35470,343,0
2019-09-05,13,1056.14,2248,508,65
2019-06-03,29,587.76,4942,106,14
2020-03-20,24,359.77,34131,259,56
2022-11-01,29,1390.03,39751,1999,83
2019-11-20,23,266.31,4483,1623,93
2021-04-30,11,1626.75,28887,1059,23
2023-02-25,30,1910.49,3707,1408,27
2021-05-15,23,767.35,7111,344,59
2021-03-25,16,1512.83,37263,1658,32
2023-09-22,14,1290.58,11627,635,91
2021-04-19,14,991.62,34371,890,72
2023-12-30,7,985.31,12399,1365,78
2019-08-07,29,496.14,34900,1851,50
2022-07-02,27,629.2,41240,129,53
2019-05-11,12,1292.24,18729,1471,72
2023-11-13,23,177.56,12302,1742,21
2020-04-01,20,582.0,29153,1264,35
2021-08-09,3,1770.67,7231,850,33
2019-11-07,13,1092.12,27336,1706,1
2020-07-16,13,783.14,30293,72,87
2019-05-23,16,786.19,7285,509,34
2019-12-02,11,1167.79,47118,1890,34
2021-10-13,24,1706.11,16045,348,84
2021-07-27,12,792.3,16943,757,95
2022-06-25,15,1577.98,45864,443,22
2022-08-20,10,341.6,35221,745,96
2023-07-13,30,1856.07,49836,1154,1
2023-02-08,5,1882.19,23538,873,24
2021-03-28,23,684.14,25152,261,91
2021-11-04,12,1746.33,13049,1701,14
2022-05-16,24,1108.31,18749,850,8
2023-04-03,22,398.21,5776,449,33
2023-04-03,18,1507.36,46971,90,72
2020-09-11,5,1715.08,42407,1955,84
2022-10-13,2,193.72,1474,1544,70
2022-08-03,23,1269.08,5995,168,65
2019-10-01,25,1852.52,41074,239,46
2023-10-25,30,429.89,10308,1162,80
2022-05-03,16,1252.27,6900,257,6
2023-11-12,11,574.47,46879,1277,29
2019-02-23,30,1964.18,13263,1248,93
2022-06-21,15,594.96,33904,441,26
2020-10-29,4,1052.59,7775,1265,65
2022-04-14,26,1933.89,47731,1599,48
2023-12-16,29,1900.39,8927,646,70
2023-11-02,19,1734.21,15662,720,10
2021-06-07,18,1837.14,42126,648,60
2020-08-19,7,770.01,15546,1124,81
2022-09-05,6,873.72,21852,451,80
2020-12-03,22,1923.76,43814,1000,9
2022-08-31,30,1702.55,43804,789,85
2023-08-07,21,503.17,29565,708,13
2023-04-04,27,752.29,16620,463,72
2022-02-22,1,865.29,28011,68,42
2023-04-23,21,246.21,23545,523,13
2019-10-24,25,537.17,3953,370,0
2020-09-04,18,1488.46,39876,1154,68
2021-09-18,16,444.95,7288,712,42
2023-02-18,1,1868.36,11787,546,54
2019-07-13,5,108.68,45647,455,43
2020-07-30,27,749.18,12717,405,23
2022-05-24,2,1372.51,32861,1763,34
2021-04-12,1,339.84,38546,1341,35
2019-05-11,10,1215.78,27826,1715,89
2022-03-10,30,1427.28,48159,1160,12
2020-05-29,27,1188.97,47200,192,71
2023-09-21,29,233.93,47758,476,72
2019-06-08,14,133.77,8992,204,72
2019-07-14,9,188.42,26956,1600,33
2020-03-28,8,1498.59,46041,532,97
2023-04-12,14,1206.59,25166,1233,40
2023-07-31,22,598.04,28843,847,56
2021-10-13,21,380.55,45268,375,0
2022-07-08,29,616.64,37810,1354,79
2023-09-18,9,1679.73,3452,192,57
2020-05-08,29,555.02,23061,1183,87
2021-08-22,25,138.41,41782,695,99
2020-03-30,25,1433.89,3783,281,43
2023-12-12,5,1261.61,16725,756,66
2022-06-28,18,1963.77,33190,498,54
2019-05-27,8,1141.09,1193,1027,78
2023-11-22,10,1361.96,42883,838,68
2021-08-25,10,243.48,49059,173,57
2020-08-22,4,1811.85,47585,1038,83
2022-02-09,29,1159.85,24632,360,79
2021-10-12,11,1126.74,18556,1602,73
2019-01-07,18,1066.07,1991,1988,90
2023-01-13,4,1264.36,9360,236,31
2020-11-04,5,1960.88,18290,251,16
2021-03-01,11,1164.77,39495,1006,43
2019-02-06,28,1376.75,44508,1052,5
2019-06-10,29,1868.59,16392,1732,99
2022-02-23,8,321.96,4351,477,26
2022-03-18,4,1292.35,47912,1671,62
2020-12-05,25,973.28,43369,210,20
2022-10-16,9,1207.13,40460,541,85
2019-02-01,16,181.86,27632,1489,17
2021-01-07,6,1852.99,30240,1732,29
2020-01-25,25,161.71,44682,1985,59
2020-08-03,29,1485.38,31346,283,75
2023-07-29,28,764.51,21455,1865,47
2020-07-21,3,1792.82,16752,1928,18
2020-05-31,16,1802.98,19467,1664,71
2021-12-09,12,796.02,47059,1872,15
2023-05-03,3,1115.9,4521,65,53
2019-04-13,14,343.98,33868,150,96
2020-02-15,6,1715.44,6799,82,51
2019-06-15,26,1624.5,49475,558,54
2022-05-21,14,1449.25,45174,168,4
2020-06-20,17,684.28,45254,1869,80
2020-04-07,17,626.17,17466,123,69
2023-11-05,13,154.6,34341,606,52
2021-12-02,16,1310.28,11660,135,30
2020-08-17,16,1171.85,29553,1754,77
2021-05-07,2,1984.04,33387,539,52
2019-09-10,19,1279.79,11156,1658,70
2019-01-15,11,1080.76,47926,905,97
2021-08-29,8,268.86,2037,486,24
2020-06-18,3,1356.57,31594,652,49
2023-09-15,19,1720.35,39015,1484,44
2022-07-17,3,1997.09,35793,689,61
2019-11-13,4,1630.65,14878,1953,25
2022-02-24,28,1460.56,38607,1091,91
2019-09-08,6,1664.73,29372,308,90
2023-01-06,7,1695.66,8875,1250,52
2019-10-08,12,999.57,49320,384,5
2022-01-25,30,376.67,39086,1861,36
2023-12-27,29,895.73,49691,955,69
2023-01-30,28,1010.36,5664,1380,60
2020-10-12,2,149.92,43775,120,22
2020-04-24,15,1032.16,18579,1866,21
2023-03-26,26,793.16,7858,859,63
2021-01-02,28,1691.43,13961,840,33
2022-05-28,26,174.2,31957,502,97
2022-04-26,5,1202.25,12120,358,43
2019-12-06,15,1624.43,20089,1281,62
2022-05-05,23,357.51,41911,1096,32
2023-02-20,30,1005.64,5720,922,1
2022-01-06,25,1916.04,34875,1629,73
2021-04-10,18,776.21,29194,240,80
2020-10-31,15,1974.8,10037,512,45
2020-06-08,12,605.18,48709,1552,90
2022-02-18,1,1879.63,29852,307,52
2020-04-14,27,1446.65,18289,1296,12
2020-02-07,30,131.38,27088,766,68
2022-02-01,30,1900.61,46343,1679,69
2023-10-08,30,361.81,41534,546,37
2019-05-15,3,1909.5,29794,1573,23
2020-03-23,1,263.84,46860,721,38
2021-10-15,17,1413.71,33912,1433,80
2022-11-26,19,1822.35,36899,1218,50
2021-12-26,4,1415.59,15106,354,18
2023-11-28,6,1821.86,49121,1190,13
2019-08-11,13,1504.15,17471,199,48
2022-08-06,30,524.14,35467,1713,68
2019-02-12,24,283.07,28397,388,86
2020-02-09,10,1248.07,31436,922,97
2023-03-22,10,1830.12,35059,1997,70
2021-05-21,23,395.96,34927,1539,65
2020-11-14,4,1444.81,9179,270,53
2020-10-27,8,275.3,5605,1979,98
2019-08-23,4,588.24,11470,1187,48
2019-04-16,14,1976.89,16299,818,78
2021-03-30,11,786.7,27798,57,91
2019-03-10,29,692.98,19471,126,43
2022-06-30,17,913.08,17741,1206,60
2021-11-25,12,425.8,19573,1370,52
2019-09-30,23,821.54,5755,1704,43
2021-05-07,1,807.67,9005,1617,81
2022-11-12,4,855.21,28040,643,50
2019-02-26,23,530.05,2024,1031,35
2023-07-26,11,378.76,11892,600,77
2020-04-14,4,534.25,6938,1677,83
2020-04-08,29,1301.89,8400,501,55
2020-04-04,23,475.8,34519,1909,75
2019-08-03,16,1939.14,30348,1179,56
2020-05-22,3,1695.93,10162,1538,27
2019-07-03,9,1434.57,23557,1327,21
2019-02-19,22,1978.84,21336,111,13
2023-01-25,25,1870.9,1419,486,74
2023-12-01,16,1488.43,1534,1306,20
2021-04-27,18,1122.14,4554,158,81
2020-05-29,14,1456.21,31181,459,17
2022-10-20,17,1350.75,16092,1249,45
2021-06-27,20,1367.75,9366,71,79
2020-05-06,16,1041.34,26909,458,12
2022-03-29,6,302.91,47784,1510,6
2019-08-02,14,1997.32,49967,669,36
2022-09-05,29,1119.69,13782,1312,61
2019-05-26,12,502.2,35450,222,96
2021-08-01,21,1751.69,21550,920,76
2021-08-12,26,940.68,41759,1681,50
2023-09-30,5,1490.7,24151,898,73
2021-11-09,20,188.1,48127,1868,26
2021-06-05,16,1792.09,5365,1590,77
2022-05-26,12,1425.53,44087,723,19
2019-01-21,29,1830.82,35893,403,60
2020-09-22,5,755.08,34816,1468,82
2019-10-15,18,1490.87,27876,511,45
2019-03-31,10,1598.17,45796,1597,88
2020-09-13,29,299.41,30593,1227,66
2020-07-02,1,1700.79,13828,684,45
2019-12-15,9,1438.55,22908,1238,17
2022-11-24,28,642.89,25881,83,42
2020-08-12,14,626.92,45188,172,68
2020-05-01,10,1671.89,17720,1409,49
2019-02-05,11,1863.57,3098,1403,47
2022-07-01,7,889.35,11941,1558,98
2019-04-14,6,1652.59,25616,1343,78
2022-08-16,13,1068.05,24541,703,31
2023-05-26,25,1891.27,13755,857,67
2023-10-27,4,1579.08,4991,1787,36
2022-06-13,17,656.63,23467,1172,91
2021-08-26,18,330.46,7468,1619,56
2020-02-20,12,1172.33,6513,1990,44
2021-08-21,26,621.56,25722,1562,79
2023-09-04,11,690.34,17863,1304,30
2023-11-21,6,1069.62,45664,654,54
2019-01-19,28,1526.1,3083,267,25
2019-01-01,29,950.81,31337,773,45
2019-01-05,19,234.84,17765,417,70
2021-04-08,28,596.78,14681,1789,10
2020-03-09,3,1871.62,40627,380,0
2023-08-12,14,1963.16,35669,1203,22
2022-01-13,29,1836.75,4097,76,2
2019-02-07,5,1855.25,9443,1264,73
2022-04-16,27,149.18,18791,1916,44
2021-10-14,3,1192.31,25126,71,74
2023-08-02,1,1820.8,34919,1969,25
2022-04-03,18,1503.8,12100,1859,35
2019-04-18,24,1222.01,10698,966,70
2019-04-20,19,1162.48,7516,794,7
2022-11-23,8,307.85,33933,1926,70
2019-11-02,8,1065.99,41660,1363,44
2021-09-25,3,921.13,49980,1088,20
2023-03-06,6,1116.18,19156,862,38
2022-01-29,17,119.73,7194,1484,95
2022-02-07,27,1349.03,10536,1135,82
2019-09-23,12,1777.09,34514,960,81
2021-12-12,25,532.86,43564,399,49
2020-07-05,27,663.05,31585,1057,45
2020-10-24,9,203.48,36901,1929,95
2020-12-27,7,458.28,36534,572,81
2021-04-25,30,1227.22,28939,377,82
2023-12-25,1,449.77,41569,887,7
2022-07-15,13,1100.82,28878,53,81
2020-04-19,15,596.41,38180,1485,89
2022-07-28,7,533.24,30194,1899,35
2022-10-10,21,1491.22,34242,1753,75
2020-05-14,23,526.38,2992,975,29
2021-03-05,30,755.94,35279,769,47
2023-07-02,15,1168.47,3092,1987,60
2023-12-27,26,1789.4,16415,520,85
2020-06-28,2,942.54,23329,138,36
2023-11-14,5,644.65,35214,810,11
2021-04-13,5,710.18,41472,1047,68
2023-12-01,28,1411.7,14268,1052,29
2019-04-18,11,198.76,41990,1374,42
2020-03-10,18,547.96,4117,440,95
2023-10-18,13,484.14,37870,1750,57
2023-08-19,7,1513.29,15910,1090,65
2019-09-04,18,685.63,4910,388,29
2023-11-23,17,347.08,16540,268,52
2020-04-20,30,483.66,19184,761,70
2023-11-01,4,1867.24,10620,1666,7
2019-08-19,21,924.44,5847,1820,72
2020-12-12,24,809.38,15040,207,13
