Ticket_ID,Date,Customer_ID,Department_ID,Resolution_Time_Hrs,Satisfaction_Score
1748,2023-07-08,2127,4,12.1,4
1749,2019-08-20,3287,3,71.1,5
1750,2021-12-05,4798,2,36.0,4
1751,2020-12-17,3894,3,50.7,5
1752,2020-05-31,2247,2,62.9,1
1753,2022-05-21,1406,1,49.8,4
1754,2019-10-05,4425,3,32.5,2
1755,2023-02-17,819,1,32.6,3
1756,2019-05-08,2195,3,36.5,1
1757,2021-02-19,184,3,71.0,1
1758,2021-02-21,1045,1,2.3,1
1759,2022-10-13,3690,4,34.3,2
1760,2022-03-08,2625,1,27.9,3
1761,2022-09-07,2175,1,71.6,5
1762,2022-04-19,4689,1,67.0,5
1763,2021-05-17,3998,1,69.0,1
1764,2023-03-03,1273,2,35.3,4
1765,2020-05-28,1619,4,42.9,5
1766,2020-05-18,700,2,36.4,3
1767,2023-08-20,3711,2,57.6,4
1768,2022-08-11,4890,1,57.5,5
1769,2023-03-29,1011,2,18.5,2
1770,2019-01-01,1768,1,24.4,1
1771,2023-03-04,285,2,8.8,4
1772,2019-06-11,3158,4,64.2,4
1773,2023-09-25,4628,4,58.1,4
1774,2022-07-01,2594,2,41.6,1
1775,2023-01-22,2795,3,15.6,2
1776,2019-11-23,1612,1,14.4,2
1777,2021-04-15,2793,1,1.4,5
1778,2020-07-10,1356,1,2.1,5
1779,2021-01-25,3434,3,27.2,4
1780,2021-06-30,2189,4,3.9,2
1781,2022-08-24,1255,3,10.4,1
1782,2021-04-22,952,2,46.4,2
1783,2023-01-20,4372,3,1.9,5
1784,2020-08-11,4093,3,40.1,4
1785,2022-09-10,873,1,33.4,1
1786,2021-09-07,1753,3,56.4,5
1787,2021-08-31,3666,2,55.5,1
1788,2022-03-11,3231,2,60.8,1
1789,2023-08-09,2161,4,29.1,1
1790,2019-06-07,3851,4,46.3,1
1791,2020-01-29,2494,2,38.5,5
1792,2019-03-03,2073,2,66.3,5
1793,2021-09-30,4580,1,13.3,1
1794,2023-01-07,4487,2,6.6,3
1795,2021-06-02,3408,1,15.7,3
1796,2020-04-04,1469,1,65.2,4
1797,2019-06-06,658,4,40.9,5
1798,2021-12-26,4284,1,7.4,5
1799,2023-08-03,829,4,5.1,1
1800,2019-10-09,2177,1,26.9,2
1801,2020-12-30,498,4,25.8,1
1802,2019-10-20,1488,1,19.2,5
1803,2020-07-24,3599,2,57.6,3
1804,2020-01-27,610,4,8.7,3
1805,2020-10-11,287,3,38.4,2
1806,2020-09-21,4958,3,57.5,2
1807,2022-04-14,3418,1,42.7,1
1808,2020-02-07,4556,1,22.9,1
1809,2019-01-29,470,3,4.7,4
1810,2019-08-29,90,2,6.5,5
1811,2022-10-30,4422,3,60.5,4
1812,2021-11-30,1748,4,5.1,2
1813,2019-06-08,3716,1,5.4,5
1814,2023-09-11,3029,4,42.9,4
1815,2023-04-26,3026,2,3.3,2
1816,2019-11-23,3912,2,12.6,4
1817,2020-06-13,751,4,17.0,5
1818,2021-07-04,1344,2,62.4,2
1819,2021-08-28,4487,2,20.3,3
1820,2022-01-10,1887,4,12.3,4
1821,2022-03-29,4551,4,17.0,3
1822,2020-05-05,1101,3,46.3,3
1823,2022-11-09,3204,3,68.6,3
1824,2023-07-18,4569,1,69.9,3
1825,2021-06-16,3509,4,14.9,1
1826,2020-11-16,4033,2,4.5,2
1827,2023-03-23,3438,4,5.0,4
1828,2019-11-01,4356,4,40.9,3
1829,2022-08-30,1896,4,67.8,2
1830,2022-02-11,3420,3,61.0,1
1831,2020-06-24,127,2,40.6,3
1832,2023-06-11,3587,4,44.1,2
1833,2022-06-25,3775,4,12.5,4
1834,2020-05-24,3875,2,32.0,2
1835,2019-08-29,770,2,13.6,2
1836,2021-03-19,4508,3,27.3,5
1837,2019-11-23,1852,1,57.1,1
1838,2019-09-20,4207,1,60.8,1
1839,2023-04-09,1218,1,16.2,4
1840,2019-01-18,1282,1,8.9,3
1841,2021-03-11,2837,1,24.8,3
1842,2019-12-17,1970,1,26.1,4
1843,2020-01-30,4761,1,14.6,5
1844,2020-03-25,4020,1,47.6,1
1845,2020-10-22,268,2,47.7,2
1846,2019-06-04,4513,4,66.0,2
1847,2022-10-28,4396,4,46.1,5
1848,2019-05-25,1859,3,33.5,3
1849,2019-01-23,2405,2,9.3,5
1850,2021-10-14,711,3,8.1,3
1851,2020-01-24,363,1,19.4,1
1852,2022-06-22,892,3,32.1,5
1853,2022-07-27,3424,4,46.7,5
1854,2020-08-14,3849,2,46.4,1
1855,2019-05-12,3231,1,56.5,2
1856,2019-11-08,2468,4,2.9,1
1857,2021-02-12,4917,2,43.5,3
1858,2023-05-06,321,3,31.0,5
1859,2023-01-23,1746,4,64.6,4
1860,2023-01-22,49,1,60.0,1
1861,2021-04-21,534,2,28.3,1
1862,2021-04-08,2424,3,48.0,4
1863,2022-06-10,899,1,27.8,4
1864,2022-04-28,2738,4,51.2,5
1865,2023-08-18,4787,2,27.2,1
1866,2020-01-22,635,4,60.6,2
1867,2021-02-11,2866,1,6.1,1
1868,2023-07-17,2686,4,58.2,4
1869,2022-08-27,3395,1,28.5,3
1870,2022-07-01,4840,3,1.0,5
1871,2021-03-03,447,1,3.1,3
1872,2020-08-31,4879,2,20.7,3
1873,2020-12-20,1038,2,65.4,2
1874,2022-02-21,4841,2,36.9,1
1875,2022-05-23,1129,2,66.4,4
1876,2020-11-16,244,1,63.3,1
1877,2021-04-12,4732,2,57.8,4
1878,2019-02-28,2013,1,52.8,2
1879,2021-06-07,2441,3,49.8,4
1880,2021-10-12,4730,1,14.1,5
1881,2020-10-14,2820,1,10.6,4
1882,2020-04-27,2301,2,0.9,2
1883,2022-06-24,3863,1,27.7,2
1884,2022-02-18,4362,4,27.7,5
1885,2021-03-13,2449,4,32.4,2
1886,2022-02-05,4720,4,62.6,3
1887,2022-04-29,4597,1,40.1,1
1888,2019-08-18,901,3,7.5,5
1889,2021-05-02,2850,3,26.2,4
1890,2021-09-25,3770,2,44.8,4
1891,2023-02-05,1174,3,5.5,1
1892,2023-10-19,907,3,64.7,1
1893,2022-12-14,1460,2,51.2,1
1894,2020-07-31,4331,2,18.0,5
1895,2020-04-01,518,2,7.5,3
1896,2023-04-29,4564,4,50.2,5
1897,2022-03-27,4846,2,68.1,4
1898,2020-03-29,2948,3,33.8,5
1899,2022-10-15,2580,1,32.4,1
1900,2020-11-20,4774,4,29.7,2
1901,2022-07-15,3846,1,17.1,5
1902,2022-11-03,2406,4,17.1,1
1903,2023-08-30,1681,4,44.0,1
1904,2021-04-17,893,1,2.5,4
1905,2022-04-13,4772,4,30.8,5
1906,2021-08-23,524,2,38.0,2
1907,2023-04-01,1922,3,66.2,5
1908,2020-12-30,1832,2,33.7,3
1909,2021-06-11,602,4,20.0,5
1910,2022-08-04,3489,3,63.3,3
1911,2023-01-25,2948,4,56.3,5
1912,2023-08-03,2176,4,4.7,4
1913,2022-11-24,3477,3,26.8,4
1914,2019-01-30,1228,3,20.5,4
1915,2022-01-20,776,2,45.2,4
1916,2021-12-26,2017,2,32.7,2
1917,2023-04-18,720,1,40.4,4
1918,2023-07-29,501,3,63.6,2
1919,2019-09-29,4679,3,35.6,4
1920,2019-01-12,443,2,29.4,3
1921,2020-07-03,4538,4,21.4,3
1922,2019-11-18,1454,1,53.9,5
1923,2022-07-14,1506,2,51.2,2
1924,2023-03-21,1392,2,20.8,2
1925,2021-07-24,2248,2,69.5,3
1926,2023-06-16,2870,3,23.2,5
1927,2023-04-11,3384,2,45.9,1
1928,2020-09-09,4659,3,6.5,4
1929,2020-11-25,2996,2,63.0,3
1930,2020-11-13,3293,1,42.1,4
1931,2023-01-31,2217,2,33.5,2
1932,2019-02-03,1330,2,1.5,4
1933,2021-03-29,4353,1,49.8,4
1934,2023-05-09,447,4,30.2,5
1935,2023-10-05,2981,2,44.9,3
1936,2020-10-22,1406,2,21.0,2
1937,2019-12-23,333,2,57.8,1
1938,2021-06-18,356,1,43.6,1
1939,2021-01-17,1484,2,5.8,1
1940,2021-05-22,3414,3,21.8,2
1941,2023-11-12,2595,2,62.3,2
1942,2020-02-15,2586,1,28.1,4
1943,2021-07-04,3372,3,49.2,4
1944,2019-04-02,105,4,13.0,5
1945,2019-04-08,1492,4,69.5,2
1946,2019-04-02,4762,1,46.7,1
1947,2022-12-24,3832,4,8.0,1
1948,2022-06-12,1843,1,14.2,1
1949,2019-08-08,790,4,40.5,2
1950,2022-11-28,4657,2,30.9,4
1951,2021-08-15,4412,1,62.9,4
1952,2020-02-01,1878,1,17.6,4
1953,2022-02-01,3850,2,35.8,3
1954,2023-07-03,3555,4,37.8,2
1955,2021-06-08,2568,1,9.5,3
1956,2020-09-22,2050,2,10.6,1
1957,2023-07-22,3436,4,7.6,5
1958,2022-06-19,1179,2,8.6,3
1959,2023-07-12,4990,1,30.1,3
1960,2019-12-04,3522,4,38.6,2
1961,2020-10-23,2392,4,67.1,4
1962,2023-10-12,3590,2,4.2,2
1963,2019-04-27,3511,4,49.9,5
1964,2021-06-04,4857,3,47.3,4
1965,2022-11-20,853,2,31.0,3
1966,2019-10-28,1435,3,35.8,1
1967,2020-07-06,2185,2,14.5,3
1968,2020-12-24,3448,4,27.3,2
1969,2022-09-02,4825,1,34.4,1
1970,2022-10-27,4023,1,51.7,3
1971,2023-12-26,3653,4,12.6,1
1972,2023-12-12,3375,1,44.7,4
1973,2023-03-03,2171,3,39.9,5
1974,2022-01-06,833,4,26.7,2
1975,2021-10-23,2045,4,29.8,5
1976,2020-01-21,799,3,53.2,2
1977,2021-05-13,4405,4,32.8,3
1978,2020-10-20,2596,3,67.6,2
1979,2023-08-16,1737,1,53.2,3
1980,2019-03-21,3588,2,15.2,1
1981,2021-07-23,2571,4,26.3,2
1982,2023-12-01,3475,4,33.4,1
1983,2022-07-01,1502,1,39.1,4
1984,2023-03-23,2,1,70.0,5
1985,2020-12-17,4474,2,21.5,2
1986,2019-08-31,1096,2,47.6,5
1987,2020-08-31,3506,4,58.0,5
1988,2022-06-20,2126,4,38.2,3
1989,2019-03-31,322,3,59.4,1
1990,2021-10-29,2393,1,3.4,2
1991,2019-09-14,2004,4,27.4,5
1992,2020-10-12,3994,1,47.3,5
1993,2019-06-26,2467,3,32.0,1
1994,2021-06-26,3168,3,68.6,1
1995,2019-01-14,974,2,69.7,1
1996,2023-07-16,390,4,50.6,2
1997,2023-08-03,4500,2,66.6,4
1998,2020-12-06,939,3,63.8,2
1999,2022-11-25,1538,4,47.8,1
2000,2022-04-23,4317,1,8.3,4
2001,2022-12-03,4334,3,27.4,3
2002,2021-03-07,4159,1,69.5,1
2003,2021-04-23,560,1,16.0,3
2004,2020-01-03,1573,2,43.3,5
2005,2020-09-15,2630,1,31.8,5
2006,2019-05-15,4731,3,25.6,5
2007,2023-05-12,4484,1,26.9,5
2008,2020-04-23,4034,3,2.6,5
2009,2021-04-03,1027,2,64.8,3
2010,2023-02-09,1491,1,30.4,1
2011,2020-02-08,3220,4,65.3,1
2012,2021-11-04,2290,3,49.4,3
2013,2022-12-18,3756,4,33.8,2
2014,2022-08-21,565,3,12.6,2
2015,2019-03-19,1837,4,63.5,5
2016,2020-04-04,4061,3,24.6,5
2017,2022-01-18,2492,3,24.4,5
2018,2021-12-12,1852,2,11.4,1
2019,2019-07-15,3457,3,23.9,1
2020,2019-10-28,1095,1,14.5,3
2021,2020-02-15,1591,3,60.0,2
2022,2023-07-23,1153,2,28.4,2
2023,2019-03-02,1545,1,50.3,4
2024,2020-12-19,2078,1,68.6,5
2025,2021-05-26,612,4,42.1,4
2026,2023-12-02,4917,1,42.0,3
2027,2019-03-23,81,1,51.7,3
2028,2022-08-20,2339,1,11.9,3
2029,2023-08-28,2190,2,30.9,3
2030,2022-10-20,3111,4,65.4,1
2031,2022-06-10,651,2,1.1,5
2032,2022-09-10,1318,4,29.7,4
2033,2022-07-29,2647,2,44.8,3
2034,2019-02-10,363,1,39.5,3
2035,2021-08-17,381,4,21.0,5
2036,2023-07-11,4993,2,5.6,4
2037,2022-03-05,4895,4,0.9,4
2038,2021-06-19,4780,4,3.8,5
2039,2019-05-31,3952,4,63.8,1
2040,2022-12-26,1418,4,1.5,1
2041,2019-11-05,4631,1,26.4,1
2042,2021-07-16,3616,2,30.8,3
2043,2022-03-05,1244,1,63.7,1
2044,2020-08-04,3536,4,71.7,3
2045,2023-05-02,3752,4,49.5,3
2046,2023-11-27,2350,3,26.8,4
2047,2022-11-06,1235,2,66.2,1
2048,2022-12-28,2592,3,39.0,4
2049,2021-07-12,4937,1,60.2,4
2050,2023-01-08,502,3,21.9,4
2051,2021-05-15,1344,3,19.1,4
2052,2021-07-24,4095,3,5.3,1
2053,2020-01-19,1062,4,57.6,1
2054,2021-01-19,2073,1,54.5,2
2055,2021-11-18,3406,3,21.0,1
2056,2019-02-20,456,1,53.1,3
2057,2022-10-08,4895,1,44.8,5
2058,2022-11-11,4051,2,1.8,1
2059,2022-10-09,1972,3,69.2,1
2060,2020-08-01,4277,4,41.7,4
2061,2021-05-19,3643,1,48.6,1
2062,2023-05-08,496,2,46.1,3
2063,2021-03-15,2928,3,25.5,1
2064,2019-06-20,2930,4,44.9,5
2065,2023-06-29,1916,4,64.8,4
2066,2022-05-04,4060,3,5.0,2
2067,2019-02-08,1882,4,5.7,5
2068,2020-07-21,4575,1,30.1,4
2069,2021-04-15,141,4,22.0,4
2070,2021-07-28,139,3,55.9,2
2071,2022-12-29,2369,2,7.1,5
2072,2023-08-06,2676,4,54.2,5
2073,2022-06-23,3630,1,15.7,5
2074,2021-06-23,623,4,5.6,2
2075,2023-11-24,4474,4,61.6,3
2076,2022-03-09,3015,4,19.6,1
2077,2019-05-20,2761,2,1.7,4
2078,2020-12-14,815,2,19.3,4
2079,2019-11-21,927,1,46.9,4
2080,2021-04-07,3046,4,52.5,1
2081,2019-12-28,1345,2,45.0,3
2082,2019-01-25,585,1,69.1,1
2083,2021-12-14,4508,2,58.3,2
2084,2020-09-01,1012,2,17.9,1
2085,2022-11-19,571,4,44.6,2
2086,2023-11-10,21,4,67.3,5
2087,2021-10-04,4021,3,42.8,5
2088,2020-12-21,2078,2,26.0,2
2089,2022-01-29,2679,1,55.2,3
2090,2019-04-17,4402,1,54.3,2
2091,2019-09-15,151,4,50.7,4
2092,2019-06-20,3484,3,64.4,3
2093,2022-02-27,4704,4,10.8,2
2094,2020-09-19,3765,1,47.9,2
2095,2020-03-19,1644,1,17.3,1
2096,2019-06-06,3965,1,57.4,3
2097,2022-05-02,3082,1,47.8,1
2098,2019-06-02,1987,2,55.1,3
2099,2020-11-10,497,3,33.7,4
2100,2023-06-23,2039,2,20.8,1
2101,2022-02-07,2837,2,24.2,2
2102,2021-08-08,2849,3,4.6,4
2103,2022-02-25,2092,2,51.7,5
2104,2023-09-12,3986,3,29.4,4
2105,2020-12-20,1706,3,30.0,2
2106,2021-12-30,2777,2,46.9,2
2107,2023-07-08,3797,4,55.4,4
2108,2022-12-23,4120,1,18.9,4
2109,2019-03-02,3657,3,58.0,4
2110,2021-06-28,326,2,22.5,5
2111,2020-01-17,3610,2,25.0,5
2112,2022-07-31,4875,4,3.8,3
2113,2021-10-19,3060,3,29.2,1
2114,2019-08-24,3720,4,63.2,1
2115,2020-06-09,330,2,25.7,3
2116,2023-03-20,1858,1,53.8,3
2117,2021-08-30,2988,4,43.2,5
2118,2023-02-09,2643,1,45.4,5
2119,2020-02-27,4129,3,38.2,2
2120,2022-06-02,3637,1,50.0,2
2121,2019-06-01,3942,3,58.6,4
2122,2022-10-16,1819,1,27.1,5
2123,2023-06-18,174,4,28.9,3
2124,2021-06-16,3096,2,21.8,3
2125,2020-09-28,4521,1,16.7,4
2126,2019-05-01,574,2,63.5,4
2127,2019-11-03,3250,4,42.8,3
2128,2023-10-21,3067,2,64.0,2
2129,2022-12-30,2790,1,35.0,2
2130,2023-01-26,4403,2,23.8,1
2131,2020-07-08,4569,3,27.9,3
2132,2019-01-10,4575,3,45.8,4
2133,2023-07-25,1711,4,29.9,1
2134,2021-09-30,4730,1,27.4,3
2135,2022-04-09,2093,2,17.7,4
2136,2020-10-06,1569,2,58.0,3
2137,2021-05-25,3056,1,17.1,3
2138,2020-03-07,1509,4,30.5,5
2139,2020-06-29,603,4,26.0,2
2140,2019-08-25,1582,2,4.6,2
2141,2021-06-05,2720,4,38.9,1
2142,2023-12-01,842,4,40.1,2
2143,2023-08-13,3257,1,53.7,4
2144,2023-12-31,3835,3,56.1,3
2145,2023-02-07,850,2,13.7,4
2146,2022-09-19,704,4,68.7,4
2147,2020-02-29,3912,3,42.4,5
2148,2019-10-31,3606,1,30.9,3
2149,2020-01-24,1516,1,1.4,4
2150,2021-12-18,3487,4,69.4,3
2151,2020-10-29,2914,4,59.3,4
2152,2019-10-25,1470,1,60.2,1
2153,2020-04-24,501,4,58.8,5
2154,2021-12-17,14,3,8.7,5
2155,2019-05-17,4989,3,36.2,1
2156,2022-06-03,1715,4,27.0,5
2157,2020-09-25,1867,2,5.4,5
2158,2019-04-07,4873,3,24.5,4
2159,2022-03-28,4407,1,34.2,2
2160,2019-04-10,3559,2,44.8,2
2161,2023-10-13,3632,3,50.9,4
2162,2020-12-24,1092,2,36.4,2
2163,2019-08-08,4443,3,68.5,5
2164,2021-01-21,1442,4,42.3,2
2165,2022-10-06,573,3,61.7,4
2166,2022-07-25,1714,1,21.3,5
2167,2021-09-06,3968,1,6.4,1
2168,2023-08-09,73,3,64.6,2
2169,2023-04-13,834,4,55.1,1
2170,2020-05-26,1559,2,10.1,5
2171,2023-03-03,2747,4,22.2,2
2172,2019-08-10,4078,2,39.6,3
2173,2020-08-06,2492,2,3.4,3
2174,2019-07-18,4109,3,46.2,2
2175,2019-02-06,4117,3,62.1,2
2176,2020-08-08,392,3,50.9,3
2177,2019-01-23,4276,3,10.1,1
2178,2019-03-20,357,3,16.1,1
2179,2020-03-09,1756,2,11.5,1
2180,2020-11-16,2222,2,19.0,1
2181,2022-05-02,4651,2,53.4,1
2182,2019-05-16,2307,2,21.6,5
2183,2019-06-18,3993,4,40.1,1
2184,2019-06-04,258,2,9.5,1
2185,2022-06-16,3940,2,18.0,2
2186,2021-09-06,56,4,25.8,2
2187,2022-07-06,1766,2,39.1,1
2188,2023-04-03,260,2,62.6,4
2189,2020-06-28,2394,4,4.4,1
2190,2023-10-07,741,1,70.8,5
2191,2023-04-01,4441,3,54.4,1
2192,2022-11-08,1136,4,54.2,5
2193,2023-07-13,3052,1,11.2,1
2194,2023-09-01,888,4,55.2,1
2195,2021-04-15,2962,4,3.3,5
2196,2021-01-17,553,3,4.7,3
2197,2022-02-15,3605,1,41.2,1
2198,2019-04-28,2271,4,30.9,2
2199,2023-02-24,3327,1,52.1,2
2200,2023-10-06,2632,2,63.8,5
2201,2023-08-14,728,2,61.9,3
2202,2023-01-29,4934,1,39.3,4
2203,2020-03-09,4460,4,61.7,5
2204,2020-01-15,2546,3,57.5,1
2205,2020-01-31,3379,1,19.6,2
2206,2019-12-13,3456,2,28.0,4
2207,2023-12-22,1477,1,54.0,5
2208,2020-05-18,2942,1,64.7,5
2209,2019-03-30,2808,3,24.7,1
2210,2019-03-21,2635,1,57.8,2
2211,2021-11-28,1199,2,49.5,5
2212,2019-11-21,357,3,64.0,5
2213,2023-08-07,2998,3,33.1,1
2214,2022-04-12,4481,4,10.2,5
2215,2022-07-25,381,2,51.4,5
2216,2019-07-15,4228,4,5.0,3
2217,2021-11-21,277,2,21.1,1
2218,2021-08-19,3270,1,58.6,1
2219,2023-06-13,2454,1,71.0,4
2220,2021-08-03,290,4,62.6,2
2221,2022-08-16,1526,2,28.5,2
2222,2020-12-08,277,2,6.7,2
2223,2019-06-21,615,2,18.7,2
2224,2021-04-13,2868,1,3.4,2
2225,2022-08-26,2565,4,33.9,4
2226,2023-04-11,283,1,67.5,2
2227,2023-01-02,3607,4,10.1,4
2228,2020-11-16,652,3,65.4,5
2229,2022-05-19,1363,2,57.7,5
2230,2021-08-07,3882,1,10.7,2
2231,2022-12-08,4411,1,63.4,3
2232,2022-09-25,3887,2,20.8,4
2233,2022-01-08,1277,2,17.9,2
2234,2023-04-06,4255,4,58.7,3
2235,2019-01-16,1727,3,10.9,3
2236,2021-03-15,3235,1,2.6,3
2237,2021-11-12,3027,2,42.4,4
2238,2023-02-18,3428,3,69.9,2
2239,2023-02-17,2047,3,23.2,1
2240,2023-04-14,4044,4,16.7,2
2241,2020-05-20,1767,1,40.6,2
2242,2023-11-01,2032,4,19.8,3
2243,2023-12-30,3552,3,36.2,2
2244,2023-07-25,1628,1,20.4,2
2245,2019-11-04,1307,3,67.4,1
2246,2019-11-17,718,4,23.3,4
2247,2022-08-26,2711,1,11.3,3
2248,2021-11-19,4656,2,34.4,4
2249,2023-01-16,4657,3,68.3,4
2250,2019-08-26,2117,2,68.4,5
2251,2020-07-26,1850,3,16.8,3
2252,2020-02-24,4146,2,34.1,4
2253,2021-10-09,4887,3,38.8,3
2254,2023-12-24,2516,3,35.2,4
2255,2019-08-14,1112,1,2.0,5
2256,2020-10-02,3827,4,39.1,5
2257,2021-06-29,2570,3,32.5,3
2258,2023-11-01,861,3,5.2,3
2259,2019-06-20,3929,2,33.6,1
2260,2021-08-05,549,3,44.4,5
2261,2022-05-15,4388,1,20.7,3
2262,2022-08-23,2497,1,63.7,2
2263,2019-06-23,1225,1,26.5,2
2264,2021-06-30,2091,4,5.4,2
2265,2021-01-22,2275,2,5.6,4
2266,2021-01-23,1851,4,61.5,1
2267,2023-03-23,1777,4,7.3,4
2268,2022-04-30,4879,4,13.4,4
2269,2023-07-01,769,3,40.9,1
2270,2021-01-05,2538,1,40.7,1
2271,2020-06-19,1470,4,71.9,5
2272,2023-05-07,3913,3,57.9,5
2273,2022-03-25,114,3,58.9,2
2274,2023-09-25,2530,1,53.5,1
2275,2020-06-14,2679,3,11.3,3
2276,2022-04-17,4656,1,3.1,5
2277,2023-02-08,1758,2,66.6,4
2278,2019-05-09,3132,2,64.7,5
2279,2019-10-22,1352,4,39.3,2
2280,2019-02-19,739,4,48.0,5
2281,2021-05-13,2375,1,4.8,5
2282,2021-09-26,2862,4,53.9,3
2283,2020-12-27,2146,4,71.3,5
2284,2020-04-26,4501,3,15.2,1
2285,2019-07-10,3311,4,44.8,4
2286,2020-12-31,1997,1,9.6,1
2287,2020-01-10,2540,3,40.0,3
2288,2021-06-17,163,1,16.0,4
2289,2019-07-17,733,2,64.7,5
2290,2022-03-06,1566,4,64.5,1
2291,2021-02-02,2870,4,58.3,5
2292,2021-08-03,3855,4,45.2,3
2293,2022-10-31,2796,4,64.8,4
2294,2023-12-15,1162,3,39.2,5
2295,2021-07-30,2481,4,58.1,5
2296,2023-10-04,4266,4,8.5,4
2297,2021-07-05,4656,4,21.2,4
2298,2020-04-01,63,3,19.0,2
2299,2023-07-10,275,4,33.7,2
2300,2023-12-02,3433,1,69.9,2
2301,2023-02-15,2494,4,37.3,5
2302,2019-07-11,4796,2,46.9,4
2303,2019-12-31,2950,4,11.1,2
2304,2022-01-09,2173,4,38.2,1
2305,2019-02-25,3060,1,9.2,5
2306,2023-11-23,1479,1,69.0,5
2307,2020-03-24,1351,3,15.5,4
2308,2020-02-06,4152,3,54.3,4
2309,2019-04-06,302,2,33.8,4
2310,2019-02-26,1685,3,67.9,3
2311,2020-07-12,2968,1,28.0,1
2312,2019-11-26,4723,4,25.1,1
2313,2022-09-10,2271,3,32.8,2
2314,2022-03-10,4279,2,26.7,5
2315,2020-08-16,2764,2,8.3,4
2316,2020-03-29,1124,4,31.3,4
2317,2021-09-30,4615,1,63.2,3
2318,2021-05-27,615,3,21.8,5
2319,2022-06-05,3101,1,54.2,4
2320,2022-01-30,653,2,15.0,1
2321,2022-10-09,3623,4,52.0,4
2322,2023-05-22,3157,2,22.6,2
2323,2020-07-03,4491,4,17.4,4
2324,2019-12-31,2453,1,39.9,5
2325,2019-06-25,3824,1,24.6,2
2326,2022-08-13,3867,2,68.0,2
2327,2021-08-17,3960,1,4.9,1
2328,2023-02-17,4875,4,35.4,1
2329,2021-01-10,4502,1,62.2,3
2330,2021-06-29,4366,1,56.5,4
2331,2019-12-05,1931,2,57.6,2
2332,2019-06-23,883,2,35.1,3
2333,2020-09-18,1967,3,28.0,5
2334,2022-03-30,1260,4,21.9,3
2335,2019-01-30,995,2,52.7,1
2336,2023-09-17,280,1,37.5,3
2337,2020-03-10,4971,4,62.6,3
2338,2021-12-25,4038,2,35.6,3
2339,2023-05-17,2562,2,70.4,3
2340,2019-07-20,4401,1,53.9,5
2341,2020-03-01,1265,3,57.5,4
2342,2019-01-10,1061,2,1.2,3
2343,2019-01-22,3122,2,10.8,4
2344,2023-09-27,2721,4,48.5,1
2345,2022-07-25,4820,1,29.9,1
2346,2023-11-15,118,1,2.2,1
2347,2023-11-24,1373,3,37.0,1
2348,2022-08-31,1624,1,56.0,1
2349,2019-09-12,3144,2,37.7,2
2350,2020-09-21,4458,3,13.5,1
2351,2019-10-16,4488,4,14.1,4
2352,2021-07-29,1111,4,44.3,2
2353,2019-12-10,2535,1,5.8,1
2354,2020-11-30,1316,2,13.5,4
2355,2022-05-10,2904,4,4.8,5
2356,2021-07-07,2431,2,36.6,1
2357,2019-11-26,126,3,64.3,3
2358,2023-01-24,4678,3,60.1,4
2359,2023-03-07,754,4,41.5,4
2360,2022-03-05,1041,2,40.9,4
2361,2021-10-28,2591,2,7.0,2
2362,2022-08-14,1247,3,4.8,3
2363,2021-06-23,4700,1,2.5,1
2364,2022-05-18,1768,4,4.4,5
2365,2021-05-17,1019,4,7.7,1
2366,2022-01-14,401,3,71.2,3
2367,2021-11-11,3843,3,8.5,2
2368,2022-05-08,393,4,56.2,1
2369,2023-02-08,3445,4,22.3,2
2370,2019-08-06,295,2,19.4,4
2371,2022-10-21,2544,4,53.2,3
2372,2021-02-25,3342,3,16.5,3
2373,2020-11-10,1321,3,40.6,2
2374,2021-11-06,1706,4,58.9,3
2375,2022-05-27,2004,3,22.7,5
2376,2023-07-28,3297,1,54.4,2
2377,2021-11-10,2094,1,54.6,1
2378,2019-04-29,3381,1,63.8,4
2379,2020-02-05,4040,4,20.1,2
2380,2023-06-04,1354,1,56.6,2
2381,2022-12-22,4765,3,41.0,2
2382,2022-04-18,3992,3,3.7,4
2383,2023-02-17,2196,4,15.8,2
2384,2021-10-10,248,1,55.4,4
2385,2021-07-30,2952,1,19.6,1
2386,2020-08-31,1233,3,56.3,2
2387,2019-09-20,3496,4,48.3,1
2388,2023-04-15,4101,2,45.4,2
2389,2020-01-11,2648,3,34.8,2
2390,2023-04-16,4106,4,59.7,5
2391,2023-05-08,1556,4,17.2,1
2392,2019-02-11,579,2,20.5,3
2393,2019-03-07,1953,3,40.1,4
2394,2021-08-17,4001,4,66.2,3
2395,2020-04-17,1100,1,47.4,4
2396,2023-08-11,117,2,56.1,4
2397,2021-07-05,2787,3,7.7,3
2398,2020-04-05,276,2,16.4,4
2399,2021-04-18,4278,3,38.6,3
2400,2022-12-08,4273,3,22.1,4
2401,2020-08-22,2651,4,41.6,3
2402,2022-10-17,20,1,69.6,3
2403,2019-07-11,1171,2,32.5,3
2404,2023-01-14,1450,4,14.1,1
2405,2021-10-13,225,1,45.0,3
2406,2019-12-07,230,2,48.5,2
2407,2023-09-30,1842,3,0.6,2
2408,2019-09-09,4270,2,30.4,3
2409,2019-06-17,810,2,18.8,5
2410,2020-11-11,4814,3,2.1,1
2411,2020-12-09,1085,2,40.8,3
2412,2022-01-07,3650,2,28.5,5
2413,2020-04-01,1331,3,46.6,2
2414,2020-08-01,2159,4,64.3,1
2415,2022-02-25,1148,3,64.1,1
2416,2022-10-03,3964,3,17.3,3
2417,2020-01-15,1158,2,6.5,5
